step,wall_time,ep_len_mean,relative_seconds,relative_time
12000,1749628155.52125,24.0,0.0,0:00:00
24000,1749628169.1191833,24.0,13.597933292388916,0:00:13.597933
36000,1749628182.8091433,24.0,27.287893295288086,0:00:27.287893
48000,1749628197.7630696,24.0,42.241819620132446,0:00:42.241820
60000,1749628211.3566742,24.0,55.835424184799194,0:00:55.835424
72000,1749628225.4765675,24.0,69.95531749725342,0:01:09.955317
84000,1749628239.0604184,24.0,83.53916835784912,0:01:23.539168
96000,1749628253.3531258,24.0,97.83187580108643,0:01:37.831876
108000,1749628267.1642282,24.0,111.64297819137573,0:01:51.642978
120000,1749628280.9632776,24.0,125.44202756881714,0:02:05.442028
132000,1749628294.6149797,24.0,139.09372973442078,0:02:19.093730
144000,1749628308.2599072,24.0,152.73865723609924,0:02:32.738657
156000,1749628321.6949682,24.0,166.17371821403503,0:02:46.173718
168000,1749628335.2480786,24.0,179.72682857513428,0:02:59.726829
180000,1749628348.981456,24.0,193.46020603179932,0:03:13.460206
192000,1749628362.6253588,24.0,207.1041088104248,0:03:27.104109
204000,1749628376.263083,24.0,220.74183297157288,0:03:40.741833
216000,1749628389.6870692,24.0,234.16581916809082,0:03:54.165819
228000,1749628403.106658,24.0,247.58540797233582,0:04:07.585408
240000,1749628416.9538786,24.0,261.4326286315918,0:04:21.432629
252000,1749628430.4081702,24.0,274.88692021369934,0:04:34.886920
264000,1749628444.1582153,24.0,288.6369652748108,0:04:48.636965
276000,1749628457.9817543,24.0,302.4605042934418,0:05:02.460504
288000,1749628471.7489738,24.0,316.2277238368988,0:05:16.227724
300000,1749628485.4918802,24.0,329.9706301689148,0:05:29.970630
312000,1749628498.8879898,24.0,343.36673974990845,0:05:43.366740
324000,1749628512.598618,24.0,357.07736802101135,0:05:57.077368
336000,1749628526.2496686,24.0,370.7284185886383,0:06:10.728419
348000,1749628539.8010874,24.0,384.2798373699188,0:06:24.279837
360000,1749628553.4817944,24.0,397.96054434776306,0:06:37.960544
372000,1749628567.1697996,24.0,411.6485495567322,0:06:51.648550
384000,1749628580.764641,24.0,425.2433910369873,0:07:05.243391
396000,1749628594.2239425,24.0,438.7026925086975,0:07:18.702693
408000,1749628607.8015587,24.0,452.2803087234497,0:07:32.280309
420000,1749628621.5334806,24.0,466.01223063468933,0:07:46.012231
432000,1749628634.926759,24.0,479.40550899505615,0:07:59.405509
444000,1749628648.7201993,24.0,493.1989493370056,0:08:13.198949
456000,1749628662.4153106,24.0,506.89406061172485,0:08:26.894061
468000,1749628675.9589775,24.0,520.4377274513245,0:08:40.437727
480000,1749628689.8259513,24.0,534.3047013282776,0:08:54.304701
492000,1749628704.5093083,24.0,548.9880583286285,0:09:08.988058
504000,1749628718.2434297,24.0,562.7221796512604,0:09:22.722180
516000,1749628731.889617,24.0,576.3683669567108,0:09:36.368367
528000,1749628745.7278254,24.0,590.2065753936768,0:09:50.206575
540000,1749628762.3996544,24.0,606.878404378891,0:10:06.878404
552000,1749628776.1943521,24.0,620.6731021404266,0:10:20.673102
564000,1749628789.8373518,24.0,634.3161017894745,0:10:34.316102
576000,1749628803.6358192,24.0,648.1145691871643,0:10:48.114569
588000,1749628817.2627292,24.0,661.7414791584015,0:11:01.741479
600000,1749628831.0593264,24.0,675.5380764007568,0:11:15.538076
612000,1749628844.9189966,24.0,689.3977465629578,0:11:29.397747
624000,1749628858.5789812,24.0,703.0577311515808,0:11:43.057731
636000,1749628872.1908288,24.0,716.6695787906647,0:11:56.669579
648000,1749628885.7412758,24.0,730.2200257778168,0:12:10.220026
660000,1749628899.4518914,24.0,743.930641412735,0:12:23.930641
