step,wall_time,train_kl_divergence_loss,relative_seconds,relative_time
24000,1749628168.9107494,0.009208548814058304,0.0,0:00:00
36000,1749628182.6029003,0.006751787383109331,13.692150831222534,0:00:13.692151
48000,1749628197.612059,0.0075406888499855995,28.70130968093872,0:00:28.701310
60000,1749628211.141295,0.009518998675048351,42.23054552078247,0:00:42.230546
72000,1749628225.3540728,0.008178635500371456,56.443323373794556,0:00:56.443323
84000,1749628238.9243765,0.007231265306472778,70.01362705230713,0:01:10.013627
96000,1749628253.2214901,0.008644002489745617,84.31074070930481,0:01:24.310741
108000,1749628267.0637841,0.008477503433823586,98.15303468704224,0:01:38.153035
120000,1749628280.8629618,0.009015126153826714,111.9522123336792,0:01:51.952212
132000,1749628294.5112479,0.009008295834064484,125.60049843788147,0:02:05.600498
144000,1749628308.1577585,0.008236699737608433,139.24700903892517,0:02:19.247009
156000,1749628321.4981027,0.008992602117359638,152.5873532295227,0:02:32.587353
168000,1749628335.0451157,0.008462242782115936,166.13436627388,0:02:46.134366
180000,1749628348.785436,0.009440944530069828,179.87468647956848,0:02:59.874686
192000,1749628362.4103806,0.008259841240942478,193.49963116645813,0:03:13.499631
204000,1749628376.0695167,0.009154902771115303,207.15876722335815,0:03:27.158767
216000,1749628389.5084038,0.008527019061148167,220.59765434265137,0:03:40.597654
228000,1749628402.9076898,0.006303559057414532,233.9969403743744,0:03:53.996940
240000,1749628416.7468412,0.008041396737098694,247.83609175682068,0:04:07.836092
252000,1749628430.2082105,0.009265280328691006,261.29746103286743,0:04:21.297461
264000,1749628443.9667253,0.008482538163661957,275.05597591400146,0:04:35.055976
276000,1749628457.7896252,0.009481190703809261,288.8788757324219,0:04:48.878876
288000,1749628471.5614378,0.007998878136277199,302.6506884098053,0:05:02.650688
300000,1749628485.306814,0.006271065678447485,316.3960645198822,0:05:16.396065
312000,1749628498.7057254,0.007955258712172508,329.79497599601746,0:05:29.794976
324000,1749628512.4178314,0.009627723135054111,343.50708198547363,0:05:43.507082
336000,1749628526.065303,0.008799630217254162,357.1545536518097,0:05:57.154554
348000,1749628539.6092231,0.009075275622308254,370.6984736919403,0:06:10.698474
360000,1749628553.2885475,0.008002989925444126,384.37779808044434,0:06:24.377798
372000,1749628566.982397,0.009617351926863194,398.07164764404297,0:06:38.071648
384000,1749628580.5643475,0.007919508032500744,411.65359807014465,0:06:51.653598
396000,1749628594.1162918,0.00937662087380886,425.2055423259735,0:07:05.205542
408000,1749628607.6971622,0.008782456628978252,438.78641271591187,0:07:18.786413
420000,1749628621.4318602,0.00946685392409563,452.52111077308655,0:07:32.521111
432000,1749628634.8272848,0.008983023464679718,465.91653537750244,0:07:45.916535
444000,1749628648.618414,0.009880009107291698,479.7076644897461,0:07:59.707664
456000,1749628662.3141055,0.008975273929536343,493.40335607528687,0:08:13.403356
468000,1749628675.8559678,0.006496676709502935,506.94521832466125,0:08:26.945218
480000,1749628689.70134,0.008391625247895718,520.7905905246735,0:08:40.790591
492000,1749628704.4079435,0.009928938932716846,535.4971940517426,0:08:55.497194
504000,1749628718.1407864,0.008952312171459198,549.2300369739532,0:09:09.230037
516000,1749628731.7872858,0.0063083539716899395,562.8765363693237,0:09:22.876536
528000,1749628745.6059396,0.008330798707902431,576.6951901912689,0:09:36.695190
540000,1749628762.297978,0.009973292239010334,593.3872284889221,0:09:53.387228
552000,1749628776.0917358,0.009096857160329819,607.180986404419,0:10:07.180986
564000,1749628789.713836,0.00873030535876751,620.8030865192413,0:10:20.803087
576000,1749628803.5302854,0.008232231251895428,634.6195359230042,0:10:34.619536
588000,1749628817.1581292,0.006658534519374371,648.2473797798157,0:10:48.247380
600000,1749628830.9577267,0.007964669726788998,662.0469772815704,0:11:02.046977
612000,1749628844.8191855,0.009585275314748287,675.9084360599518,0:11:15.908436
624000,1749628858.4747424,0.007655013352632523,689.5639929771423,0:11:29.563993
636000,1749628872.0852616,0.006753414869308472,703.1745121479034,0:11:43.174512
648000,1749628885.6341834,0.008277908898890018,716.723433971405,0:11:56.723434
660000,1749628899.3483233,0.009209130890667439,730.4375739097595,0:12:10.437574
672000,1749628913.2262115,0.008149698376655579,744.3154621124268,0:12:24.315462
684000,1749628926.9025934,0.009972545318305492,757.9918439388275,0:12:37.991844
696000,1749628940.5911274,0.008443252183496952,771.6803779602051,0:12:51.680378
708000,1749628954.2984757,0.006370777729898691,785.3877263069153,0:13:05.387726
720000,1749628967.976146,0.007783347740769386,799.0653965473175,0:13:19.065397
732000,1749628981.82042,0.007876980118453503,812.9096705913544,0:13:32.909671
744000,1749628995.4307666,0.007938273251056671,826.5200171470642,0:13:46.520017
756000,1749629009.153817,0.009713840670883656,840.2430675029755,0:14:00.243068
768000,1749629022.8094568,0.008774378336966038,853.8987073898315,0:14:13.898707
780000,1749629036.4675999,0.008524157106876373,867.5568504333496,0:14:27.556850
792000,1749629050.2144415,0.008496840484440327,881.3036921024323,0:14:41.303692
804000,1749629064.0431216,0.0068709151819348335,895.1323721408844,0:14:55.132372
816000,1749629077.683258,0.006654372438788414,908.7725086212158,0:15:08.772509
828000,1749629091.4574206,0.009697914123535156,922.5466711521149,0:15:22.546671
840000,1749629105.1450944,0.0095280846580863,936.234344959259,0:15:36.234345
852000,1749629118.8439896,0.007554901763796806,949.9332401752472,0:15:49.933240
864000,1749629132.5495512,0.008664288558065891,963.6388018131256,0:16:03.638802
876000,1749629146.319069,0.006579935550689697,977.4083194732666,0:16:17.408319
888000,1749629160.0898297,0.009934497997164726,991.179080247879,0:16:31.179080
900000,1749629173.6291308,0.009913014248013496,1004.7183814048767,0:16:44.718381
912000,1749629187.2628703,0.007930495776236057,1018.3521208763123,0:16:58.352121
924000,1749629200.9401524,0.009133147075772285,1032.0294029712677,0:17:12.029403
936000,1749629214.8560178,0.0069195847027003765,1045.9452683925629,0:17:25.945268
948000,1749629228.5588167,0.009972067549824715,1059.6480672359467,0:17:39.648067
960000,1749629242.3984673,0.009431179612874985,1073.4877178668976,0:17:53.487718
972000,1749629256.046542,0.008746369741857052,1087.1357924938202,0:18:07.135792
984000,1749629269.8368328,0.008702782914042473,1100.9260833263397,0:18:20.926083
996000,1749629283.4980214,0.00847261305898428,1114.5872719287872,0:18:34.587272
1008000,1749629296.871309,0.007740277796983719,1127.9605596065521,0:18:47.960560
1020000,1749629310.676605,0.008516396395862103,1141.765855550766,0:19:01.765856
1032000,1749629324.483343,0.008946719579398632,1155.5725934505463,0:19:15.572593
1044000,1749629338.2144847,0.009231490083038807,1169.303735256195,0:19:29.303735
1056000,1749629351.8991728,0.009469633921980858,1182.9884233474731,0:19:42.988423
1068000,1749629369.803754,0.009001454338431358,1200.893004655838,0:20:00.893005
1080000,1749629383.7738988,0.00933101773262024,1214.8631494045258,0:20:14.863149
1092000,1749629397.498008,0.007391668390482664,1228.5872585773468,0:20:28.587259
1104000,1749629411.141986,0.006517007946968079,1242.2312364578247,0:20:42.231236
1116000,1749629424.929669,0.008276357315480709,1256.018919467926,0:20:56.018919
1128000,1749629438.3603003,0.009525572881102562,1269.4495508670807,0:21:09.449551
1140000,1749629452.1930969,0.008781688287854195,1283.2823474407196,0:21:23.282347
1152000,1749629466.0568402,0.006521173287183046,1297.146090745926,0:21:37.146091
1164000,1749629479.6896276,0.009727000258862972,1310.778878211975,0:21:50.778878
1176000,1749629493.3539124,0.00945933349430561,1324.4431629180908,0:22:04.443163
1188000,1749629506.963227,0.009396017529070377,1338.0524775981903,0:22:18.052478
1200000,1749629520.768628,0.006705450359731913,1351.857878446579,0:22:31.857878
1212000,1749629534.5573733,0.00951777957379818,1365.6466238498688,0:22:45.646624
1224000,1749629548.3366668,0.007200364023447037,1379.4259173870087,0:22:59.425917
1236000,1749629561.9690378,0.006125573068857193,1393.0582883358002,0:23:13.058288
1248000,1749629575.7425947,0.0069869342260062695,1406.8318452835083,0:23:26.831845
1260000,1749629589.385594,0.008812539279460907,1420.474844455719,0:23:40.474844
1272000,1749629603.1016192,0.009595120325684547,1434.190869808197,0:23:54.190870
1284000,1749629616.7664645,0.0053201657719910145,1447.8557150363922,0:24:07.855715
1296000,1749629630.506306,0.009542413987219334,1461.5955564975739,0:24:21.595556
1308000,1749629644.316598,0.009413572959601879,1475.4058485031128,0:24:35.405849
1320000,1749629658.151675,0.006485700141638517,1489.2409255504608,0:24:49.240926
1332000,1749629671.8781004,0.008141246624290943,1502.9673509597778,0:25:02.967351
1344000,1749629685.822676,0.008826256729662418,1516.9119265079498,0:25:16.911927
1356000,1749629699.494099,0.009705876000225544,1530.5833494663239,0:25:30.583349
1368000,1749629713.142563,0.009915339760482311,1544.2318136692047,0:25:44.231814
1380000,1749629726.850631,0.008451434783637524,1557.9398815631866,0:25:57.939882
1392000,1749629740.4490452,0.007853744551539421,1571.5382957458496,0:26:11.538296
1404000,1749629754.1107812,0.006917490623891354,1585.2000317573547,0:26:25.200032
1416000,1749629767.7974067,0.009207239374518394,1598.8866572380066,0:26:38.886657
1428000,1749629781.7569864,0.008995402604341507,1612.8462369441986,0:26:52.846237
1440000,1749629795.7819686,0.006450100801885128,1626.8712191581726,0:27:06.871219
1452000,1749629809.7448108,0.00820357259362936,1640.834061384201,0:27:20.834061
1464000,1749629823.652598,0.00655593816190958,1654.7418484687805,0:27:34.741848
1476000,1749629837.3204362,0.009992536157369614,1668.4096868038177,0:27:48.409687
1488000,1749629851.4219437,0.006186661310493946,1682.511194229126,0:28:02.511194
1500000,1749629865.0507207,0.008219975046813488,1696.139971256256,0:28:16.139971
1512000,1749629878.811456,0.00841023214161396,1709.9007065296173,0:28:29.900707
1524000,1749629892.4097593,0.00950620323419571,1723.499009847641,0:28:43.499010
1536000,1749629906.303842,0.008617001585662365,1737.3930926322937,0:28:57.393093
1548000,1749629919.9658465,0.008874516002833843,1751.055097103119,0:29:11.055097
1560000,1749629933.5304635,0.006392570678144693,1764.6197140216827,0:29:24.619714
