step,wall_time,train_policy_objective,relative_seconds,relative_time
24000,1749628168.9108043,0.03112657368183136,0.0,0:00:00
36000,1749628182.6029384,0.027030590921640396,13.692134141921997,0:00:13.692134
48000,1749628197.6121044,0.028347089886665344,28.701300144195557,0:00:28.701300
60000,1749628211.1413429,0.034718483686447144,42.23053860664368,0:00:42.230539
72000,1749628225.354126,0.04078055918216705,56.4433217048645,0:00:56.443322
84000,1749628238.9244127,0.03976040706038475,70.01360845565796,0:01:10.013608
96000,1749628253.2215521,0.05210242047905922,84.31074786186218,0:01:24.310748
108000,1749628267.0638108,0.05418207868933678,98.1530065536499,0:01:38.153007
120000,1749628280.862989,0.06383761018514633,111.95218467712402,0:01:51.952185
132000,1749628294.511281,0.06704647094011307,125.60047674179077,0:02:05.600477
144000,1749628308.157801,0.0531342476606369,139.24699664115906,0:02:19.246997
156000,1749628321.4981468,0.04199351370334625,152.58734250068665,0:02:32.587343
168000,1749628335.0452595,0.054648466408252716,166.13445520401,0:02:46.134455
180000,1749628348.7854764,0.05522911623120308,179.87467217445374,0:02:59.874672
192000,1749628362.4104192,0.0550030916929245,193.49961495399475,0:03:13.499615
204000,1749628376.0695724,0.04300011694431305,207.15876817703247,0:03:27.158768
216000,1749628389.508442,0.053310297429561615,220.59763765335083,0:03:40.597638
228000,1749628402.9077287,0.044029612094163895,233.9969244003296,0:03:53.996924
240000,1749628416.7468815,0.03992592915892601,247.83607721328735,0:04:07.836077
252000,1749628430.20825,0.05659030005335808,261.29744577407837,0:04:21.297446
264000,1749628443.9667628,0.04883955046534538,275.0559585094452,0:04:35.055959
276000,1749628457.7896686,0.05929647386074066,288.8788642883301,0:04:48.878864
288000,1749628471.5614758,0.05492706224322319,302.6506714820862,0:05:02.650671
300000,1749628485.3068547,0.044381048530340195,316.39605045318604,0:05:16.396050
312000,1749628498.705764,0.0354323573410511,329.7949597835541,0:05:29.794960
324000,1749628512.4178698,0.061207499355077744,343.5070655345917,0:05:43.507066
336000,1749628526.065341,0.05493304878473282,357.1545367240906,0:05:57.154537
348000,1749628539.6092613,0.06236023083329201,370.69845700263977,0:06:10.698457
360000,1749628553.2885957,0.04589269682765007,384.3777914047241,0:06:24.377791
372000,1749628566.9824367,0.05825846269726753,398.0716323852539,0:06:38.071632
384000,1749628580.5643888,0.051166314631700516,411.65358448028564,0:06:51.653584
396000,1749628594.1163359,0.06146795302629471,425.20553159713745,0:07:05.205532
408000,1749628607.697217,0.0579887256026268,438.78641271591187,0:07:18.786413
420000,1749628621.431887,0.04761410504579544,452.5210826396942,0:07:32.521083
432000,1749628634.8273284,0.05252361670136452,465.9165241718292,0:07:45.916524
444000,1749628648.6184404,0.06246817111968994,479.7076361179352,0:07:59.707636
456000,1749628662.3141332,0.05911625549197197,493.40332889556885,0:08:13.403329
468000,1749628675.8559947,0.04816814139485359,506.9451904296875,0:08:26.945190
480000,1749628689.7013934,0.04462508484721184,520.790589094162,0:08:40.790589
492000,1749628704.4079854,0.07073245942592621,535.4971811771393,0:08:55.497181
504000,1749628718.1408267,0.03977538272738457,549.2300224304199,0:09:09.230022
516000,1749628731.787313,0.052001163363456726,562.8765087127686,0:09:22.876509
528000,1749628745.6059701,0.03424733504652977,576.6951658725739,0:09:36.695166
540000,1749628762.2980201,0.06906387954950333,593.3872158527374,0:09:53.387216
552000,1749628776.0917764,0.033035844564437866,607.1809720993042,0:10:07.180972
564000,1749628789.7138786,0.05730615183711052,620.8030743598938,0:10:20.803074
576000,1749628803.5303268,0.03589589521288872,634.6195225715637,0:10:34.619523
588000,1749628817.158156,0.0525670200586319,648.2473516464233,0:10:48.247352
600000,1749628830.9577549,0.03544027730822563,662.0469505786896,0:11:02.046951
