"Time","Gen 1&2&3","Gen 4,5","PV","Wind"
2023-01-01 00:00:00,0,0,0,166
2023-01-01 01:00:00,0,0,0,182
2023-01-01 02:00:00,0,0,0,164
2023-01-01 03:00:00,0,0,0,165
2023-01-01 04:00:00,0,0,0,164
2023-01-01 05:00:00,0,0,0,172
2023-01-01 06:00:00,0,0,0.254,226
2023-01-01 07:00:00,0,0,0,179
2023-01-01 08:00:00,0,0,0,133
2023-01-01 09:00:00,0,0,0,264
2023-01-01 10:00:00,0,0,0,204
2023-01-01 11:00:00,0,0,0,116
2023-01-01 12:00:00,0,0,0,116
2023-01-01 13:00:00,0,0,0,221
2023-01-01 14:00:00,0,0,0,231
2023-01-01 15:00:00,0,0,0,170
2023-01-01 16:00:00,0,0,0,213
2023-01-01 17:00:00,0,0,0,295
2023-01-01 18:00:00,0,0,0,231
2023-01-01 19:00:00,0,0,0,147
2023-01-01 20:00:00,0,0,0,159
2023-01-01 21:00:00,0,0,0,187
2023-01-01 22:00:00,0,0,0,268
2023-01-01 23:00:00,0,0,0,203
2023-01-02 00:00:00,0,0,0,145
2023-01-02 01:00:00,0,0,0,205
2023-01-02 02:00:00,0,0,0,203
2023-01-02 03:00:00,0,0,0,182
2023-01-02 04:00:00,0,0,0,97.4
2023-01-02 05:00:00,0,0,0,98.2
2023-01-02 06:00:00,0,0,0.0169,109
2023-01-02 07:00:00,0,0,0,208
2023-01-02 08:00:00,0,0,0,249
2023-01-02 09:00:00,0,0,0,265
2023-01-02 10:00:00,0,0,0,161
2023-01-02 11:00:00,0,0,0,170
2023-01-02 12:00:00,0,0,0,235
2023-01-02 13:00:00,0,0,0,148
2023-01-02 14:00:00,0,0,0,129
2023-01-02 15:00:00,0,0,0,178
2023-01-02 16:00:00,0,0,0,340
2023-01-02 17:00:00,0,0,0,309
2023-01-02 18:00:00,0,0,0,319
2023-01-02 19:00:00,0,0,0,310
2023-01-02 20:00:00,0,0,0,212
2023-01-02 21:00:00,0,0,0,164
2023-01-02 22:00:00,0,0,0,270
2023-01-02 23:00:00,0,0,0,202
2023-01-03 00:00:00,0,0,0,106
2023-01-03 01:00:00,0,0,0,102
2023-01-03 02:00:00,0,0,0,97.6
2023-01-03 03:00:00,0,0,0,97.7
2023-01-03 04:00:00,0,0,0,97.2
2023-01-03 05:00:00,0,0,0,146
2023-01-03 06:00:00,0,0,0,278
2023-01-03 07:00:00,0,0,0,239
2023-01-03 08:00:00,0,0,0,252
2023-01-03 09:00:00,0,0,0,225
2023-01-03 10:00:00,0,0,0,194
2023-01-03 11:00:00,0,0,0,187
2023-01-03 12:00:00,0,0,0,160
2023-01-03 13:00:00,0,0,0,187
2023-01-03 14:00:00,0,0,0,288
2023-01-03 15:00:00,0,0,0,306
2023-01-03 16:00:00,0,0,0,315
2023-01-03 17:00:00,0,0,0,293
2023-01-03 18:00:00,0,0,0,297
2023-01-03 19:00:00,0,0,0,223
2023-01-03 20:00:00,0,0,0,297
2023-01-03 21:00:00,0,0,0,305
2023-01-03 22:00:00,0,0,0,259
2023-01-03 23:00:00,0,0,0,136
2023-01-04 00:00:00,0,0,0,128
2023-01-04 01:00:00,0,0,0,97.4
2023-01-04 02:00:00,0,0,0,97.7
2023-01-04 03:00:00,0,0,0,126
2023-01-04 04:00:00,0,0,0,204
2023-01-04 05:00:00,0,0,0,227
2023-01-04 06:00:00,0,0,0,252
2023-01-04 07:00:00,0,0,0,246
2023-01-04 08:00:00,0,0,0,210
2023-01-04 09:00:00,0,0,0,187
2023-01-04 10:00:00,0,0,0,192
2023-01-04 11:00:00,0,0,0,171
2023-01-04 12:00:00,0,0,0,136
2023-01-04 13:00:00,0,0,0,111
2023-01-04 14:00:00,0,0,0,99.5
2023-01-04 15:00:00,0,0,0,134
2023-01-04 16:00:00,0,0,0,190
2023-01-04 17:00:00,0,0,0,242
2023-01-04 18:00:00,0,0,0,222
2023-01-04 19:00:00,0,0,0,202
2023-01-04 20:00:00,0,0,0,193
2023-01-04 21:00:00,0,0,0,161
2023-01-04 22:00:00,0,0,0,154
2023-01-04 23:00:00,0,0,0,146
2023-01-05 00:00:00,0,0,0,137
2023-01-05 01:00:00,0,0,0,113
2023-01-05 02:00:00,0,0,0,111
2023-01-05 03:00:00,0,0,0,97.1
2023-01-05 04:00:00,0,0,0,100
2023-01-05 05:00:00,0,0,0,120
2023-01-05 06:00:00,0,0,0,154
2023-01-05 07:00:00,0,0,0,153
2023-01-05 08:00:00,0,0,0,139
2023-01-05 09:00:00,0,0,0,130
2023-01-05 10:00:00,0,0,0,154
2023-01-05 11:00:00,61.2,0,8.41,73.8
2023-01-05 12:00:00,132,0,24.2,-7.51
2023-01-05 13:00:00,124,0,29.7,-7.41
2023-01-05 14:00:00,115,0,55.7,-7.32
2023-01-05 15:00:00,157,0,15.5,87.4
2023-01-05 16:00:00,37.5,0,0,227
2023-01-05 17:00:00,70.5,0,0,88.3
2023-01-05 18:00:00,0,0,0,360
2023-01-05 19:00:00,0,0,0,309
2023-01-05 20:00:00,0,0,0,310
2023-01-05 21:00:00,0,0,0,278
2023-01-05 22:00:00,0,0,0,258
2023-01-05 23:00:00,0,0,0,242
2023-01-06 00:00:00,0,0,0,224
2023-01-06 01:00:00,0,0,0,200
2023-01-06 02:00:00,0,0,0,194
2023-01-06 03:00:00,0,0,0,194
2023-01-06 04:00:00,0,0,0,209
2023-01-06 05:00:00,0,0,0,231
2023-01-06 06:00:00,0,0,0,243
2023-01-06 07:00:00,0,0,0,243
2023-01-06 08:00:00,0,0,0,243
2023-01-06 09:00:00,0,0,0,263
2023-01-06 10:00:00,0,0,0,255
2023-01-06 11:00:00,0,0,0,243
2023-01-06 12:00:00,0,0,0,223
2023-01-06 13:00:00,0,0,0,223
2023-01-06 14:00:00,0,0,0,231
2023-01-06 15:00:00,0,0,0,251
2023-01-06 16:00:00,0,0,0,290
2023-01-06 17:00:00,0,0,0,268
2023-01-06 18:00:00,0,0,0,251
2023-01-06 19:00:00,0,0,0,267
2023-01-06 20:00:00,0,0,0,293
2023-01-06 21:00:00,0,0,0,291
2023-01-06 22:00:00,0,0,0,272
2023-01-06 23:00:00,0,0,0,236
2023-01-07 00:00:00,0,0,0,117
2023-01-07 01:00:00,0,0,0,104
2023-01-07 02:00:00,0,0,0,97.3
2023-01-07 03:00:00,0,0,0,97.1
2023-01-07 04:00:00,0,0,0,96.9
2023-01-07 05:00:00,0,0,0,102
2023-01-07 06:00:00,0,0,0.869,112
2023-01-07 07:00:00,0,0,0,145
2023-01-07 08:00:00,0,0,0,261
2023-01-07 09:00:00,0,0,0,283
2023-01-07 10:00:00,0,0,0,288
2023-01-07 11:00:00,0,0,46.1,173
2023-01-07 12:00:00,0,0,137,-9.45
2023-01-07 13:00:00,4.59,0,158,-6.56
2023-01-07 14:00:00,5.30,0,137,-5.77
2023-01-07 15:00:00,0,0,134,-7.48
2023-01-07 16:00:00,0,0,31.9,109
2023-01-07 17:00:00,0,0,0,138
2023-01-07 18:00:00,0,0,0,115
2023-01-07 19:00:00,0,0,0,103
2023-01-07 20:00:00,0,0,0,111
2023-01-07 21:00:00,0,0,0,104
2023-01-07 22:00:00,0,0,0,99.7
2023-01-07 23:00:00,0,0,0,79.2
2023-01-08 00:00:00,0,0,0,116
2023-01-08 01:00:00,0,0,0,120
2023-01-08 02:00:00,0,0,0,97.5
2023-01-08 03:00:00,0,0,0,76.1
2023-01-08 04:00:00,0,0,0,89.5
2023-01-08 05:00:00,0,0,0,115
2023-01-08 06:00:00,0,0,0.0202,163
2023-01-08 07:00:00,0,0,1.82,171
2023-01-08 08:00:00,0,0,0,265
2023-01-08 09:00:00,0,0,0,285
2023-01-08 10:00:00,0,0,0,290
2023-01-08 11:00:00,0,0,0,276
2023-01-08 12:00:00,0,0,0,233
2023-01-08 13:00:00,0,0,0,239
2023-01-08 14:00:00,0,0,0,283
2023-01-08 15:00:00,0,0,0,281
2023-01-08 16:00:00,0,0,0,285
2023-01-08 17:00:00,0,0,0,275
2023-01-08 18:00:00,0,0,0,267
2023-01-08 19:00:00,0,0,0,282
2023-01-08 20:00:00,0,0,0,271
2023-01-08 21:00:00,0,0,0,282
2023-01-08 22:00:00,0,0,0,256
2023-01-08 23:00:00,0,0,0,279
2023-01-09 00:00:00,0,0,0,237
2023-01-09 01:00:00,0,0,0,222
2023-01-09 02:00:00,0,0,0,217
2023-01-09 03:00:00,0,0,0,202
2023-01-09 04:00:00,0,0,0,201
2023-01-09 05:00:00,0,0,0,237
2023-01-09 06:00:00,0,0,0.333,242
2023-01-09 07:00:00,0,0,7.87,233
2023-01-09 08:00:00,0,0,0,204
2023-01-09 09:00:00,0,0,0,230
2023-01-09 10:00:00,0,0,0,147
2023-01-09 11:00:00,0,0,0,140
2023-01-09 12:00:00,0,0,0,127
2023-01-09 13:00:00,0,0,0,176
2023-01-09 14:00:00,0,0,0,231
2023-01-09 15:00:00,0,0,0,213
2023-01-09 16:00:00,0,0,0,220
2023-01-09 17:00:00,0,0,0,240
2023-01-09 18:00:00,0,0,0,246
2023-01-09 19:00:00,0,0,0,249
2023-01-09 20:00:00,0,0,0,210
2023-01-09 21:00:00,0,0,0,204
2023-01-09 22:00:00,0,0,0,188
2023-01-09 23:00:00,0,0,0,135
2023-01-10 00:00:00,0,0,0,204
2023-01-10 01:00:00,0,0,0,204
2023-01-10 02:00:00,0,0,0,174
2023-01-10 03:00:00,0,0,0,77.9
2023-01-10 04:00:00,0,0,0,77.6
2023-01-10 05:00:00,0,0,0,203
2023-01-10 06:00:00,0,0,0,262
2023-01-10 07:00:00,0,0,0,223
2023-01-10 08:00:00,0,0,0,223
2023-01-10 09:00:00,0,0,0,243
2023-01-10 10:00:00,0,0,0,243
2023-01-10 11:00:00,0,0,0,160
2023-01-10 12:00:00,0,0,0,116
2023-01-10 13:00:00,0,0,0,99.2
2023-01-10 14:00:00,0,0,0,97.5
2023-01-10 15:00:00,0,0,0,126
2023-01-10 16:00:00,0,0,0,277
2023-01-10 17:00:00,0,0,0,307
2023-01-10 18:00:00,0,0,0,191
2023-01-10 19:00:00,0,0,0,140
2023-01-10 20:00:00,0,0,0,180
2023-01-10 21:00:00,0,0,0,179
2023-01-10 22:00:00,0,0,0,211
2023-01-10 23:00:00,0,0,0,223
2023-01-11 00:00:00,0,0,0,114
2023-01-11 01:00:00,0,0,0,82.7
2023-01-11 02:00:00,0,0,0,82.8
2023-01-11 03:00:00,0,0,0,82.6
2023-01-11 04:00:00,0,0,0,82.8
2023-01-11 05:00:00,0,0,0,119
2023-01-11 06:00:00,0,0,0,209
2023-01-11 07:00:00,0,0,0,217
2023-01-11 08:00:00,0,0,0,155
2023-01-11 09:00:00,0,0,0,129
2023-01-11 10:00:00,0,0,0,126
2023-01-11 11:00:00,0,0,0,129
2023-01-11 12:00:00,0,0,0,225
2023-01-11 13:00:00,0,0,0,195
2023-01-11 14:00:00,0,0,0,135
2023-01-11 15:00:00,0,0,0,228
2023-01-11 16:00:00,0,0,0,251
2023-01-11 17:00:00,0,0,0,290
2023-01-11 18:00:00,0,0,0,230
2023-01-11 19:00:00,0,0,0,144
2023-01-11 20:00:00,0,0,0,143
2023-01-11 21:00:00,0,0,0,125
2023-01-11 22:00:00,0,0,0,84.7
2023-01-11 23:00:00,0,0,0,50.6
2023-01-12 00:00:00,0,0,0,60.8
2023-01-12 01:00:00,0,0,0,62.3
2023-01-12 02:00:00,0,0,0,55.7
2023-01-12 03:00:00,0,0,0,48.2
2023-01-12 04:00:00,0,0,0,52.2
2023-01-12 05:00:00,0,0,0,26.9
2023-01-12 06:00:00,0,0,0,-9.27
2023-01-12 07:00:00,4.06,0,0,-8.99
2023-01-12 08:00:00,130,0,0,-5.90
2023-01-12 09:00:00,158,0,0,-7.21
2023-01-12 10:00:00,159,0,0,-7.35
2023-01-12 11:00:00,150,0,0,-7.34
2023-01-12 12:00:00,148,0,0,-7.44
2023-01-12 13:00:00,149,0,0,-7.28
2023-01-12 14:00:00,160,0,23.1,-7.33
2023-01-12 15:00:00,182,0,38.9,-8.24
2023-01-12 16:00:00,185,0,0,-6.93
2023-01-12 17:00:00,188,0,0,-8.38
2023-01-12 18:00:00,189,0,0,-8.47
2023-01-12 19:00:00,199,0,0,-8.45
2023-01-12 20:00:00,179,0,-0.939,-8.37
2023-01-12 21:00:00,176,0,-1.02,-8.44
2023-01-12 22:00:00,164,0,-3.22,-8.41
2023-01-12 23:00:00,153,0,0,-8.48
2023-01-13 00:00:00,148,0,0,-8.45
2023-01-13 01:00:00,138,0,0,-8.38
2023-01-13 02:00:00,127,0,0,-8.40
2023-01-13 03:00:00,124,0,0,-8.40
2023-01-13 04:00:00,143,0,0,-8.36
2023-01-13 05:00:00,153,0,0,-8.55
2023-01-13 06:00:00,159,0,0.866,-8.41
2023-01-13 07:00:00,152,0,0,-8.27
2023-01-13 08:00:00,137,0,42.6,-7.68
2023-01-13 09:00:00,160,0,81.9,-8.60
2023-01-13 10:00:00,120,0,109,-8.80
2023-01-13 11:00:00,0,0,262,-8.86
2023-01-13 12:00:00,0,0,169,-8.81
2023-01-13 13:00:00,0,0,142,-8.78
2023-01-13 14:00:00,0,0,132,-8.74
2023-01-13 15:00:00,0,0,77.5,-8.68
2023-01-13 16:00:00,103,0,14.9,-7.67
2023-01-13 17:00:00,195,0,0,-8.50
2023-01-13 18:00:00,190,0,0,-8.41
2023-01-13 19:00:00,158,0,0,31.9
2023-01-13 20:00:00,68.7,0,0,250
2023-01-13 21:00:00,0,0,0,339
2023-01-13 22:00:00,0,0,0,339
2023-01-13 23:00:00,0,0,0,338
2023-01-14 00:00:00,0,0,0,290
2023-01-14 01:00:00,0,0,0,213
2023-01-14 02:00:00,0,0,0,214
2023-01-14 03:00:00,0,0,0,214
2023-01-14 04:00:00,0,0,0,214
2023-01-14 05:00:00,0,0,0,214
2023-01-14 06:00:00,0,0,0.0408,214
2023-01-14 07:00:00,0,0,0,214
2023-01-14 08:00:00,0,0,158,37.2
2023-01-14 09:00:00,0,0,229,-9.64
2023-01-14 10:00:00,0,0,242,-9.78
2023-01-14 11:00:00,0,0,175,-9.71
2023-01-14 12:00:00,0,0,183,-9.83
2023-01-14 13:00:00,0,0,108,-9.89
2023-01-14 14:00:00,0,0,229,-9.85
2023-01-14 15:00:00,0,0,172,-10
2023-01-14 16:00:00,0,0,39.4,-9.86
2023-01-14 17:00:00,0,0,0,-9.64
2023-01-14 18:00:00,0,0,0,-9.47
2023-01-14 19:00:00,0,0,0,-9.39
2023-01-14 20:00:00,0,0,0,-9.44
2023-01-14 21:00:00,0,0,0,-9.40
2023-01-14 22:00:00,0,0,0,-9.36
2023-01-14 23:00:00,0,0,0,-9.36
2023-01-15 00:00:00,37.7,0,0,-8.47
2023-01-15 01:00:00,132,0,0,-7.30
2023-01-15 02:00:00,122,0,0,55.3
2023-01-15 03:00:00,126,0,0,83.8
2023-01-15 04:00:00,47.0,0,0,75.8
2023-01-15 05:00:00,0,0,0,161
2023-01-15 06:00:00,0,0,0.0313,291
2023-01-15 07:00:00,0,0,0,291
2023-01-15 08:00:00,0,0,0,291
2023-01-15 09:00:00,0,0,0,292
2023-01-15 10:00:00,0,0,0,291
2023-01-15 11:00:00,0,0,0,247
2023-01-15 12:00:00,0,0,0,243
2023-01-15 13:00:00,0,0,0,243
2023-01-15 14:00:00,0,0,0,243
2023-01-15 15:00:00,0,0,0,261
2023-01-15 16:00:00,0,0,0,242
2023-01-15 17:00:00,0,0,0,254
2023-01-15 18:00:00,0,0,0,215
2023-01-15 19:00:00,0,0,0,122
2023-01-15 20:00:00,0,0,0,107
2023-01-15 21:00:00,0,0,0,133
2023-01-15 22:00:00,0,0,0,230
2023-01-15 23:00:00,0,0,0,256
2023-01-16 00:00:00,0,0,0,-1.23
2023-01-16 01:00:00,0,0,0,-9.07
2023-01-16 02:00:00,0,0,0,-9.10
2023-01-16 03:00:00,0,0,0,-9.11
2023-01-16 04:00:00,0,0,0,-8.49
2023-01-16 05:00:00,0,0,0,-8.30
2023-01-16 06:00:00,0,0,0,-8.26
2023-01-16 07:00:00,0,0,0,-8.24
2023-01-16 08:00:00,0,0,0,193
2023-01-16 09:00:00,0,0,0,219
2023-01-16 10:00:00,0,0,0,220
2023-01-16 11:00:00,0,0,0,195
2023-01-16 12:00:00,0,0,0,188
2023-01-16 13:00:00,0,0,0,185
2023-01-16 14:00:00,0,0,0,214
2023-01-16 15:00:00,0,0,0,233
2023-01-16 16:00:00,0,0,0,290
2023-01-16 17:00:00,0,0,0,290
2023-01-16 18:00:00,0,0,0,269
2023-01-16 19:00:00,0,0,0,236
2023-01-16 20:00:00,0,0,0,214
2023-01-16 21:00:00,0,0,0,214
2023-01-16 22:00:00,0,0,0,209
2023-01-16 23:00:00,0,0,0,113
2023-01-17 00:00:00,0,0,0,-9.05
2023-01-17 01:00:00,0,0,0,-9.11
2023-01-17 02:00:00,0,0,0,-9.10
2023-01-17 03:00:00,0,0,0,-9.08
2023-01-17 04:00:00,0,0,0,-9.08
2023-01-17 05:00:00,0,0,0,-9.05
2023-01-17 06:00:00,0,0,0,-8.67
2023-01-17 07:00:00,0,0,0,-8.20
2023-01-17 08:00:00,0,0,0,48.8
2023-01-17 09:00:00,0,0,0,183
2023-01-17 10:00:00,0,0,0,272
2023-01-17 11:00:00,0,0,0,272
2023-01-17 12:00:00,0,0,0,240
2023-01-17 13:00:00,0,0,0,223
2023-01-17 14:00:00,0,0,0,218
2023-01-17 15:00:00,0,0,0,222
2023-01-17 16:00:00,0,0,0,248
2023-01-17 17:00:00,0,0,0,279
2023-01-17 18:00:00,0,0,0,252
2023-01-17 19:00:00,0,0,0,219
2023-01-17 20:00:00,0,0,0,219
2023-01-17 21:00:00,0,0,0,205
2023-01-17 22:00:00,0,0,0,233
2023-01-17 23:00:00,0,0,0,123
2023-01-18 00:00:00,0,0,0,-9.07
2023-01-18 01:00:00,0,0,0,-9.07
2023-01-18 02:00:00,0,0,0,-9.07
2023-01-18 03:00:00,0,0,0,-9.09
2023-01-18 04:00:00,0,0,0,-9.06
2023-01-18 05:00:00,0,0,0,-8.33
2023-01-18 06:00:00,0,0,0,-8.13
2023-01-18 07:00:00,0,0,0.101,-8.19
2023-01-18 08:00:00,0,0,0,116
2023-01-18 09:00:00,0,0,0,221
2023-01-18 10:00:00,0,0,0,223
2023-01-18 11:00:00,0,0,0,223
2023-01-18 12:00:00,0,0,0,223
2023-01-18 13:00:00,0,0,0,224
2023-01-18 14:00:00,0,0,0,224
2023-01-18 15:00:00,0,0,0,234
2023-01-18 16:00:00,0,0,0,262
2023-01-18 17:00:00,0,0,0,290
2023-01-18 18:00:00,0,0,0,283
2023-01-18 19:00:00,0,0,0,224
2023-01-18 20:00:00,0,0,0,222
2023-01-18 21:00:00,0,0,0,215
2023-01-18 22:00:00,0,0,0,216
2023-01-18 23:00:00,0,0,0,181
2023-01-19 00:00:00,0,0,0,59.4
2023-01-19 01:00:00,0,0,0,57.9
2023-01-19 02:00:00,0,0,0,57.7
2023-01-19 03:00:00,0,0,0,58.1
2023-01-19 04:00:00,0,0,0,58.0
2023-01-19 05:00:00,0,0,0,60.1
2023-01-19 06:00:00,0,0,0,96.6
2023-01-19 07:00:00,0,0,0,212
2023-01-19 08:00:00,0,0,0,213
2023-01-19 09:00:00,0,0,0,239
2023-01-19 10:00:00,0,0,0,243
2023-01-19 11:00:00,0,0,0,107
2023-01-19 12:00:00,0,0,0,77.8
2023-01-19 13:00:00,0,0,0,72.4
2023-01-19 14:00:00,0,0,0,116
2023-01-19 15:00:00,0,0,0,214
2023-01-19 16:00:00,0,0,0,259
2023-01-19 17:00:00,0,0,0,272
2023-01-19 18:00:00,0,0,0,208
2023-01-19 19:00:00,0,0,0,127
2023-01-19 20:00:00,0,0,0,124
2023-01-19 21:00:00,0,0,0,129
2023-01-19 22:00:00,0,0,0,211
2023-01-19 23:00:00,0,0,0,223
2023-01-20 00:00:00,0,0,0,96.1
2023-01-20 01:00:00,0,0,0,87.2
2023-01-20 02:00:00,0,0,0,69.1
2023-01-20 03:00:00,0,0,0,67.5
2023-01-20 04:00:00,0,0,0,75.9
2023-01-20 05:00:00,0,0,0,90.3
2023-01-20 06:00:00,0,0,0,96.9
2023-01-20 07:00:00,0,0,0,211
2023-01-20 08:00:00,0,0,0,243
2023-01-20 09:00:00,0,0,128,60.8
2023-01-20 10:00:00,0,0,194,-9.32
2023-01-20 11:00:00,0,0,147,-9.34
2023-01-20 12:00:00,0,0,118,-9.36
2023-01-20 13:00:00,0,0,170,-9.36
2023-01-20 14:00:00,0,0,218,-9.31
2023-01-20 15:00:00,0,0,168,-9.39
2023-01-20 16:00:00,0,0,48.8,58.0
2023-01-20 17:00:00,0,0,2.08,50.8
2023-01-20 18:00:00,0,0,0,60.4
2023-01-20 19:00:00,0,0,0,43.9
2023-01-20 20:00:00,0,0,0,20.2
2023-01-20 21:00:00,116,0,0,-7.05
2023-01-20 22:00:00,105,0,0,-7.22
2023-01-20 23:00:00,95.3,0,0,-7.14
2023-01-21 00:00:00,89.8,0,0,-7.22
2023-01-21 01:00:00,86.5,0,0,-7.17
2023-01-21 02:00:00,124,0,0,-7.21
2023-01-21 03:00:00,129,0,0,-7.93
2023-01-21 04:00:00,132,0,0,-8.30
2023-01-21 05:00:00,136,0,0,-8.35
2023-01-21 06:00:00,143,0,0,108
2023-01-21 07:00:00,163,0,0,133
2023-01-21 08:00:00,143,0,1.90,128
2023-01-21 09:00:00,130,0,48.4,113
2023-01-21 10:00:00,141,0,57.2,63.5
2023-01-21 11:00:00,140,0,66.2,-7.80
2023-01-21 12:00:00,76.0,0,137,-9.36
2023-01-21 13:00:00,0,0,242,-9.54
2023-01-21 14:00:00,0,0,235,-9.50
2023-01-21 15:00:00,0,0,155,19.6
2023-01-21 16:00:00,0,0,62.0,13.0
2023-01-21 17:00:00,0,90.5,5.10,-9.28
2023-01-21 18:00:00,0,250,0,-9.31
2023-01-21 19:00:00,0,201,0,-9.21
2023-01-21 20:00:00,0,196,0,-9.17
2023-01-21 21:00:00,0,185,0,-9.26
2023-01-21 22:00:00,0,179,0,-9.28
2023-01-21 23:00:00,0,176,0,-8.61
2023-01-22 00:00:00,0,171,0,-8.36
2023-01-22 01:00:00,0,160,0,-8.37
2023-01-22 02:00:00,0,147,0,-8.31
2023-01-22 03:00:00,0,139,0,-8.23
2023-01-22 04:00:00,0,140,0,-8.32
2023-01-22 05:00:00,0,144,0,-8.27
2023-01-22 06:00:00,0,152,0,-8.25
2023-01-22 07:00:00,0,165,0,-8.32
2023-01-22 08:00:00,0,164,0,-8.28
2023-01-22 09:00:00,0,9.64,170,-8.36
2023-01-22 10:00:00,0,0,204,-8.61
2023-01-22 11:00:00,0,0,233,-8.57
2023-01-22 12:00:00,0,0,227,-8.46
2023-01-22 13:00:00,0,0,138,-8.51
2023-01-22 14:00:00,0,0,86.9,-8.54
2023-01-22 15:00:00,0,0,60.3,49.9
2023-01-22 16:00:00,0,0,16.8,44.6
2023-01-22 17:00:00,0,0,0,66.8
2023-01-22 18:00:00,0,171,0,2.11
2023-01-22 19:00:00,0,202,0,-9.22
2023-01-22 20:00:00,0,185,0,-9.36
2023-01-22 21:00:00,0,170,0,-9.27
2023-01-22 22:00:00,0,157,0,-8.59
2023-01-22 23:00:00,0,150,0,-8.32
2023-01-23 00:00:00,0,147,0,-8.29
2023-01-23 01:00:00,0,139,0,-8.33
2023-01-23 02:00:00,0,133,0,-8.34
2023-01-23 03:00:00,0,134,0,-8.36
2023-01-23 04:00:00,0,141,0,-8.33
2023-01-23 05:00:00,0,145,0,-8.29
2023-01-23 06:00:00,0,78.7,0,78.1
2023-01-23 07:00:00,0,0,26.4,151
2023-01-23 08:00:00,0,0,107,212
2023-01-23 09:00:00,0,0,103,250
2023-01-23 10:00:00,0,0,112,198
2023-01-23 11:00:00,0,0,116,193
2023-01-23 12:00:00,0,0,109,172
2023-01-23 13:00:00,0,0,99.8,173
2023-01-23 14:00:00,0,0,68.9,147
2023-01-23 15:00:00,0,0,45.6,141
2023-01-23 16:00:00,0,0,15.9,141
2023-01-23 17:00:00,0,0,0.278,174
2023-01-23 18:00:00,0,0,0,174
2023-01-23 19:00:00,0,0,0,174
2023-01-23 20:00:00,0,0,0,174
2023-01-23 21:00:00,0,0,0,191
2023-01-23 22:00:00,0,0,0,224
2023-01-23 23:00:00,0,0,0,224
2023-01-24 00:00:00,0,0,0,108
2023-01-24 01:00:00,0,0,0,67.3
2023-01-24 02:00:00,0,0,0,132
2023-01-24 03:00:00,0,0,0,-9.21
2023-01-24 04:00:00,0,0,0,-9.12
2023-01-24 05:00:00,0,0,0,-9.01
2023-01-24 06:00:00,0,0,0,-8.23
2023-01-24 07:00:00,0,0,0.830,-5.88
2023-01-24 08:00:00,0,0,0,242
2023-01-24 09:00:00,0,0,0,243
2023-01-24 10:00:00,0,0,0,243
2023-01-24 11:00:00,0,0,0,243
2023-01-24 12:00:00,0,0,0,243
2023-01-24 13:00:00,0,0,0,243
2023-01-24 14:00:00,0,0,0,236
2023-01-24 15:00:00,0,0,0,196
2023-01-24 16:00:00,0,0,0,223
2023-01-24 17:00:00,0,0,0,277
2023-01-24 18:00:00,0,0,0,175
2023-01-24 19:00:00,0,0,0,132
2023-01-24 20:00:00,0,0,0,112
2023-01-24 21:00:00,0,0,0,97.9
2023-01-24 22:00:00,0,0,0,97.4
2023-01-24 23:00:00,0,0,0,135
2023-01-25 00:00:00,0,0,0,243
2023-01-25 01:00:00,0,0,0,243
2023-01-25 02:00:00,0,0,0,119
2023-01-25 03:00:00,0,0,0,77.8
2023-01-25 04:00:00,0,0,0,77.8
2023-01-25 05:00:00,0,0,0,76
2023-01-25 06:00:00,0,0,0.214,67.9
2023-01-25 07:00:00,0,0,0,68.0
2023-01-25 08:00:00,0,0,0,67.7
2023-01-25 09:00:00,0,0,0,92.2
2023-01-25 10:00:00,0,0,0,147
2023-01-25 11:00:00,0,0,0,277
2023-01-25 12:00:00,0,0,0,260
2023-01-25 13:00:00,0,0,0,248
2023-01-25 14:00:00,0,0,0,158
2023-01-25 15:00:00,0,0,0,151
2023-01-25 16:00:00,0,0,0,116
2023-01-25 17:00:00,0,0,0,95.4
2023-01-25 18:00:00,0,0,0,82.7
2023-01-25 19:00:00,0,0,0,97.1
2023-01-25 20:00:00,0,0,0,126
2023-01-25 21:00:00,0,0,0,60.2
2023-01-25 22:00:00,0,0,0,56.5
2023-01-25 23:00:00,0,0,0,61.4
2023-01-26 00:00:00,0,29.5,0,11.4
2023-01-26 01:00:00,0,132,0,-9.18
2023-01-26 02:00:00,0,123,0,-9.14
2023-01-26 03:00:00,0,121,0,-9.20
2023-01-26 04:00:00,0,126,0,-9.21
2023-01-26 05:00:00,0,128,0,-9.23
2023-01-26 06:00:00,0,151,0.0404,50.6
2023-01-26 07:00:00,0,189,7.50,28.5
2023-01-26 08:00:00,0,197,22.1,-9.27
2023-01-26 09:00:00,0,157,110,-9.12
2023-01-26 10:00:00,0,21.4,175,-8.49
2023-01-26 11:00:00,0,0,247,-8.44
2023-01-26 12:00:00,0,0,126,-8.50
2023-01-26 13:00:00,0,0,195,5.85
2023-01-26 14:00:00,0,0,144,114
2023-01-26 15:00:00,0,0,171,108
2023-01-26 16:00:00,0,0,57.7,199
2023-01-26 17:00:00,0,0,3.47,157
2023-01-26 18:00:00,0,0,0,195
2023-01-26 19:00:00,0,0,0,246
2023-01-26 20:00:00,0,0,0,290
2023-01-26 21:00:00,0,0,0,262
2023-01-26 22:00:00,0,0,0,107
2023-01-26 23:00:00,0,0,0,164
2023-01-27 00:00:00,0,0,0,81.7
2023-01-27 01:00:00,0,0,0,68.1
2023-01-27 02:00:00,0,0,0,41.5
