step,wall_time,train_clip_fraction,relative_seconds,relative_time
24000,1749953612.1360376,3.333333370392211e-05,0.0,0:00:00
36000,1749953629.0142374,2.5000001187436283e-05,16.878199815750122,0:00:16.878200
48000,1749953647.6108472,0.00019166666606906801,35.474809646606445,0:00:35.474810
60000,1749953664.654632,0.0,52.51859450340271,0:00:52.518595
72000,1749953681.0480485,0.0,68.91201090812683,0:01:08.912011
84000,1749953697.3011377,1.6666666851961054e-05,85.16510009765625,0:01:25.165100
96000,1749953713.732288,8.333333425980527e-06,101.59625029563904,0:01:41.596250
108000,1749953729.9114277,5.833333489135839e-05,117.77539014816284,0:01:57.775390
120000,1749953746.3601973,9.16666685952805e-05,134.22415971755981,0:02:14.224160
132000,1749953762.3197033,0.00020000000949949026,150.1836657524109,0:02:30.183666
144000,1749953778.5041866,0.00010833333362825215,166.36814904212952,0:02:46.368149
156000,1749953795.3366094,0.0017000000225380063,183.2005717754364,0:03:03.200572
168000,1749953817.9901412,0.0015916667180135846,205.85410356521606,0:03:25.854104
180000,1749953835.1722171,0.0016333333915099502,223.0361795425415,0:03:43.036180
192000,1749953852.3453631,0.001908333390019834,240.2093255519867,0:04:00.209326
204000,1749953869.3610644,0.002658333396539092,257.225026845932,0:04:17.225027
216000,1749953886.1350718,0.006425000261515379,273.99903416633606,0:04:33.999034
228000,1749953903.751959,0.014825000427663326,291.61592149734497,0:04:51.615921
240000,1749953921.4552803,0.008741666562855244,309.31924271583557,0:05:09.319243
252000,1749953938.6458454,0.010716666467487812,326.5098078250885,0:05:26.509808
264000,1749953955.6554258,0.013108333572745323,343.51938819885254,0:05:43.519388
276000,1749953972.5539622,0.03123333305120468,360.41792464256287,0:06:00.417925
288000,1749953989.9996946,0.024800000712275505,377.86365699768066,0:06:17.863657
300000,1749954008.2722023,0.03890833258628845,396.13616466522217,0:06:36.136165
312000,1749954025.7340322,0.04792499914765358,413.59799456596375,0:06:53.597995
324000,1749954042.832664,0.04462499916553497,430.69662642478943,0:07:10.696626
336000,1749954059.9117107,0.0518166683614254,447.77567315101624,0:07:27.775673
348000,1749954077.2527683,0.04633333534002304,465.11673069000244,0:07:45.116731
360000,1749954094.9239008,0.07484166324138641,482.7878632545471,0:08:02.787863
372000,1749954113.0331209,0.07159999758005142,500.8970832824707,0:08:20.897083
384000,1749954130.1138082,0.07978333532810211,517.9777705669403,0:08:37.977771
396000,1749954147.3022752,0.07776666432619095,535.1662375926971,0:08:55.166238
408000,1749954164.1602526,0.07909999787807465,552.0242149829865,0:09:12.024215
420000,1749954180.8471334,0.10904999822378159,568.7110958099365,0:09:28.711096
432000,1749954197.66709,0.12280833721160889,585.5310523509979,0:09:45.531052
444000,1749954215.1537158,0.11954999715089798,603.0176782608032,0:10:03.017678
456000,1749954232.4745438,0.11765000224113464,620.3385062217712,0:10:20.338506
468000,1749954249.024737,0.13477499783039093,636.8886992931366,0:10:36.888699
480000,1749954265.7964215,0.14550833404064178,653.660383939743,0:10:53.660384
492000,1749954293.699474,0.15187500417232513,681.5634365081787,0:11:21.563437
504000,1749954311.1924293,0.14246666431427002,699.0563917160034,0:11:39.056392
516000,1749954328.0171692,0.03994999825954437,715.8811316490173,0:11:55.881132
528000,1749954345.015234,0.014566666446626186,732.8791964054108,0:12:12.879196
540000,1749954361.9824457,0.018466666340827942,749.8464081287384,0:12:29.846408
552000,1749954379.0918643,0.0142000000923872,766.9558267593384,0:12:46.955827
564000,1749954396.9207945,0.030133333057165146,784.78475689888,0:13:04.784757
576000,1749954422.8927922,0.007075000088661909,810.7567546367645,0:13:30.756755
588000,1749954440.1272075,0.002266666619107127,827.9911699295044,0:13:47.991170
600000,1749954457.2361755,0.00780833326280117,845.1001379489899,0:14:05.100138
612000,1749954474.3079028,0.0,862.1718652248383,0:14:22.171865
624000,1749954491.9710572,0.0,879.8350195884705,0:14:39.835020
636000,1749954509.7867322,0.0,897.6506946086884,0:14:57.650695
648000,1749954526.7323513,0.0,914.5963137149811,0:15:14.596314
660000,1749954543.4280756,0.0,931.2920379638672,0:15:31.292038
672000,1749954560.4911418,0.0,948.3551042079926,0:15:48.355104
