step,wall_time,train_entropy_loss,relative_seconds,relative_time
24000,1749953612.1360872,-9.932954788208008,0.0,0:00:00
36000,1749953629.014536,-9.93389892578125,16.878448724746704,0:00:16.878449
48000,1749953647.6108885,-9.934464454650879,35.47480130195618,0:00:35.474801
60000,1749953664.654661,-9.934502601623535,52.51857376098633,0:00:52.518574
72000,1749953681.0480974,-9.934351921081543,68.9120101928711,0:01:08.912010
84000,1749953697.3011887,-9.934114456176758,85.16510152816772,0:01:25.165102
96000,1749953713.7323174,-9.93399429321289,101.5962302684784,0:01:41.596230
108000,1749953729.9114609,-9.932759284973145,117.77537369728088,0:01:57.775374
120000,1749953746.3602474,-9.93130874633789,134.22416019439697,0:02:14.224160
132000,1749953762.3197367,-9.931314468383789,150.1836495399475,0:02:30.183650
144000,1749953778.5042274,-9.932515144348145,166.3681402206421,0:02:46.368140
156000,1749953795.3366542,-9.933805465698242,183.20056700706482,0:03:03.200567
168000,1749953817.990186,-9.933915138244629,205.85409879684448,0:03:25.854099
180000,1749953835.1722627,-9.93272590637207,223.03617548942566,0:03:43.036175
192000,1749953852.3453908,-9.929542541503906,240.20930361747742,0:04:00.209304
204000,1749953869.361114,-9.927098274230957,257.225026845932,0:04:17.225027
216000,1749953886.1351147,-9.925397872924805,273.99902749061584,0:04:33.999027
228000,1749953903.752025,-9.923101425170898,291.61593770980835,0:04:51.615938
240000,1749953921.4553084,-9.92167854309082,309.31922125816345,0:05:09.319221
252000,1749953938.6458895,-9.918791770935059,326.5098023414612,0:05:26.509802
264000,1749953955.6554565,-9.913081169128418,343.5193693637848,0:05:43.519369
276000,1749953972.554034,-9.908267974853516,360.4179468154907,0:06:00.417947
288000,1749953989.99974,-9.902929306030273,377.86365270614624,0:06:17.863653
300000,1749954008.2722473,-9.897878646850586,396.13616013526917,0:06:36.136160
312000,1749954025.7340782,-9.889883995056152,413.59799098968506,0:06:53.597991
324000,1749954042.8327174,-9.877598762512207,430.6966302394867,0:07:10.696630
336000,1749954059.9117656,-9.86555290222168,447.775678396225,0:07:27.775678
348000,1749954077.2528112,-9.85107421875,465.1167240142822,0:07:45.116724
360000,1749954094.9239428,-9.835559844970703,482.7878556251526,0:08:02.787856
372000,1749954113.0331664,-9.82026195526123,500.89707922935486,0:08:20.897079
384000,1749954130.1138387,-9.799156188964844,517.977751493454,0:08:37.977751
396000,1749954147.3023036,-9.774229049682617,535.1662163734436,0:08:55.166216
408000,1749954164.160295,-9.745579719543457,552.0242078304291,0:09:12.024208
420000,1749954180.847163,-9.712729454040527,568.7110757827759,0:09:28.711076
432000,1749954197.6671343,-9.675989151000977,585.5310471057892,0:09:45.531047
444000,1749954215.1537573,-9.631030082702637,603.0176701545715,0:10:03.017670
456000,1749954232.4745867,-9.573856353759766,620.338499546051,0:10:20.338500
468000,1749954249.024771,-9.50173568725586,636.888683795929,0:10:36.888684
480000,1749954265.7964716,-9.405945777893066,653.6603844165802,0:10:53.660384
492000,1749954293.6995187,-9.287959098815918,681.5634315013885,0:11:21.563432
504000,1749954311.1924794,-9.157259941101074,699.0563921928406,0:11:39.056392
516000,1749954328.0172265,-9.115466117858887,715.8811392784119,0:11:55.881139
528000,1749954345.0152774,-9.109451293945312,732.8791902065277,0:12:12.879190
540000,1749954361.9824948,-9.105513572692871,749.8464076519012,0:12:29.846408
552000,1749954379.0918934,-9.103901863098145,766.9558062553406,0:12:46.955806
564000,1749954396.9208374,-9.101853370666504,784.7847502231598,0:13:04.784750
576000,1749954422.8928266,-9.098489761352539,810.7567393779755,0:13:30.756739
588000,1749954440.1272433,-9.097184181213379,827.9911561012268,0:13:47.991156
600000,1749954457.2362046,-9.094077110290527,845.1001174449921,0:14:05.100117
612000,1749954474.3079467,-9.0925931930542,862.1718595027924,0:14:22.171860
624000,1749954491.9711022,-9.092113494873047,879.8350150585175,0:14:39.835015
636000,1749954509.786761,-9.091713905334473,897.650673866272,0:14:57.650674
648000,1749954526.7323987,-9.091437339782715,914.5963115692139,0:15:14.596312
660000,1749954543.4281037,-9.090533256530762,931.2920165061951,0:15:31.292017
672000,1749954560.4911752,-9.089498519897461,948.3550879955292,0:15:48.355088
684000,1749954577.6875052,-9.0889253616333,965.5514180660248,0:16:05.551418
696000,1749954594.9540656,-9.087817192077637,982.8179783821106,0:16:22.817978
708000,1749954612.699541,-9.086249351501465,1000.563453912735,0:16:40.563454
720000,1749954629.937823,-9.084968566894531,1017.8017358779907,0:16:57.801736
732000,1749954647.0097828,-9.083194732666016,1034.8736956119537,0:17:14.873696
744000,1749954663.9175365,-9.082018852233887,1051.7814493179321,0:17:31.781449
756000,1749954680.835607,-9.081212997436523,1068.6995198726654,0:17:48.699520
768000,1749954697.7609692,-9.078485488891602,1085.6248819828033,0:18:05.624882
780000,1749954715.8898787,-9.07591724395752,1103.7537915706635,0:18:23.753792
792000,1749954733.2914686,-9.074499130249023,1121.1553814411163,0:18:41.155381
804000,1749954750.257254,-9.074422836303711,1138.1211667060852,0:18:58.121167
816000,1749954767.2082536,-9.073199272155762,1155.072166442871,0:19:15.072166
828000,1749954784.223329,-9.070064544677734,1172.0872418880463,0:19:32.087242
840000,1749954801.2654812,-9.066136360168457,1189.1293940544128,0:19:49.129394
852000,1749954819.2238355,-9.065630912780762,1207.0877482891083,0:20:07.087748
864000,1749954836.9755368,-9.064924240112305,1224.8394496440887,0:20:24.839450
876000,1749954853.9229116,-9.059954643249512,1241.786824464798,0:20:41.786824
888000,1749954871.033957,-9.056735038757324,1258.8978698253632,0:20:58.897870
900000,1749954887.9551446,-9.052637100219727,1275.8190574645996,0:21:15.819057
912000,1749954904.971534,-9.04854965209961,1292.8354468345642,0:21:32.835447
924000,1749954922.481535,-9.042423248291016,1310.3454477787018,0:21:50.345448
936000,1749954940.091389,-9.033881187438965,1327.9553017616272,0:22:07.955302
948000,1749954957.0514627,-9.029562950134277,1344.915375471115,0:22:24.915375
960000,1749954974.1717095,-9.026552200317383,1362.0356223583221,0:22:42.035622
972000,1749954991.2205172,-9.021172523498535,1379.0844299793243,0:22:59.084430
984000,1749955008.111668,-9.008687973022461,1395.9755809307098,0:23:15.975581
996000,1749955032.4403653,-8.997753143310547,1420.3042781352997,0:23:40.304278
1008000,1749955050.6370287,-8.987269401550293,1438.5009415149689,0:23:58.500942
1020000,1749955067.7781556,-8.980550765991211,1455.6420683860779,0:24:15.642068
1032000,1749955084.694779,-8.969369888305664,1472.558691740036,0:24:32.558692
1044000,1749955101.8884804,-8.955602645874023,1489.752393245697,0:24:49.752393
1056000,1749955119.5069647,-8.943428993225098,1507.3708775043488,0:25:07.370878
1068000,1749955136.5789135,-8.925270080566406,1524.4428262710571,0:25:24.442826
1080000,1749955153.0024245,-8.900803565979004,1540.866337299347,0:25:40.866337
1092000,1749955169.9764075,-8.880786895751953,1557.8403203487396,0:25:57.840320
1104000,1749955186.9773035,-8.865843772888184,1574.84121632576,0:26:14.841216
1116000,1749955203.7195954,-8.856796264648438,1591.5835082530975,0:26:31.583508
1128000,1749955220.8206584,-8.840252876281738,1608.6845712661743,0:26:48.684571
1140000,1749955238.017897,-8.820236206054688,1625.8818097114563,0:27:05.881810
1152000,1749955255.2648406,-8.802178382873535,1643.1287534236908,0:27:23.128753
1164000,1749955272.224539,-8.79069709777832,1660.0884518623352,0:27:40.088452
1176000,1749955289.2405508,-8.782279014587402,1677.1044635772705,0:27:57.104464
1188000,1749955306.5675998,-8.76380443572998,1694.431512594223,0:28:14.431513
1200000,1749955323.6312766,-8.755168914794922,1711.4951894283295,0:28:31.495189
1212000,1749955340.9704208,-8.761852264404297,1728.8343336582184,0:28:48.834334
1224000,1749955359.1025112,-8.743642807006836,1746.9664239883423,0:29:06.966424
1236000,1749955376.1488657,-8.731735229492188,1764.012778520584,0:29:24.012779
1248000,1749955392.6200576,-8.721750259399414,1780.4839704036713,0:29:40.483970
1260000,1749955409.4348943,-8.707420349121094,1797.298807144165,0:29:57.298807
1272000,1749955426.3761146,-8.686681747436523,1814.2400274276733,0:30:14.240027
1284000,1749955443.1739316,-8.672342300415039,1831.0378444194794,0:30:31.037844
1296000,1749955461.3932328,-8.667434692382812,1849.2571456432343,0:30:49.257146
