step,wall_time,train_learning_rate,relative_seconds,relative_time
24000,1749655702.6058226,9.999999747378752e-05,0.0,0:00:00
36000,1749655713.859289,9.999999747378752e-05,11.253466367721558,0:00:11.253466
48000,1749655725.8127527,9.999999747378752e-05,23.20693016052246,0:00:23.206930
60000,1749655738.1828477,9.999999747378752e-05,35.577025175094604,0:00:35.577025
72000,1749655750.029995,9.999999747378752e-05,47.42417240142822,0:00:47.424172
84000,1749655761.860749,9.999999747378752e-05,59.254926443099976,0:00:59.254926
96000,1749655773.6942773,9.999999747378752e-05,71.08845472335815,0:01:11.088455
108000,1749655785.5464933,9.999999747378752e-05,82.94067072868347,0:01:22.940671
120000,1749655796.9566033,9.999999747378752e-05,94.35078072547913,0:01:34.350781
132000,1749655808.4148877,9.999999747378752e-05,105.80906510353088,0:01:45.809065
144000,1749655821.43322,9.999999747378752e-05,118.82739734649658,0:01:58.827397
156000,1749655833.585389,9.999999747378752e-05,130.9795663356781,0:02:10.979566
168000,1749655845.5814457,9.999999747378752e-05,142.97562313079834,0:02:22.975623
180000,1749655857.6067076,9.999999747378752e-05,155.00088500976562,0:02:35.000885
192000,1749655869.5052338,9.999999747378752e-05,166.89941120147705,0:02:46.899411
204000,1749655881.4308937,9.999999747378752e-05,178.8250710964203,0:02:58.825071
216000,1749655893.1635437,9.999999747378752e-05,190.5577211380005,0:03:10.557721
228000,1749655904.685855,9.999999747378752e-05,202.0800323486328,0:03:22.080032
240000,1749655916.660019,9.999999747378752e-05,214.05419635772705,0:03:34.054196
252000,1749655928.4862232,9.999999747378752e-05,225.8804006576538,0:03:45.880401
264000,1749655940.3146312,9.999999747378752e-05,237.7088086605072,0:03:57.708809
276000,1749655952.1821234,9.999999747378752e-05,249.5763008594513,0:04:09.576301
288000,1749655964.0592399,9.999999747378752e-05,261.453417301178,0:04:21.453417
300000,1749655975.919232,9.999999747378752e-05,273.3134093284607,0:04:33.313409
312000,1749655987.1459696,9.999999747378752e-05,284.54014706611633,0:04:44.540147
324000,1749655998.8755167,9.999999747378752e-05,296.2696940898895,0:04:56.269694
336000,1749656010.723438,9.999999747378752e-05,308.1176154613495,0:05:08.117615
348000,1749656022.494338,9.999999747378752e-05,319.8885154724121,0:05:19.888515
360000,1749656034.258809,9.999999747378752e-05,331.65298652648926,0:05:31.652987
372000,1749656046.0620933,9.999999747378752e-05,343.45627069473267,0:05:43.456271
384000,1749656057.8363516,9.999999747378752e-05,355.2305290699005,0:05:55.230529
396000,1749656068.9655335,9.999999747378752e-05,366.35971093177795,0:06:06.359711
408000,1749656080.4418604,9.999999747378752e-05,377.8360378742218,0:06:17.836038
420000,1749656092.3460107,9.999999747378752e-05,389.74018812179565,0:06:29.740188
432000,1749656104.058574,9.999999747378752e-05,401.45275139808655,0:06:41.452751
444000,1749656115.8276627,9.999999747378752e-05,413.22184014320374,0:06:53.221840
456000,1749656127.5716124,9.999999747378752e-05,424.9657897949219,0:07:04.965790
468000,1749656139.2600088,9.999999747378752e-05,436.6541862487793,0:07:16.654186
480000,1749656150.3524435,9.999999747378752e-05,447.7466208934784,0:07:27.746621
492000,1749656161.862259,9.999999747378752e-05,459.2564363479614,0:07:39.256436
504000,1749656173.8242953,9.999999747378752e-05,471.2184727191925,0:07:51.218473
516000,1749656185.7358453,9.999999747378752e-05,483.13002276420593,0:08:03.130023
528000,1749656198.5818985,9.999999747378752e-05,495.97607588768005,0:08:15.976076
540000,1749656210.5367715,9.999999747378752e-05,507.930948972702,0:08:27.930949
552000,1749656222.2634485,9.999999747378752e-05,519.65762591362,0:08:39.657626
564000,1749656233.66041,9.999999747378752e-05,531.0545873641968,0:08:51.054587
576000,1749656244.9715302,9.999999747378752e-05,542.3657076358795,0:09:02.365708
588000,1749656256.7523105,9.999999747378752e-05,554.1464879512787,0:09:14.146488
600000,1749656268.613685,9.999999747378752e-05,566.007862329483,0:09:26.007862
612000,1749656280.4680247,9.999999747378752e-05,577.862202167511,0:09:37.862202
624000,1749656292.3513737,9.999999747378752e-05,589.745551109314,0:09:49.745551
636000,1749656304.2464101,9.999999747378752e-05,601.6405875682831,0:10:01.640588
648000,1749656315.8927317,9.999999747378752e-05,613.2869091033936,0:10:13.286909
660000,1749656327.1455572,9.999999747378752e-05,624.5397346019745,0:10:24.539735
672000,1749656338.8900344,9.999999747378752e-05,636.2842118740082,0:10:36.284212
684000,1749656350.6649325,9.999999747378752e-05,648.0591099262238,0:10:48.059110
696000,1749656362.4255865,9.999999747378752e-05,659.8197638988495,0:10:59.819764
708000,1749656374.2021766,9.999999747378752e-05,671.596354007721,0:11:11.596354
720000,1749656385.9841857,9.999999747378752e-05,683.3783631324768,0:11:23.378363
732000,1749656397.6510346,9.999999747378752e-05,695.0452120304108,0:11:35.045212
744000,1749656408.7066083,9.999999747378752e-05,706.1007857322693,0:11:46.100786
756000,1749656420.4572926,9.999999747378752e-05,717.8514699935913,0:11:57.851470
768000,1749656434.7580814,9.999999747378752e-05,732.1522588729858,0:12:12.152259
780000,1749656446.6825233,9.999999747378752e-05,744.0767006874084,0:12:24.076701
792000,1749656458.5222278,9.999999747378752e-05,755.9164052009583,0:12:35.916405
804000,1749656470.304584,9.999999747378752e-05,767.6987614631653,0:12:47.698761
816000,1749656482.1096616,9.999999747378752e-05,779.5038390159607,0:12:59.503839
828000,1749656493.8976364,9.999999747378752e-05,791.2918138504028,0:13:11.291814
840000,1749656505.1510553,9.999999747378752e-05,802.5452327728271,0:13:22.545233
852000,1749656516.690545,9.999999747378752e-05,814.0847225189209,0:13:34.084723
864000,1749656528.5925293,9.999999747378752e-05,825.9867067337036,0:13:45.986707
876000,1749656540.4407115,9.999999747378752e-05,837.8348889350891,0:13:57.834889
888000,1749656552.263432,9.999999747378752e-05,849.657609462738,0:14:09.657609
900000,1749656564.173217,9.999999747378752e-05,861.5673944950104,0:14:21.567394
912000,1749656576.0700202,9.999999747378752e-05,873.4641976356506,0:14:33.464198
924000,1749656587.6580439,9.999999747378752e-05,885.0522212982178,0:14:45.052221
936000,1749656599.1143765,9.999999747378752e-05,896.508553981781,0:14:56.508554
948000,1749656611.070996,9.999999747378752e-05,908.4651734828949,0:15:08.465173
960000,1749656622.845503,9.999999747378752e-05,920.2396805286407,0:15:20.239681
