step,wall_time,train_entropy_loss,relative_seconds,relative_time
24000,1749655702.605628,-9.93284797668457,0.0,0:00:00
36000,1749655713.8592515,-9.933805465698242,11.253623485565186,0:00:11.253623
48000,1749655725.8127072,-9.934440612792969,23.2070791721344,0:00:23.207079
60000,1749655738.1828156,-9.93449592590332,35.57718753814697,0:00:35.577188
72000,1749655750.029931,-9.93439769744873,47.42430305480957,0:00:47.424303
84000,1749655761.860708,-9.93415641784668,59.25507998466492,0:00:59.255080
96000,1749655773.6942518,-9.934080123901367,71.08862376213074,0:01:11.088624
108000,1749655785.5464354,-9.932634353637695,82.9408073425293,0:01:22.940807
120000,1749655796.9565656,-9.930907249450684,94.35093760490417,0:01:34.350938
132000,1749655808.4148445,-9.930984497070312,105.80921649932861,0:01:45.809216
144000,1749655821.4331944,-9.932320594787598,118.82756638526917,0:01:58.827566
156000,1749655833.585345,-9.93368148803711,130.9797170162201,0:02:10.979717
168000,1749655845.58142,-9.933795928955078,142.97579193115234,0:02:22.975792
180000,1749655857.6066818,-9.93251895904541,155.00105381011963,0:02:35.001054
192000,1749655869.5051932,-9.929054260253906,166.89956521987915,0:02:46.899565
204000,1749655881.430853,-9.92638111114502,178.8252248764038,0:02:58.825225
216000,1749655893.1634984,-9.924309730529785,190.557870388031,0:03:10.557870
228000,1749655904.6858172,-9.921736717224121,202.08018922805786,0:03:22.080189
240000,1749655916.6599793,-9.920110702514648,214.05435132980347,0:03:34.054351
252000,1749655928.4861972,-9.916990280151367,225.88056921958923,0:03:45.880569
264000,1749655940.3145916,-9.91051197052002,237.70896363258362,0:03:57.708964
276000,1749655952.1820757,-9.90489387512207,249.57644772529602,0:04:09.576448
288000,1749655964.0592144,-9.898975372314453,261.45358633995056,0:04:21.453586
300000,1749655975.9191947,-9.893052101135254,273.3135666847229,0:04:33.313567
312000,1749655987.145933,-9.883130073547363,284.5403048992157,0:04:44.540305
324000,1749655998.8754463,-9.8679780960083,296.26981830596924,0:04:56.269818
336000,1749656010.723398,-9.852768898010254,308.11776995658875,0:05:08.117770
348000,1749656022.494302,-9.832784652709961,319.8886740207672,0:05:19.888674
360000,1749656034.2587838,-9.810935020446777,331.6531558036804,0:05:31.653156
372000,1749656046.06205,-9.788176536560059,343.4564220905304,0:05:43.456422
384000,1749656057.836326,-9.758931159973145,355.2306978702545,0:05:55.230698
396000,1749656068.9654877,-9.721890449523926,366.3598597049713,0:06:06.359860
408000,1749656080.441816,-9.678132057189941,377.83618807792664,0:06:17.836188
420000,1749656092.345985,-9.628256797790527,389.74035692214966,0:06:29.740357
432000,1749656104.0585315,-9.567777633666992,401.45290350914,0:06:41.452904
444000,1749656115.8276215,-9.4912691116333,413.2219934463501,0:06:53.221993
456000,1749656127.5715861,-9.405247688293457,424.9659581184387,0:07:04.965958
468000,1749656139.2599828,-9.320096969604492,436.6543548107147,0:07:16.654355
480000,1749656150.3524039,-9.242472648620605,447.7467758655548,0:07:27.746776
492000,1749656161.8622181,-9.21700668334961,459.25659012794495,0:07:39.256590
504000,1749656173.824271,-9.206521987915039,471.218642950058,0:07:51.218643
516000,1749656185.7358127,-9.17199420928955,483.13018465042114,0:08:03.130185
528000,1749656198.5818748,-9.13041877746582,495.97624683380127,0:08:15.976247
540000,1749656210.5367475,-9.088174819946289,507.9311194419861,0:08:27.931119
552000,1749656222.2634034,-9.053146362304688,519.6577754020691,0:08:39.657775
564000,1749656233.6603734,-9.030538558959961,531.0547454357147,0:08:51.054745
576000,1749656244.9714892,-9.020404815673828,542.3658611774445,0:09:02.365861
588000,1749656256.7522855,-9.000969886779785,554.1466574668884,0:09:14.146657
600000,1749656268.613646,-8.978629112243652,566.0080180168152,0:09:26.008018
612000,1749656280.4679997,-8.96983528137207,577.8623716831207,0:09:37.862372
624000,1749656292.351348,-8.94477653503418,589.745719909668,0:09:49.745720
636000,1749656304.2463675,-8.935384750366211,601.640739440918,0:10:01.640739
648000,1749656315.8926926,-8.920656204223633,613.2870645523071,0:10:13.287065
660000,1749656327.1455207,-8.895139694213867,624.5398926734924,0:10:24.539893
672000,1749656338.8900063,-8.877346992492676,636.2843782901764,0:10:36.284378
684000,1749656350.6649058,-8.877081871032715,648.0592777729034,0:10:48.059278
696000,1749656362.425532,-8.876944541931152,659.819904088974,0:10:59.819904
708000,1749656374.2021384,-8.87680435180664,671.5965104103088,0:11:11.596510
720000,1749656385.9841611,-8.876626968383789,683.3785331249237,0:11:23.378533
732000,1749656397.650997,-8.876482009887695,695.0453689098358,0:11:35.045369
744000,1749656408.7065723,-8.876328468322754,706.1009442806244,0:11:46.100944
756000,1749656420.4572473,-8.876145362854004,717.8516192436218,0:11:57.851619
768000,1749656434.7580557,-8.875908851623535,732.1524276733398,0:12:12.152428
780000,1749656446.6824574,-8.87561321258545,744.0768294334412,0:12:24.076829
792000,1749656458.5221872,-8.875247955322266,755.9165592193604,0:12:35.916559
804000,1749656470.3045583,-8.87507152557373,767.6989302635193,0:12:47.698930
816000,1749656482.109637,-8.875024795532227,779.5040090084076,0:12:59.504009
828000,1749656493.8975945,-8.874823570251465,791.2919664382935,0:13:11.291966
840000,1749656505.1510165,-8.874358177185059,802.5453884601593,0:13:22.545388
852000,1749656516.6905057,-8.874094009399414,814.0848777294159,0:13:34.084878
864000,1749656528.5924718,-8.874109268188477,825.9868438243866,0:13:45.986844
876000,1749656540.4406738,-8.873957633972168,837.8350458145142,0:13:57.835046
888000,1749656552.2633946,-8.873417854309082,849.6577665805817,0:14:09.657767
900000,1749656564.173192,-8.873191833496094,861.5675640106201,0:14:21.567564
912000,1749656576.0699909,-8.872516632080078,873.464362859726,0:14:33.464363
924000,1749656587.6579542,-8.87144947052002,885.0523262023926,0:14:45.052326
936000,1749656599.114269,-8.870458602905273,896.5086410045624,0:14:56.508641
948000,1749656611.0709717,-8.869738578796387,908.4653437137604,0:15:08.465344
960000,1749656622.845455,-8.8695068359375,920.2398269176483,0:15:20.239827
972000,1749656634.665889,-8.869112014770508,932.0602610111237,0:15:32.060261
984000,1749656646.4351313,-8.867895126342773,943.8295032978058,0:15:43.829503
996000,1749656658.2942975,-8.8672456741333,955.6886694431305,0:15:55.688669
1008000,1749656669.8236387,-8.866317749023438,967.2180106639862,0:16:07.218011
1020000,1749656681.1223898,-8.86598014831543,978.5167617797852,0:16:18.516762
1032000,1749656692.9999063,-8.865633964538574,990.3942782878876,0:16:30.394278
1044000,1749656704.7702243,-8.864748001098633,1002.1645963191986,0:16:42.164596
1056000,1749656716.5219593,-8.86388874053955,1013.9163312911987,0:16:53.916331
1068000,1749656728.3047762,-8.862641334533691,1025.6991481781006,0:17:05.699148
1080000,1749656740.0945752,-8.86028003692627,1037.4889471530914,0:17:17.488947
1092000,1749656751.732467,-8.859015464782715,1049.1268389225006,0:17:29.126839
1104000,1749656762.8803048,-8.857405662536621,1060.2746767997742,0:17:40.274677
1116000,1749656774.7637303,-8.856669425964355,1072.158102273941,0:17:52.158102
1128000,1749656786.580606,-8.855792999267578,1083.9749779701233,0:18:03.974978
1140000,1749656798.3093522,-8.854660034179688,1095.7037241458893,0:18:15.703724
1152000,1749656810.098861,-8.852018356323242,1107.4932329654694,0:18:27.493233
1164000,1749656821.88233,-8.849919319152832,1119.276701927185,0:18:39.276702
1176000,1749656833.357961,-8.847512245178223,1130.7523329257965,0:18:50.752333
1188000,1749656844.6390846,-8.842428207397461,1142.0334565639496,0:19:02.033457
1200000,1749656856.442452,-8.839028358459473,1153.836823940277,0:19:13.836824
1212000,1749656868.2017024,-8.836543083190918,1165.5960743427277,0:19:25.596074
1224000,1749656880.0121188,-8.83411693572998,1177.406490802765,0:19:37.406491
1236000,1749656891.8767924,-8.827561378479004,1189.2711644172668,0:19:49.271164
1248000,1749656903.6449041,-8.824478149414062,1201.0392761230469,0:20:01.039276
1260000,1749656915.1331596,-8.821003913879395,1212.5275316238403,0:20:12.527532
1272000,1749656926.4087527,-8.818719863891602,1223.803124666214,0:20:23.803125
1284000,1749656938.206245,-8.816762924194336,1235.6006169319153,0:20:35.600617
1296000,1749656949.983236,-8.814974784851074,1247.3776080608368,0:20:47.377608
1308000,1749656961.8500693,-8.81139850616455,1259.2444412708282,0:20:59.244441
1320000,1749656973.6858544,-8.806774139404297,1271.0802264213562,0:21:11.080226
1332000,1749656985.5847695,-8.7999267578125,1282.9791414737701,0:21:22.979141
1344000,1749656997.1728437,-8.79429817199707,1294.567215681076,0:21:34.567216
1356000,1749657008.4049995,-8.785507202148438,1305.7993714809418,0:21:45.799371
1368000,1749657020.2760718,-8.775200843811035,1317.6704437732697,0:21:57.670444
1380000,1749657032.1439934,-8.765519142150879,1329.5383653640747,0:22:09.538365
1392000,1749657046.7766764,-8.757996559143066,1344.1710484027863,0:22:24.171048
1404000,1749657058.8173087,-8.749812126159668,1356.211680650711,0:22:36.211681
1416000,1749657070.8173246,-8.738897323608398,1368.2116966247559,0:22:48.211697
1428000,1749657082.8044665,-8.726299285888672,1380.1988384723663,0:23:00.198838
1440000,1749657094.290948,-8.716286659240723,1391.6853199005127,0:23:11.685320
1452000,1749657105.9764156,-8.700468063354492,1403.3707876205444,0:23:23.370788
1464000,1749657118.1260536,-8.68355655670166,1415.5204255580902,0:23:35.520426
1476000,1749657129.9637027,-8.671553611755371,1427.3580746650696,0:23:47.358075
1488000,1749657141.8905008,-8.657208442687988,1439.2848727703094,0:23:59.284873
1500000,1749657153.6907668,-8.638445854187012,1451.08513879776,0:24:11.085139
1512000,1749657165.6171997,-8.615147590637207,1463.0115716457367,0:24:23.011572
1524000,1749657177.3151903,-8.605591773986816,1474.7095623016357,0:24:34.709562
1536000,1749657188.5410862,-8.590977668762207,1485.9354581832886,0:24:45.935458
1548000,1749657200.3683019,-8.580000877380371,1497.7626738548279,0:24:57.762674
1560000,1749657212.2555547,-8.566006660461426,1509.649926662445,0:25:09.649927
1572000,1749657224.076264,-8.558035850524902,1521.4706358909607,0:25:21.470636
1584000,1749657235.9452934,-8.549426078796387,1533.3396654129028,0:25:33.339665
1596000,1749657247.706603,-8.541470527648926,1545.100975036621,0:25:45.100975
1608000,1749657259.4278305,-8.534226417541504,1556.8222024440765,0:25:56.822202
1620000,1749657270.5913033,-8.51391315460205,1567.9856753349304,0:26:07.985675
1632000,1749657282.2329574,-8.489068031311035,1579.6273293495178,0:26:19.627329
1644000,1749657294.1447222,-8.47567081451416,1591.539094209671,0:26:31.539094
1656000,1749657305.9604008,-8.451759338378906,1603.3547728061676,0:26:43.354773
1668000,1749657317.738425,-8.441201210021973,1615.1327970027924,0:26:55.132797
1680000,1749657329.535688,-8.424792289733887,1626.9300599098206,0:27:06.930060
1692000,1749657341.358453,-8.405210494995117,1638.7528250217438,0:27:18.752825
1704000,1749657352.510741,-8.399417877197266,1649.9051129817963,0:27:29.905113
1716000,1749657364.1196225,-8.380438804626465,1661.5139944553375,0:27:41.513994
1728000,1749657375.9974394,-8.362868309020996,1673.3918113708496,0:27:53.391811
1740000,1749657387.7860873,-8.349152565002441,1685.1804592609406,0:28:05.180459
1752000,1749657399.669815,-8.334980964660645,1697.0641870498657,0:28:17.064187
1764000,1749657411.5023003,-8.32223892211914,1708.8966722488403,0:28:28.896672
