step,wall_time,train_explained_variance,relative_seconds,relative_time
24000,1749655702.6057947,3.361701965332031e-05,0.0,0:00:00
36000,1749655713.8592703,-8.940696716308594e-06,11.253475666046143,0:00:11.253476
48000,1749655725.8127303,-1.5497207641601562e-06,23.20693564414978,0:00:23.206936
60000,1749655738.1828346,-2.384185791015625e-07,35.57703995704651,0:00:35.577040
72000,1749655750.0299532,0.0,47.424158573150635,0:00:47.424159
84000,1749655761.8607287,0.0,59.25493407249451,0:00:59.254934
96000,1749655773.694265,1.7881393432617188e-07,71.0884702205658,0:01:11.088470
108000,1749655785.546457,1.7881393432617188e-07,82.9406623840332,0:01:22.940662
120000,1749655796.9565847,5.960464477539063e-08,94.35079002380371,0:01:34.350790
132000,1749655808.414866,1.1920928955078125e-07,105.80907130241394,0:01:45.809071
144000,1749655821.4332073,2.384185791015625e-07,118.82741260528564,0:01:58.827413
156000,1749655833.5853658,2.384185791015625e-07,130.97957110404968,0:02:10.979571
168000,1749655845.5814328,5.960464477539063e-08,142.97563815116882,0:02:22.975638
180000,1749655857.606695,0.0,155.0009002685547,0:02:35.000900
192000,1749655869.5052133,0.0,166.899418592453,0:02:46.899419
204000,1749655881.4308732,0.0,178.82507848739624,0:02:58.825078
216000,1749655893.163518,0.0,190.5577232837677,0:03:10.557723
228000,1749655904.6858366,1.7881393432617188e-07,202.08004188537598,0:03:22.080042
240000,1749655916.659999,0.0,214.05420422554016,0:03:34.054204
252000,1749655928.4862108,5.960464477539063e-08,225.88041615486145,0:03:45.880416
264000,1749655940.314612,0.0,237.70881724357605,0:03:57.708817
276000,1749655952.182101,0.0,249.5763063430786,0:04:09.576306
288000,1749655964.0592275,1.7881393432617188e-07,261.4534327983856,0:04:21.453433
300000,1749655975.9192135,-1.1920928955078125e-07,273.31341886520386,0:04:33.313419
312000,1749655987.1459515,5.960464477539063e-08,284.5401568412781,0:04:44.540157
324000,1749655998.875469,1.1920928955078125e-07,296.26967430114746,0:04:56.269674
336000,1749656010.7234187,1.1920928955078125e-07,308.11762404441833,0:05:08.117624
348000,1749656022.494324,0.0,319.8885293006897,0:05:19.888529
360000,1749656034.2587965,0.0,331.6530017852783,0:05:31.653002
372000,1749656046.062072,0.0,343.4562773704529,0:05:43.456277
384000,1749656057.836339,1.7881393432617188e-07,355.2305443286896,0:05:55.230544
396000,1749656068.965512,0.0,366.3597173690796,0:06:06.359717
408000,1749656080.4418387,0.0,377.83604407310486,0:06:17.836044
420000,1749656092.3459976,0.0,389.74020290374756,0:06:29.740203
432000,1749656104.058553,-1.1920928955078125e-07,401.45275831222534,0:06:41.452758
444000,1749656115.8276422,0.0,413.2218475341797,0:06:53.221848
456000,1749656127.571599,5.960464477539063e-08,424.9658043384552,0:07:04.965804
468000,1749656139.2599957,1.1920928955078125e-07,436.6542010307312,0:07:16.654201
480000,1749656150.352424,-1.1920928955078125e-07,447.74662923812866,0:07:27.746629
492000,1749656161.8622386,0.0,459.25644397735596,0:07:39.256444
504000,1749656173.8242831,0.0,471.2184884548187,0:07:51.218488
516000,1749656185.735831,1.1920928955078125e-07,483.13003635406494,0:08:03.130036
528000,1749656198.581887,0.0,495.976092338562,0:08:15.976092
540000,1749656210.5367599,1.1920928955078125e-07,507.9309651851654,0:08:27.930965
552000,1749656222.263426,0.0,519.6576313972473,0:08:39.657631
564000,1749656233.6603913,0.0,531.0545966625214,0:08:51.054597
576000,1749656244.9715114,1.1920928955078125e-07,542.3657166957855,0:09:02.365717
588000,1749656256.7522984,5.960464477539063e-08,554.1465036869049,0:09:14.146504
600000,1749656268.6136656,0.0,566.0078709125519,0:09:26.007871
612000,1749656280.4680123,0.0,577.8622176647186,0:09:37.862218
624000,1749656292.351361,1.1920928955078125e-07,589.745566368103,0:09:49.745566
636000,1749656304.2463892,1.7881393432617188e-07,601.6405944824219,0:10:01.640594
648000,1749656315.892713,1.1920928955078125e-07,613.2869184017181,0:10:13.286918
660000,1749656327.1455386,4.172325134277344e-07,624.5397439002991,0:10:24.539744
672000,1749656338.8900218,0.0006832480430603027,636.2842271327972,0:10:36.284227
684000,1749656350.6649194,0.041426002979278564,648.0591247081757,0:10:48.059125
696000,1749656362.4255645,0.05118626356124878,659.819769859314,0:10:59.819770
708000,1749656374.2021577,0.04691267013549805,671.596363067627,0:11:11.596363
720000,1749656385.9841738,0.05370134115219116,683.3783791065216,0:11:23.378379
732000,1749656397.6510162,0.052402377128601074,695.0452215671539,0:11:35.045222
744000,1749656408.706591,0.052586257457733154,706.1007962226868,0:11:46.100796
756000,1749656420.4572663,0.04934978485107422,717.8514716625214,0:11:57.851472
768000,1749656434.7580686,0.05428963899612427,732.1522738933563,0:12:12.152274
780000,1749656446.6824982,0.0465579628944397,744.0767035484314,0:12:24.076704
792000,1749656458.5222082,0.05287843942642212,755.9164135456085,0:12:35.916414
804000,1749656470.3045716,0.05323535203933716,767.6987769603729,0:12:47.698777
816000,1749656482.1096494,0.05920642614364624,779.5038547515869,0:12:59.503855
828000,1749656493.8976154,0.04397350549697876,791.2918207645416,0:13:11.291821
840000,1749656505.1510358,0.04380035400390625,802.5452411174774,0:13:22.545241
852000,1749656516.6905262,0.05740058422088623,814.0847315788269,0:13:34.084732
864000,1749656528.59251,0.062451720237731934,825.9867153167725,0:13:45.986715
876000,1749656540.4406922,0.050240159034729004,837.834897518158,0:13:57.834898
888000,1749656552.263414,0.049330711364746094,849.6576192378998,0:14:09.657619
900000,1749656564.1732044,0.04723656177520752,861.5674097537994,0:14:21.567410
912000,1749656576.0700078,0.055328369140625,873.4642131328583,0:14:33.464213
924000,1749656587.6580176,0.05143159627914429,885.0522229671478,0:14:45.052223
936000,1749656599.1142876,0.04567331075668335,896.5084929466248,0:14:56.508493
948000,1749656611.0709836,0.04999995231628418,908.4651889801025,0:15:08.465189
960000,1749656622.845467,0.06474363803863525,920.2396724224091,0:15:20.239672
972000,1749656634.6659095,0.03291124105453491,932.0601148605347,0:15:32.060115
984000,1749656646.4351523,0.0523456335067749,943.829357624054,0:15:43.829358
996000,1749656658.2943096,0.045569539070129395,955.6885149478912,0:15:55.688515
1008000,1749656669.8236573,0.04603654146194458,967.2178626060486,0:16:07.217863
1020000,1749656681.122408,0.055445313453674316,978.5166132450104,0:16:18.516613
1032000,1749656692.999919,0.06487149000167847,990.3941242694855,0:16:30.394124
1044000,1749656704.770237,0.04405790567398071,1002.1644423007965,0:16:42.164442
1056000,1749656716.521972,0.06274187564849854,1013.9161772727966,0:16:53.916177
1068000,1749656728.3047886,0.02302652597427368,1025.69899392128,0:17:05.698994
1080000,1749656740.0945964,0.05189770460128784,1037.4888017177582,0:17:17.488802
1092000,1749656751.7325037,0.058883726596832275,1049.126708984375,0:17:29.126709
1104000,1749656762.8803265,0.029448628425598145,1060.274531841278,0:17:40.274532
1116000,1749656774.7637422,0.05116957426071167,1072.1579475402832,0:17:52.157948
1128000,1749656786.580618,0.0628194808959961,1083.9748232364655,0:18:03.974823
1140000,1749656798.3093746,0.07054513692855835,1095.703579902649,0:18:15.703580
1152000,1749656810.098881,0.0318140983581543,1107.4930863380432,0:18:27.493086
1164000,1749656821.8823435,0.06248205900192261,1119.2765488624573,0:18:39.276549
1176000,1749656833.3579793,-0.0018700361251831055,1130.7521846294403,0:18:50.752185
1188000,1749656844.6391044,0.048735857009887695,1142.0333096981049,0:19:02.033310
1200000,1749656856.4426396,0.01413816213607788,1153.836844921112,0:19:13.836845
1212000,1749656868.2017226,0.05741417407989502,1165.59592795372,0:19:25.595928
1224000,1749656880.0121381,-0.02002274990081787,1177.406343460083,0:19:37.406343
1236000,1749656891.8768048,0.034681618213653564,1189.2710101604462,0:19:49.271010
1248000,1749656903.6449165,0.03191506862640381,1201.0391218662262,0:20:01.039122
1260000,1749656915.1331775,0.07138925790786743,1212.527382850647,0:20:12.527383
1272000,1749656926.4087644,0.03362637758255005,1223.8029696941376,0:20:23.802970
1284000,1749656938.2062569,0.08540898561477661,1235.6004621982574,0:20:35.600462
1296000,1749656949.9832487,0.002291858196258545,1247.3774540424347,0:20:47.377454
1308000,1749656961.8500896,0.05025768280029297,1259.2442948818207,0:20:59.244295
1320000,1749656973.685871,0.010854482650756836,1271.0800762176514,0:21:11.080076
1332000,1749656985.5847883,0.0549546480178833,1282.978993654251,0:21:22.978994
1344000,1749656997.1728644,0.022500157356262207,1294.5670697689056,0:21:34.567070
1356000,1749657008.405018,0.07258284091949463,1305.7992234230042,0:21:45.799223
1368000,1749657020.276084,0.012011587619781494,1317.6702892780304,0:21:57.670289
1380000,1749657032.1440055,0.06516218185424805,1329.5382108688354,0:22:09.538211
1392000,1749657046.7766893,0.037213802337646484,1344.1708946228027,0:22:24.170895
1404000,1749657058.8173213,0.07026922702789307,1356.211526632309,0:22:36.211527
1416000,1749657070.817337,0.0286942720413208,1368.2115423679352,0:22:48.211542
1428000,1749657082.8045065,0.05744427442550659,1380.1987118721008,0:23:00.198712
1440000,1749657094.2909663,0.05957150459289551,1391.6851716041565,0:23:11.685172
1452000,1749657105.9764357,0.004477322101593018,1403.3706409931183,0:23:23.370641
1464000,1749657118.1260664,0.037180185317993164,1415.5202717781067,0:23:35.520272
1476000,1749657129.963715,0.00758969783782959,1427.357920408249,0:23:47.357920
1488000,1749657141.8905377,0.05369693040847778,1439.2847430706024,0:23:59.284743
1500000,1749657153.6907878,-0.015172719955444336,1451.0849931240082,0:24:11.084993
1512000,1749657165.617212,0.021282970905303955,1463.011417388916,0:24:23.011417
1524000,1749657177.3152096,-0.02523791790008545,1474.7094149589539,0:24:34.709415
1536000,1749657188.5411053,0.025770902633666992,1485.935310602188,0:24:45.935311
1548000,1749657200.368314,0.032362401485443115,1497.7625193595886,0:24:57.762519
1560000,1749657212.2555773,0.047717928886413574,1509.6497826576233,0:25:09.649783
1572000,1749657224.0762863,0.07736736536026001,1521.4704916477203,0:25:21.470492
1584000,1749657235.9453063,0.0011352300643920898,1533.3395116329193,0:25:33.339512
1596000,1749657247.7066214,0.05572330951690674,1545.100826740265,0:25:45.100827
1608000,1749657259.4278526,0.054497599601745605,1556.8220579624176,0:25:56.822058
1620000,1749657270.591322,-0.015688180923461914,1567.9855272769928,0:26:07.985527
1632000,1749657282.2329783,0.038224995136260986,1579.627183675766,0:26:19.627184
1644000,1749657294.1447346,-0.03332483768463135,1591.5389399528503,0:26:31.538940
1656000,1749657305.960414,0.018944919109344482,1603.3546192646027,0:26:43.354619
1668000,1749657317.7384381,0.0837254524230957,1615.1326434612274,0:26:55.132643
1680000,1749657329.535706,-0.003907561302185059,1626.9299113750458,0:27:06.929911
1692000,1749657341.3584943,0.015440702438354492,1638.7526996135712,0:27:18.752700
1704000,1749657352.5107594,0.08021920919418335,1649.90496468544,0:27:29.904965
1716000,1749657364.1196434,-0.008241057395935059,1661.5138487815857,0:27:41.513849
1728000,1749657375.9974597,0.028463423252105713,1673.391664981842,0:27:53.391665
1740000,1749657387.786109,-0.01503598690032959,1685.1803143024445,0:28:05.180314
1752000,1749657399.669837,0.004940688610076904,1697.0640423297882,0:28:17.064042
1764000,1749657411.5023205,-0.02556920051574707,1708.8965258598328,0:28:28.896526
1776000,1749657423.317672,0.08853083848953247,1720.7118773460388,0:28:40.711877
1788000,1749657434.6027772,-0.021811604499816895,1731.996982574463,0:28:51.996983
1800000,1749657446.1310651,0.011240243911743164,1743.5252704620361,0:29:03.525270
1812000,1749657457.982131,0.0932433009147644,1755.3763363361359,0:29:15.376336
1824000,1749657469.7991552,0.010923385620117188,1767.193360567093,0:29:27.193361
1836000,1749657481.5833135,0.04403328895568848,1778.9775187969208,0:29:38.977519
1848000,1749657493.3978305,0.004811465740203857,1790.7920358181,0:29:50.792036
1860000,1749657505.2412539,0.05032038688659668,1802.6354591846466,0:30:02.635459
1872000,1749657516.5419042,0.028860926628112793,1813.9361095428467,0:30:13.936110
1884000,1749657528.0918427,0.02561819553375244,1825.4860479831696,0:30:25.486048
1896000,1749657540.0373404,0.01173710823059082,1837.4315457344055,0:30:37.431546
1908000,1749657551.788154,0.11845564842224121,1849.1823592185974,0:30:49.182359
1920000,1749657563.6312203,0.018681585788726807,1861.0254256725311,0:31:01.025426
1932000,1749657575.3460402,0.05936998128890991,1872.7402455806732,0:31:12.740246
1944000,1749657587.1246495,0.020282506942749023,1884.518854856491,0:31:24.518855
1956000,1749657598.5444045,0.10334330797195435,1895.9386098384857,0:31:35.938610
1968000,1749657609.8043387,0.10285454988479614,1907.1985440254211,0:31:47.198544
1980000,1749657621.8076048,0.02891993522644043,1919.2018101215363,0:31:59.201810
1992000,1749657633.5776317,0.10381370782852173,1930.9718370437622,0:32:10.971837
2004000,1749657645.2971616,0.0422021746635437,1942.6913669109344,0:32:22.691367
2016000,1749657657.0880446,0.036493778228759766,1954.4822499752045,0:32:34.482250
2028000,1749657668.8720932,0.11045652627944946,1966.266298532486,0:32:46.266299
2040000,1749657680.3406713,0.06938278675079346,1977.7348766326904,0:32:57.734877
2052000,1749657691.6018894,0.060329556465148926,1988.9960947036743,0:33:08.996095
2064000,1749657703.4094396,0.1546439528465271,2000.8036448955536,0:33:20.803645
2076000,1749657715.2277303,0.07004684209823608,2012.6219356060028,0:33:32.621936
2088000,1749657727.0188591,0.08511000871658325,2024.4130644798279,0:33:44.413064
2100000,1749657738.7347202,0.15744149684906006,2036.128925561905,0:33:56.128926
2112000,1749657750.5493739,0.06396651268005371,2047.94357919693,0:34:07.943579
2124000,1749657761.9423723,0.10441642999649048,2059.336577653885,0:34:19.336578
