step,wall_time,train_policy_gradient_loss,relative_seconds,relative_time
24000,1749655702.6058671,-0.0011818280909210443,0.0,0:00:00
36000,1749655713.8593278,-0.0016929524717852473,11.25346064567566,0:00:11.253461
48000,1749655725.8127964,-0.0022404135670512915,23.206929206848145,0:00:23.206929
60000,1749655738.1828732,-0.0012222168734297156,35.577006101608276,0:00:35.577006
72000,1749655750.0301402,-0.0015253092860803008,47.4242730140686,0:00:47.424273
84000,1749655761.8607893,-0.001791584538295865,59.25492215156555,0:00:59.254922
96000,1749655773.69431,-0.0015718599315732718,71.0884428024292,0:01:11.088443
108000,1749655785.54654,-0.0022089467383921146,82.94067287445068,0:01:22.940673
120000,1749655796.9566405,-0.0018059200374409556,94.35077333450317,0:01:34.350773
132000,1749655808.414931,-0.0022250721231102943,105.80906391143799,0:01:45.809064
144000,1749655821.433245,-0.0017421225784346461,118.8273777961731,0:01:58.827378
156000,1749655833.5854292,-0.002944949083030224,130.97956204414368,0:02:10.979562
168000,1749655845.5814707,-0.0028949722182005644,142.97560358047485,0:02:22.975604
180000,1749655857.6067326,-0.002688162960112095,155.00086545944214,0:02:35.000865
192000,1749655869.5052743,-0.002756790490821004,166.8994071483612,0:02:46.899407
204000,1749655881.430933,-0.003231168957427144,178.82506585121155,0:02:58.825066
216000,1749655893.163585,-0.003742777742445469,190.55771780014038,0:03:10.557718
228000,1749655904.6858923,-0.005523037631064653,202.08002519607544,0:03:22.080025
240000,1749655916.66006,-0.004223616793751717,214.05419278144836,0:03:34.054193
252000,1749655928.486248,-0.004224150907248259,225.88038086891174,0:03:45.880381
264000,1749655940.3146605,-0.00511464336887002,237.70879340171814,0:03:57.708793
276000,1749655952.182166,-0.006874448619782925,249.57629895210266,0:04:09.576299
288000,1749655964.0592659,-0.006745075806975365,261.4533987045288,0:04:21.453399
300000,1749655975.91927,-0.008005003444850445,273.31340289115906,0:04:33.313403
312000,1749655987.1460142,-0.009720220230519772,284.54014706611633,0:04:44.540147
324000,1749655998.875572,-0.00907480251044035,296.2697048187256,0:04:56.269705
336000,1749656010.7234707,-0.009635116904973984,308.11760354042053,0:05:08.117604
