step,wall_time,ep_len_mean,relative_seconds,relative_time
12000,1749655690.3671997,24.0,0.0,0:00:00
24000,1749655702.822332,24.0,12.455132246017456,0:00:12.455132
36000,1749655714.0784414,24.0,23.711241722106934,0:00:23.711242
48000,1749655725.9319856,24.0,35.564785957336426,0:00:35.564786
60000,1749655738.3015637,24.0,47.93436408042908,0:00:47.934364
72000,1749655750.143804,24.0,59.776604413986206,0:00:59.776604
84000,1749655761.9754016,24.0,71.60820198059082,0:01:11.608202
96000,1749655773.8099837,24.0,83.44278407096863,0:01:23.442784
108000,1749655785.6807458,24.0,95.3135461807251,0:01:35.313546
120000,1749655797.1687448,24.0,106.80154514312744,0:01:46.801545
132000,1749655808.5310788,24.0,118.16387915611267,0:01:58.163879
144000,1749655821.5591972,24.0,131.19199752807617,0:02:11.191998
156000,1749655833.7094126,24.0,143.34221291542053,0:02:23.342213
168000,1749655845.6988513,24.0,155.33165168762207,0:02:35.331652
180000,1749655857.7042816,24.0,167.3370819091797,0:02:47.337082
192000,1749655869.604731,24.0,179.23753142356873,0:02:59.237531
204000,1749655881.5472548,24.0,191.18005514144897,0:03:11.180055
216000,1749655893.3700247,24.0,203.00282502174377,0:03:23.002825
228000,1749655904.8991601,24.0,214.53196048736572,0:03:34.531960
240000,1749655916.7761207,24.0,226.40892100334167,0:03:46.408921
252000,1749655928.598453,24.0,238.23125338554382,0:03:58.231253
264000,1749655940.4262717,24.0,250.05907201766968,0:04:10.059072
276000,1749655952.2962565,24.0,261.9290568828583,0:04:21.929057
288000,1749655964.155443,24.0,273.7882432937622,0:04:33.788243
300000,1749655976.04683,24.0,285.679630279541,0:04:45.679630
312000,1749655987.3581202,24.0,296.99092054367065,0:04:56.990921
324000,1749655998.9929767,24.0,308.6257770061493,0:05:08.625777
336000,1749656010.8219342,24.0,320.4547345638275,0:05:20.454735
348000,1749656022.593086,24.0,332.22588634490967,0:05:32.225886
360000,1749656034.3541512,24.0,343.98695158958435,0:05:43.986952
372000,1749656046.158512,24.0,355.791312456131,0:05:55.791312
384000,1749656057.9314437,24.0,367.5642440319061,0:06:07.564244
396000,1749656069.1522954,24.0,378.7850956916809,0:06:18.785096
408000,1749656080.538166,24.0,390.17096638679504,0:06:30.170966
420000,1749656092.4437919,24.0,402.07659220695496,0:06:42.076592
432000,1749656104.1626265,24.0,413.79542684555054,0:06:53.795427
444000,1749656115.9268095,24.0,425.55960988998413,0:07:05.559610
456000,1749656127.666558,24.0,437.2993583679199,0:07:17.299358
468000,1749656139.356352,24.0,448.98915243148804,0:07:28.989152
480000,1749656150.5290544,24.0,460.1618547439575,0:07:40.161855
492000,1749656161.959907,24.0,471.5927073955536,0:07:51.592707
504000,1749656173.9435716,24.0,483.57637190818787,0:08:03.576372
516000,1749656185.836239,24.0,495.46903944015503,0:08:15.469039
528000,1749656198.6774967,24.0,508.3102970123291,0:08:28.310297
540000,1749656210.6373003,24.0,520.2701005935669,0:08:40.270101
552000,1749656222.374614,24.0,532.0074143409729,0:08:52.007414
564000,1749656233.844415,24.0,543.4772152900696,0:09:03.477215
576000,1749656245.1574233,24.0,554.7902235984802,0:09:14.790224
588000,1749656256.8674347,24.0,566.500235080719,0:09:26.500235
600000,1749656268.7086544,24.0,578.341454744339,0:09:38.341455
612000,1749656280.5681138,24.0,590.200914144516,0:09:50.200914
624000,1749656292.4467912,24.0,602.07959151268,0:10:02.079592
636000,1749656304.3431761,24.0,613.9759764671326,0:10:13.975976
648000,1749656316.077371,24.0,625.7101712226868,0:10:25.710171
660000,1749656327.326226,24.0,636.9590263366699,0:10:36.959026
672000,1749656338.9857626,24.0,648.6185629367828,0:10:48.618563
684000,1749656350.760304,24.0,660.3931043148041,0:11:00.393104
696000,1749656362.5212183,24.0,672.1540186405182,0:11:12.154019
708000,1749656374.318452,24.0,683.9512522220612,0:11:23.951252
720000,1749656386.080491,24.0,695.7132914066315,0:11:35.713291
732000,1749656397.8356795,24.0,707.4684798717499,0:11:47.468480
744000,1749656408.8933568,24.0,718.5261571407318,0:11:58.526157
756000,1749656420.5557153,24.0,730.188515663147,0:12:10.188516
768000,1749656434.8580449,24.0,744.4908452033997,0:12:24.490845
780000,1749656446.7991524,24.0,756.43195271492,0:12:36.431953
792000,1749656458.6220815,24.0,768.2548818588257,0:12:48.254882
804000,1749656470.4006863,24.0,780.0334866046906,0:13:00.033487
816000,1749656482.205863,24.0,791.8386633396149,0:13:11.838663
828000,1749656493.995192,24.0,803.6279923915863,0:13:23.627992
840000,1749656505.3427835,24.0,814.9755837917328,0:13:34.975584
852000,1749656516.7873962,24.0,826.4201965332031,0:13:46.420197
864000,1749656528.7033832,24.0,838.3361835479736,0:13:58.336184
876000,1749656540.5368862,24.0,850.1696865558624,0:14:10.169687
888000,1749656552.3587966,24.0,861.9915969371796,0:14:21.991597
900000,1749656564.2711158,24.0,873.9039161205292,0:14:33.903916
912000,1749656576.1680453,24.0,885.8008456230164,0:14:45.800846
924000,1749656587.8352783,24.0,897.4680786132812,0:14:57.468079
936000,1749656599.3209422,24.0,908.9537425041199,0:15:08.953743
948000,1749656611.1655674,24.0,920.7983677387238,0:15:20.798368
960000,1749656622.9453413,24.0,932.5781416893005,0:15:32.578142
972000,1749656634.7798421,24.0,944.4126424789429,0:15:44.412642
984000,1749656646.530108,24.0,956.1629083156586,0:15:56.162908
996000,1749656658.3920796,24.0,968.0248799324036,0:16:08.024880
1008000,1749656670.0008318,24.0,979.633632183075,0:16:19.633632
1020000,1749656681.3123655,24.0,990.9451658725739,0:16:30.945166
1032000,1749656693.0968878,24.0,1002.729688167572,0:16:42.729688
1044000,1749656704.865467,24.0,1014.4982674121857,0:16:54.498267
1056000,1749656716.6395833,24.0,1026.2723836898804,0:17:06.272384
1068000,1749656728.4002147,24.0,1038.033015012741,0:17:18.033015
1080000,1749656740.191892,24.0,1049.824692249298,0:17:29.824692
1092000,1749656751.9170396,24.0,1061.5498399734497,0:17:41.549840
1104000,1749656763.0630076,24.0,1072.6958079338074,0:17:52.695808
1116000,1749656774.8598855,24.0,1084.4926857948303,0:18:04.492686
1128000,1749656786.676546,24.0,1096.3093464374542,0:18:16.309346
1140000,1749656798.4247575,24.0,1108.0575578212738,0:18:28.057558
1152000,1749656810.1988177,24.0,1119.8316180706024,0:18:39.831618
1164000,1749656821.97946,24.0,1131.6122603416443,0:18:51.612260
1176000,1749656833.5368545,24.0,1143.1696548461914,0:19:03.169655
1188000,1749656844.8178115,24.0,1154.4506118297577,0:19:14.450612
1200000,1749656856.538416,24.0,1166.171216249466,0:19:26.171216
1212000,1749656868.2979002,24.0,1177.9307005405426,0:19:37.930701
1224000,1749656880.1085916,24.0,1189.7413918972015,0:19:49.741392
1236000,1749656891.973573,24.0,1201.606373310089,0:20:01.606373
1248000,1749656903.7437878,24.0,1213.3765881061554,0:20:13.376588
1260000,1749656915.3123066,24.0,1224.9451069831848,0:20:24.945107
1272000,1749656926.5871704,24.0,1236.219970703125,0:20:36.219971
1284000,1749656938.3037367,24.0,1247.936537027359,0:20:47.936537
1296000,1749656950.08071,24.0,1259.713510274887,0:20:59.713510
1308000,1749656961.9475834,24.0,1271.5803837776184,0:21:11.580384
1320000,1749656973.7814567,24.0,1283.4142570495605,0:21:23.414257
1332000,1749656985.6821263,24.0,1295.314926624298,0:21:35.314927
1344000,1749656997.3599,24.0,1306.9927003383636,0:21:46.992700
1356000,1749657008.595034,24.0,1318.227834224701,0:21:58.227834
1368000,1749657020.3977072,24.0,1330.0305075645447,0:22:10.030508
1380000,1749657032.2413068,24.0,1341.8741071224213,0:22:21.874107
1392000,1749657046.8726242,24.0,1356.5054244995117,0:22:36.505424
1404000,1749657058.9236255,24.0,1368.5564258098602,0:22:48.556426
