step,wall_time,train_value_loss,relative_seconds,relative_time
24000,1749655702.6064403,14980754.0,0.0,0:00:00
36000,1749655713.8598566,14446111.0,11.253416299819946,0:00:11.253416
48000,1749655725.8136585,13908550.0,23.207218170166016,0:00:23.207218
60000,1749655738.183553,13435980.0,35.577112674713135,0:00:35.577113
72000,1749655750.0307047,12847113.0,47.424264430999756,0:00:47.424264
84000,1749655761.8621192,12556561.0,59.25567889213562,0:00:59.255679
96000,1749655773.6949987,11782315.0,71.08855843544006,0:01:11.088558
108000,1749655785.547093,11261445.0,82.94065260887146,0:01:22.940653
120000,1749655796.957131,10798299.0,94.35069060325623,0:01:34.350691
132000,1749655808.4157505,10249098.0,105.8093101978302,0:01:45.809310
144000,1749655821.4351861,9647525.0,118.82874584197998,0:01:58.828746
156000,1749655833.5859962,9014148.0,130.97955584526062,0:02:10.979556
168000,1749655845.5823991,8371517.0,142.97595882415771,0:02:22.975959
180000,1749655857.6071212,7723721.5,155.0006809234619,0:02:35.000681
192000,1749655869.5059757,7187404.0,166.89953541755676,0:02:46.899535
204000,1749655881.4316413,6596070.5,178.8252010345459,0:02:58.825201
216000,1749655893.1641116,6101135.5,190.55767130851746,0:03:10.557671
228000,1749655904.686407,5511772.0,202.07996678352356,0:03:22.079967
240000,1749655916.6608415,4781313.5,214.0544011592865,0:03:34.054401
252000,1749655928.4867043,4387562.0,225.88026404380798,0:03:45.880264
264000,1749655940.315081,3773823.25,237.70864057540894,0:03:57.708641
276000,1749655952.182688,3332811.0,249.57624769210815,0:04:09.576248
288000,1749655964.0599897,2752097.25,261.4535493850708,0:04:21.453549
300000,1749655975.9201045,2324434.25,273.31366419792175,0:04:33.313664
312000,1749655987.1464934,1939838.5,284.54005312919617,0:04:44.540053
324000,1749655998.8761103,1554195.625,296.26967000961304,0:04:56.269670
336000,1749656010.724266,1256890.75,308.11782574653625,0:05:08.117826
348000,1749656022.494805,1000298.875,319.8883647918701,0:05:19.888365
360000,1749656034.2592373,763842.75,331.6527969837189,0:05:31.652797
372000,1749656046.0627437,551996.5625,343.456303358078,0:05:43.456303
