step,wall_time,train_loss,relative_seconds,relative_time
24000,1749655702.6058445,7878103.0,0.0,0:00:00
36000,1749655713.859308,7261221.5,11.253463506698608,0:00:11.253464
48000,1749655725.8127744,7124371.5,23.206929922103882,0:00:23.206930
60000,1749655738.1828601,6731349.5,35.57701563835144,0:00:35.577016
72000,1749655750.0300212,6356517.0,47.42417669296265,0:00:47.424177
84000,1749655761.860769,6390060.0,59.25492453575134,0:00:59.254925
96000,1749655773.694297,5730335.5,71.08845257759094,0:01:11.088453
108000,1749655785.5465176,5608093.5,82.94067311286926,0:01:22.940673
120000,1749655796.9566221,5256694.0,94.3507776260376,0:01:34.350778
132000,1749655808.4149094,5007196.0,105.8090648651123,0:01:45.809065
144000,1749655821.4332323,4892257.5,118.82738780975342,0:01:58.827388
156000,1749655833.5854096,4498415.0,130.9795651435852,0:02:10.979565
168000,1749655845.581458,4114242.25,142.97561359405518,0:02:22.975614
180000,1749655857.6067195,3819710.25,155.0008749961853,0:02:35.000875
192000,1749655869.5052538,3719008.0,166.89940929412842,0:02:46.899409
204000,1749655881.430913,3346633.5,178.82506847381592,0:02:58.825068
216000,1749655893.163564,2907806.0,190.55771946907043,0:03:10.557719
228000,1749655904.6858737,2777145.0,202.08002924919128,0:03:22.080029
240000,1749655916.6600397,2332592.0,214.05419516563416,0:03:34.054195
252000,1749655928.4862354,2011209.375,225.88039088249207,0:03:45.880391
264000,1749655940.314648,1921967.375,237.70880341529846,0:03:57.708803
276000,1749655952.1821454,1676731.75,249.5763008594513,0:04:09.576301
288000,1749655964.059253,1400739.0,261.45340847969055,0:04:21.453408
300000,1749655975.919251,1153026.5,273.31340646743774,0:04:33.313406
312000,1749655987.1459877,1034386.25,284.54014325141907,0:04:44.540143
324000,1749655998.8755481,748624.0625,296.2697036266327,0:04:56.269704
336000,1749656010.7234566,648203.5625,308.1176121234894,0:05:08.117612
348000,1749656022.4943504,535538.9375,319.88850593566895,0:05:19.888506
360000,1749656034.2588215,384675.75,331.6529769897461,0:05:31.652977
372000,1749656046.0621164,275430.46875,343.45627188682556,0:05:43.456272
384000,1749656057.8363643,201957.625,355.2305197715759,0:05:55.230520
396000,1749656068.9655547,127465.328125,366.3597102165222,0:06:06.359710
408000,1749656080.4418821,82777.578125,377.8360376358032,0:06:17.836038
420000,1749656092.346023,54447.1953125,389.7401785850525,0:06:29.740179
432000,1749656104.0585947,24901.732421875,401.45275020599365,0:06:41.452750
444000,1749656115.8276818,13955.3515625,413.2218372821808,0:06:53.221837
456000,1749656127.5716248,5533.92041015625,424.9657802581787,0:07:04.965780
468000,1749656139.2600214,2423.696533203125,436.6541769504547,0:07:16.654177
480000,1749656150.3524642,1437.582763671875,447.7466197013855,0:07:27.746620
492000,1749656161.8622973,1058.3636474609375,459.2564527988434,0:07:39.256453
504000,1749656173.824307,1245.637451171875,471.2184624671936,0:07:51.218462
516000,1749656185.735858,1191.458984375,483.13001346588135,0:08:03.130013
528000,1749656198.5819101,1362.8514404296875,495.97606563568115,0:08:15.976066
540000,1749656210.5367835,629.4478149414062,507.9309389591217,0:08:27.930939
552000,1749656222.26347,852.9044189453125,519.6576254367828,0:08:39.657625
564000,1749656233.6604278,879.0875854492188,531.0545833110809,0:08:51.054583
576000,1749656244.9715493,727.150634765625,542.3657047748566,0:09:02.365705
588000,1749656256.752322,744.0989990234375,554.1464774608612,0:09:14.146477
600000,1749656268.6137044,701.6470336914062,566.0078599452972,0:09:26.007860
612000,1749656280.468037,973.7759399414062,577.8621923923492,0:09:37.862192
624000,1749656292.351386,681.8444213867188,589.7455415725708,0:09:49.745542
636000,1749656304.2464316,598.4535522460938,601.6405870914459,0:10:01.640587
648000,1749656315.8927512,1413.19873046875,613.2869067192078,0:10:13.286907
660000,1749656327.1455755,758.1390380859375,624.5397310256958,0:10:24.539731
672000,1749656338.8900461,556.969970703125,636.2842016220093,0:10:36.284202
684000,1749656350.664945,584.421875,648.0591003894806,0:10:48.059100
696000,1749656362.425608,628.693603515625,659.8197634220123,0:10:59.819763
708000,1749656374.2021942,882.0490112304688,671.5963497161865,0:11:11.596350
720000,1749656385.9841976,527.4400634765625,683.3783531188965,0:11:23.378353
732000,1749656397.6510537,747.2225952148438,695.0452091693878,0:11:35.045209
744000,1749656408.706626,547.7855224609375,706.1007814407349,0:11:46.100781
756000,1749656420.4573052,615.93994140625,717.8514606952667,0:11:57.851461
768000,1749656434.7580934,646.9542236328125,732.1522488594055,0:12:12.152249
780000,1749656446.6825445,957.624755859375,744.0766999721527,0:12:24.076700
792000,1749656458.522248,635.134521484375,755.9164035320282,0:12:35.916404
804000,1749656470.304596,679.2337646484375,767.698751449585,0:12:47.698751
816000,1749656482.109674,579.4332885742188,779.5038294792175,0:12:59.503829
828000,1749656493.8976579,645.6680908203125,791.2918133735657,0:13:11.291813
840000,1749656505.151074,723.5851440429688,802.545229434967,0:13:22.545229
852000,1749656516.6905649,624.8341674804688,814.0847203731537,0:13:34.084720
864000,1749656528.5925486,577.7864990234375,825.9867041110992,0:13:45.986704
876000,1749656540.4407303,577.261962890625,837.8348858356476,0:13:57.834886
888000,1749656552.2634447,658.9854736328125,849.6576001644135,0:14:09.657600
900000,1749656564.1732292,638.1736450195312,861.5673847198486,0:14:21.567385
912000,1749656576.070032,592.2333374023438,873.4641873836517,0:14:33.464187
924000,1749656587.6580634,392.19622802734375,885.052218914032,0:14:45.052219
936000,1749656599.1143968,516.61669921875,896.508552312851,0:14:56.508552
948000,1749656611.071008,649.1329956054688,908.4651634693146,0:15:08.465163
960000,1749656622.8455248,450.62677001953125,920.2396802902222,0:15:20.239680
