step,wall_time,train_value_loss,relative_seconds,relative_time
24000,1749614074.4090948,19306046.0,0.0,0:00:00
36000,1749614094.5902264,15521162.0,20.181131601333618,0:00:20.181132
48000,1749614115.571443,12451259.0,41.16234827041626,0:00:41.162348
60000,1749614135.9011273,9309390.0,61.492032527923584,0:01:01.492033
72000,1749614155.1348374,6875148.5,80.72574257850647,0:01:20.725743
84000,1749614177.043453,4833471.0,102.63435816764832,0:01:42.634358
96000,1749614197.2059245,3284307.25,122.79682970046997,0:02:02.796830
108000,1749614217.7032008,2136100.75,143.29410600662231,0:02:23.294106
120000,1749614239.629222,1335114.25,165.2201271057129,0:02:45.220127
132000,1749614260.4544754,692923.625,186.0453805923462,0:03:06.045381
144000,1749614283.968314,337224.25,209.55921912193298,0:03:29.559219
156000,1749614304.977355,123124.96875,230.5682601928711,0:03:50.568260
168000,1749614327.2269607,29232.8359375,252.81786584854126,0:04:12.817866
180000,1749614348.1445484,3603.123779296875,273.73545360565186,0:04:33.735454
192000,1749614368.5793817,389.5610656738281,294.1702868938446,0:04:54.170287
204000,1749614390.9043274,399.3320617675781,316.4952325820923,0:05:16.495233
216000,1749614410.2955697,747.1929321289062,335.8864748477936,0:05:35.886475
228000,1749614431.8563972,688.5762329101562,357.4473023414612,0:05:57.447302
240000,1749614453.5084045,571.0391845703125,379.09930968284607,0:06:19.099310
252000,1749614474.8905764,520.3189086914062,400.481481552124,0:06:40.481482
264000,1749614497.3798203,479.05694580078125,422.97072553634644,0:07:02.970726
276000,1749614518.183786,628.984375,443.7746911048889,0:07:23.774691
288000,1749614538.441577,350.87554931640625,464.0324821472168,0:07:44.032482
300000,1749614559.2003174,733.1721801757812,484.79122257232666,0:08:04.791223
312000,1749614578.4561324,629.3623046875,504.04703760147095,0:08:24.047038
324000,1749614598.1937995,642.5980224609375,523.7847046852112,0:08:43.784705
336000,1749614618.834475,352.59796142578125,544.42538022995,0:09:04.425380
348000,1749614638.3543587,417.47100830078125,563.9452638626099,0:09:23.945264
360000,1749614657.8311694,536.5045166015625,583.4220745563507,0:09:43.422075
372000,1749614678.1356795,482.14739990234375,603.7265846729279,0:10:03.726585
384000,1749614697.116808,393.0769958496094,622.7077131271362,0:10:22.707713
396000,1749614716.525772,436.8829650878906,642.1166772842407,0:10:42.116677
408000,1749614738.0805728,428.3670654296875,663.6714780330658,0:11:03.671478
420000,1749614757.3363957,679.0865478515625,682.9273009300232,0:11:22.927301
432000,1749614777.1083534,397.5068359375,702.6992585659027,0:11:42.699259
444000,1749614798.8197114,414.545654296875,724.4106166362762,0:12:04.410617
456000,1749614819.5164764,362.3115539550781,745.1073815822601,0:12:25.107382
468000,1749614841.2776768,507.5411376953125,766.8685820102692,0:12:46.868582
480000,1749614862.690906,344.6069030761719,788.2818112373352,0:13:08.281811
492000,1749614883.6633134,403.1267395019531,809.2542185783386,0:13:29.254219
504000,1749614906.0533302,278.6999206542969,831.6442353725433,0:13:51.644235
516000,1749614925.3794854,210.19326782226562,850.9703905582428,0:14:10.970391
528000,1749614944.371835,271.49481201171875,869.9627401828766,0:14:29.962740
540000,1749614967.3663278,409.958984375,892.9572329521179,0:14:52.957233
552000,1749614987.3753111,285.3703308105469,912.9662163257599,0:15:12.966216
564000,1749615008.3118246,277.248779296875,933.9027297496796,0:15:33.902730
576000,1749615028.7805142,330.1357116699219,954.371419429779,0:15:54.371419
588000,1749615049.6260395,308.3384704589844,975.216944694519,0:16:15.216945
600000,1749615071.4018228,199.68043518066406,996.9927279949188,0:16:36.992728
612000,1749615093.0555894,252.69464111328125,1018.6464946269989,0:16:58.646495
624000,1749615115.4474888,229.7672576904297,1041.0383939743042,0:17:21.038394
636000,1749615136.340891,231.91876220703125,1061.9317960739136,0:17:41.931796
648000,1749615156.4093544,159.46070861816406,1082.0002596378326,0:18:02.000260
660000,1749615177.6173153,220.64743041992188,1103.2082204818726,0:18:23.208220
672000,1749615198.6850498,125.2645492553711,1124.2759549617767,0:18:44.275955
684000,1749615219.7689404,206.0442352294922,1145.3598456382751,0:19:05.359846
696000,1749615242.0193021,119.05184936523438,1167.6102073192596,0:19:27.610207
708000,1749615262.615752,218.83151245117188,1188.2066571712494,0:19:48.206657
720000,1749615285.2557647,154.58935546875,1210.8466699123383,0:20:10.846670
732000,1749615304.9106483,185.46888732910156,1230.5015535354614,0:20:30.501554
744000,1749615326.9221642,134.151123046875,1252.5130693912506,0:20:52.513069
756000,1749615349.041771,152.18431091308594,1274.6326761245728,0:21:14.632676
768000,1749615369.3733323,126.87297821044922,1294.9642374515533,0:21:34.964237
780000,1749615391.5990264,126.37151336669922,1317.1899316310883,0:21:57.189932
792000,1749615412.2295043,122.07659912109375,1337.8204095363617,0:22:17.820410
804000,1749615433.1671877,114.75211334228516,1358.758092880249,0:22:38.758093
816000,1749615455.022869,109.93944549560547,1380.6137742996216,0:23:00.613774
828000,1749615475.525803,103.53975677490234,1401.116708278656,0:23:21.116708
840000,1749615497.547116,102.77719116210938,1423.1380212306976,0:23:43.138021
852000,1749615517.3213766,105.1620101928711,1442.9122817516327,0:24:02.912282
864000,1749615540.4436746,102.05812072753906,1466.0345797538757,0:24:26.034580
876000,1749615562.3634746,99.96780395507812,1487.9543797969818,0:24:47.954380
888000,1749615583.2587943,100.24532318115234,1508.849699497223,0:25:08.849699
900000,1749615605.0976195,99.07575225830078,1530.688524723053,0:25:30.688525
912000,1749615624.392311,98.8662338256836,1549.9832162857056,0:25:49.983216
924000,1749615645.5954106,102.41928100585938,1571.1863157749176,0:26:11.186316
936000,1749615668.807381,104.44709014892578,1594.3982861042023,0:26:34.398286
948000,1749615696.181647,102.54330444335938,1621.7725522518158,0:27:01.772552
960000,1749615718.2457879,101.20030212402344,1643.8366930484772,0:27:23.836693
972000,1749615738.6642702,102.83541107177734,1664.2551753520966,0:27:44.255175
984000,1749615761.2538455,101.0246810913086,1686.8447506427765,0:28:06.844751
996000,1749615781.817199,101.48453521728516,1707.4081041812897,0:28:27.408104
1008000,1749615804.5567796,100.92159271240234,1730.1476848125458,0:28:50.147685
1020000,1749615825.3867223,100.52436065673828,1750.9776275157928,0:29:10.977628
1032000,1749615845.6049302,100.6983642578125,1771.195835351944,0:29:31.195835
1044000,1749615867.3117394,100.6648178100586,1792.9026446342468,0:29:52.902645
1056000,1749615887.2622902,99.7795181274414,1812.8531954288483,0:30:12.853195
1068000,1749615908.5936167,100.19337463378906,1834.1845219135284,0:30:34.184522
1080000,1749615930.8166828,100.14081573486328,1856.407588005066,0:30:56.407588
1092000,1749615952.2393544,100.34336853027344,1877.8302595615387,0:31:17.830260
1104000,1749615973.288206,99.64696502685547,1898.879111289978,0:31:38.879111
1116000,1749615993.3997693,99.98723602294922,1918.990674495697,0:31:58.990674
1128000,1749616013.37023,99.61614227294922,1938.961135149002,0:32:18.961135
1140000,1749616035.2352426,99.61044311523438,1960.8261477947235,0:32:40.826148
1152000,1749616054.4797761,99.43260192871094,1980.0706813335419,0:33:00.070681
1164000,1749616076.2761295,98.97565460205078,2001.8670346736908,0:33:21.867035
1176000,1749616097.6165168,99.03778076171875,2023.2074220180511,0:33:43.207422
1188000,1749616118.8857255,98.40686798095703,2044.4766306877136,0:34:04.476631
1200000,1749616141.1072528,98.66761779785156,2066.6981580257416,0:34:26.698158
1212000,1749616161.6542008,98.35964965820312,2087.245105981827,0:34:47.245106
1224000,1749616183.8273268,98.27961730957031,2109.4182319641113,0:35:09.418232
1236000,1749616204.771259,97.9147720336914,2130.362164258957,0:35:30.362164
1248000,1749616224.5630302,97.69231414794922,2150.153935432434,0:35:50.153935
1260000,1749616246.3715122,97.46932220458984,2171.9624173641205,0:36:11.962417
1272000,1749616266.9254375,97.27943420410156,2192.516342639923,0:36:32.516343
1284000,1749616288.4273775,97.19522857666016,2214.0182826519012,0:36:54.018283
1296000,1749616309.5861034,96.96463775634766,2235.177008628845,0:37:15.177009
1308000,1749616330.8067489,96.3738021850586,2256.397654056549,0:37:36.397654
1320000,1749616353.3004189,96.39883422851562,2278.891324043274,0:37:58.891324
1332000,1749616373.9484603,96.31195831298828,2299.539365530014,0:38:19.539366
1344000,1749616395.341353,96.12154388427734,2320.93225812912,0:38:40.932258
1356000,1749616416.914592,95.82738494873047,2342.5054972171783,0:39:02.505497
1368000,1749616438.4666934,95.71214294433594,2364.057598590851,0:39:24.057599
1380000,1749616461.2033029,94.8589096069336,2386.794208049774,0:39:46.794208
1392000,1749616481.8044875,95.26106262207031,2407.3953926563263,0:40:07.395393
1404000,1749616502.5527465,95.008056640625,2428.1436517238617,0:40:28.143652
1416000,1749616522.9026458,94.32686614990234,2448.493551015854,0:40:48.493551
1428000,1749616543.1432137,94.46991729736328,2468.734118938446,0:41:08.734119
1440000,1749616563.4448376,94.34892272949219,2489.0357427597046,0:41:29.035743
1452000,1749616583.7501624,94.03202819824219,2509.3410675525665,0:41:49.341068
1464000,1749616603.730432,93.93896484375,2529.321337223053,0:42:09.321337
1476000,1749616624.6285355,93.71456909179688,2550.2194406986237,0:42:30.219441
1488000,1749616644.939434,93.32950592041016,2570.530339241028,0:42:50.530339
1500000,1749616664.95675,93.27685546875,2590.547655105591,0:43:10.547655
1512000,1749616686.5999527,93.03619384765625,2612.190857887268,0:43:32.190858
1524000,1749616706.6665292,92.72654724121094,2632.2574343681335,0:43:52.257434
1536000,1749616727.2150433,92.56836700439453,2652.805948495865,0:44:12.805948
1548000,1749616748.4118395,92.26227569580078,2674.0027446746826,0:44:34.002745
1560000,1749616769.203446,92.09691619873047,2694.7943511009216,0:44:54.794351
1572000,1749616792.2901988,91.17118835449219,2717.881103992462,0:45:17.881104
1584000,1749616812.8421159,91.61744689941406,2738.433021068573,0:45:38.433021
1596000,1749616834.6397195,91.3798828125,2760.2306246757507,0:46:00.230625
1608000,1749616855.894542,91.11373138427734,2781.48544716835,0:46:21.485447
1620000,1749616877.1014464,90.89004516601562,2802.692351579666,0:46:42.692352
