step,wall_time,train_explained_variance,relative_seconds,relative_time
24000,1749614074.4089396,1.2099742889404297e-05,0.0,0:00:00
36000,1749614094.5901337,-3.5762786865234375e-06,20.181194067001343,0:00:20.181194
48000,1749614115.5713103,3.2782554626464844e-06,41.162370681762695,0:00:41.162371
60000,1749614135.90064,1.0728836059570312e-06,61.491700410842896,0:01:01.491700
72000,1749614155.1347485,4.76837158203125e-07,80.72580885887146,0:01:20.725809
84000,1749614177.0433207,0.0,102.63438105583191,0:01:42.634381
96000,1749614197.2058325,1.1920928955078125e-07,122.79689288139343,0:02:02.796893
108000,1749614217.7030597,-1.1920928955078125e-07,143.29412007331848,0:02:23.294120
120000,1749614239.6283448,-1.1920928955078125e-07,165.21940517425537,0:02:45.219405
132000,1749614260.4543314,0.0,186.0453917980194,0:03:06.045392
144000,1749614283.967924,0.0,209.55898451805115,0:03:29.558985
156000,1749614304.9772465,1.7881393432617188e-07,230.5683069229126,0:03:50.568307
168000,1749614327.2268279,5.960464477539063e-08,252.8178882598877,0:04:12.817888
180000,1749614348.1443994,0.0,273.7354598045349,0:04:33.735460
192000,1749614368.579146,-1.1920928955078125e-07,294.17020630836487,0:04:54.170206
204000,1749614390.9041836,-1.1920928955078125e-07,316.4952440261841,0:05:16.495244
216000,1749614410.2954338,0.0,335.8864941596985,0:05:35.886494
228000,1749614431.8562748,-1.1920928955078125e-07,357.4473352432251,0:05:57.447335
240000,1749614453.5083103,0.0,379.0993707180023,0:06:19.099371
252000,1749614474.8904831,0.0,400.4815435409546,0:06:40.481544
264000,1749614497.3796868,0.0,422.97074723243713,0:07:02.970747
276000,1749614518.1835976,-2.384185791015625e-07,443.7746579647064,0:07:23.774658
288000,1749614538.4414475,-1.1920928955078125e-07,464.03250789642334,0:07:44.032508
300000,1749614559.2002327,0.0,484.7912931442261,0:08:04.791293
312000,1749614578.4559386,-1.1920928955078125e-07,504.04699897766113,0:08:24.046999
324000,1749614598.193655,0.0,523.7847154140472,0:08:43.784715
336000,1749614618.8343756,-2.384185791015625e-07,544.4254360198975,0:09:04.425436
348000,1749614638.3542302,-1.1920928955078125e-07,563.9452905654907,0:09:23.945291
360000,1749614657.8310344,0.0,583.4220948219299,0:09:43.422095
372000,1749614678.1355941,0.0,603.7266545295715,0:10:03.726655
384000,1749614697.116697,0.0,622.707757472992,0:10:22.707757
396000,1749614716.525662,1.1920928955078125e-07,642.1167223453522,0:10:42.116722
408000,1749614738.0804393,-2.384185791015625e-07,663.6714997291565,0:11:03.671500
420000,1749614757.3362708,1.7881393432617188e-07,682.9273312091827,0:11:22.927331
432000,1749614777.1082554,5.960464477539063e-08,702.6993157863617,0:11:42.699316
444000,1749614798.819617,1.1920928955078125e-07,724.4106774330139,0:12:04.410677
456000,1749614819.516344,-2.384185791015625e-07,745.1074044704437,0:12:25.107404
468000,1749614841.2775476,-1.1920928955078125e-07,766.8686079978943,0:12:46.868608
480000,1749614862.690822,0.0,788.2818822860718,0:13:08.281882
492000,1749614883.6631544,-1.1920928955078125e-07,809.2542147636414,0:13:29.254215
504000,1749614906.0532322,2.384185791015625e-07,831.6442925930023,0:13:51.644293
516000,1749614925.3793957,1.7881393432617188e-07,850.970456123352,0:14:10.970456
528000,1749614944.371679,0.0,869.9627394676208,0:14:29.962739
540000,1749614967.366198,5.960464477539063e-08,892.9572584629059,0:14:52.957258
552000,1749614987.3752267,1.1920928955078125e-07,912.9662871360779,0:15:12.966287
564000,1749615008.3116772,2.384185791015625e-07,933.9027376174927,0:15:33.902738
576000,1749615028.7804255,-1.1920928955078125e-07,954.3714859485626,0:15:54.371486
588000,1749615049.6256683,1.1920928955078125e-07,975.2167286872864,0:16:15.216729
600000,1749615071.4016588,-3.5762786865234375e-07,996.9927191734314,0:16:36.992719
612000,1749615093.0554872,-2.384185791015625e-07,1018.6465475559235,0:16:58.646548
624000,1749615115.4473639,-1.1920928955078125e-07,1041.0384242534637,0:17:21.038424
636000,1749615136.340805,-5.960464477539062e-07,1061.93186545372,0:17:41.931865
648000,1749615156.4092672,1.1920928955078125e-07,1082.0003275871277,0:18:02.000328
660000,1749615177.617182,2.384185791015625e-07,1103.2082424163818,0:18:23.208242
672000,1749615198.684759,-4.76837158203125e-07,1124.2758193016052,0:18:44.275819
684000,1749615219.7686954,0.0,1145.3597557544708,0:19:05.359756
696000,1749615242.0191693,3.5762786865234375e-07,1167.610229730606,0:19:27.610230
708000,1749615262.615654,1.7881393432617188e-07,1188.2067143917084,0:19:48.206714
720000,1749615285.2556221,-1.1920928955078125e-07,1210.846682548523,0:20:10.846683
732000,1749615304.9105058,0.0,1230.5015661716461,0:20:30.501566
744000,1749615326.922015,0.0,1252.513075351715,0:20:52.513075
756000,1749615349.0416594,-2.384185791015625e-07,1274.6327197551727,0:21:14.632720
768000,1749615369.3731985,-1.1920928955078125e-07,1294.9642589092255,0:21:34.964259
780000,1749615391.598856,3.5762786865234375e-07,1317.1899163722992,0:21:57.189916
792000,1749615412.228385,-8.344650268554688e-07,1337.8194453716278,0:22:17.819445
804000,1749615433.1670575,1.7881393432617188e-07,1358.7581179141998,0:22:38.758118
816000,1749615455.0107603,-1.5497207641601562e-06,1380.6018207073212,0:23:00.601821
828000,1749615475.5257144,2.384185791015625e-07,1401.1167747974396,0:23:21.116775
840000,1749615497.5470252,5.960464477539062e-07,1423.138085603714,0:23:43.138086
852000,1749615517.3212156,5.960464477539062e-07,1442.9122760295868,0:24:02.912276
864000,1749615540.4435358,5.960464477539063e-08,1466.0345962047577,0:24:26.034596
876000,1749615562.3633904,1.7881393432617188e-07,1487.9544508457184,0:24:47.954451
888000,1749615583.2587,3.5762786865234375e-07,1508.8497602939606,0:25:08.849760
900000,1749615605.097479,-1.6689300537109375e-06,1530.6885395050049,0:25:30.688540
912000,1749615624.3915305,4.76837158203125e-07,1549.9825909137726,0:25:49.982591
924000,1749615645.5952857,-3.5762786865234375e-07,1571.1863460540771,0:26:11.186346
936000,1749615668.8072894,2.980232238769531e-07,1594.398349761963,0:26:34.398350
948000,1749615696.1815202,2.384185791015625e-07,1621.7725806236267,0:27:01.772581
960000,1749615718.2456827,1.1920928955078125e-06,1643.8367431163788,0:27:23.836743
972000,1749615738.6641433,3.5762786865234375e-07,1664.2552037239075,0:27:44.255204
984000,1749615761.2537553,5.960464477539063e-08,1686.8448157310486,0:28:06.844816
996000,1749615781.8171139,7.867813110351562e-06,1707.408174276352,0:28:27.408174
1008000,1749615804.556636,7.152557373046875e-07,1730.1476964950562,0:28:50.147696
