step,wall_time,ep_len_mean,relative_seconds,relative_time
12000,1749615393.129166,24.0,0.0,0:00:00
24000,1749615407.7788992,24.0,14.649733304977417,0:00:14.649733
36000,1749615423.20479,24.0,30.075624227523804,0:00:30.075624
48000,1749615439.1136138,24.0,45.984447956085205,0:00:45.984448
60000,1749615453.9037602,24.0,60.7745943069458,0:01:00.774594
72000,1749615471.1748278,24.0,78.04566192626953,0:01:18.045662
84000,1749615486.9914641,24.0,93.86229825019836,0:01:33.862298
96000,1749615502.8517923,24.0,109.72262644767761,0:01:49.722626
108000,1749615518.3059418,24.0,125.17677593231201,0:02:05.176776
120000,1749615533.8091908,24.0,140.68002486228943,0:02:20.680025
132000,1749615549.500265,24.0,156.37109899520874,0:02:36.371099
144000,1749615565.496868,24.0,172.3677020072937,0:02:52.367702
156000,1749615581.6381853,24.0,188.5090193748474,0:03:08.509019
168000,1749615595.630907,24.0,202.50174117088318,0:03:22.501741
180000,1749615611.0067904,24.0,217.87762451171875,0:03:37.877625
192000,1749615626.1313908,24.0,233.00222492218018,0:03:53.002225
204000,1749615641.2495358,24.0,248.12036991119385,0:04:08.120370
216000,1749615656.7306461,24.0,263.6014802455902,0:04:23.601480
228000,1749615672.1626573,24.0,279.03349137306213,0:04:39.033491
240000,1749615687.8087463,24.0,294.679580450058,0:04:54.679580
252000,1749615707.2921326,24.0,314.16296672821045,0:05:14.162967
264000,1749615723.427757,24.0,330.2985911369324,0:05:30.298591
276000,1749615739.0268888,24.0,345.89772295951843,0:05:45.897723
288000,1749615754.538342,24.0,361.4091761112213,0:06:01.409176
300000,1749615769.8172836,24.0,376.68811774253845,0:06:16.688118
312000,1749615785.488511,24.0,392.3593451976776,0:06:32.359345
324000,1749615801.4183593,24.0,408.2891933917999,0:06:48.289193
336000,1749615816.9594424,24.0,423.8302764892578,0:07:03.830276
348000,1749615832.9573643,24.0,439.82819843292236,0:07:19.828198
360000,1749615848.5823991,24.0,455.4532332420349,0:07:35.453233
372000,1749615864.3021867,24.0,471.17302083969116,0:07:51.173021
384000,1749615879.8189857,24.0,486.68981981277466,0:08:06.689820
396000,1749615895.1786451,24.0,502.0494792461395,0:08:22.049479
408000,1749615910.803521,24.0,517.6743550300598,0:08:37.674355
420000,1749615926.5041342,24.0,533.374968290329,0:08:53.374968
432000,1749615942.502141,24.0,549.3729751110077,0:09:09.372975
444000,1749615958.6505415,24.0,565.5213756561279,0:09:25.521376
456000,1749615974.089313,24.0,580.9601471424103,0:09:40.960147
468000,1749615989.4791422,24.0,596.3499763011932,0:09:56.349976
480000,1749616005.0118308,24.0,611.8826649188995,0:10:11.882665
492000,1749616020.451641,24.0,627.322475194931,0:10:27.322475
504000,1749616035.9632015,24.0,642.8340356349945,0:10:42.834036
516000,1749616051.4697049,24.0,658.3405389785767,0:10:58.340539
528000,1749616067.3911948,24.0,674.2620289325714,0:11:14.262029
540000,1749616083.1065292,24.0,689.9773633480072,0:11:29.977363
552000,1749616099.0526185,24.0,705.9234526157379,0:11:45.923453
564000,1749616114.6763425,24.0,721.5471765995026,0:12:01.547177
576000,1749616129.445533,24.0,736.316367149353,0:12:16.316367
588000,1749616145.027018,24.0,751.8978521823883,0:12:31.897852
600000,1749616160.570888,24.0,767.4417221546173,0:12:47.441722
612000,1749616175.9105523,24.0,782.7813863754272,0:13:02.781386
624000,1749616191.070323,24.0,797.9411571025848,0:13:17.941157
636000,1749616206.9722645,24.0,813.8430986404419,0:13:33.843099
648000,1749616222.8685598,24.0,829.7393939495087,0:13:49.739394
660000,1749616238.3670151,24.0,845.2378492355347,0:14:05.237849
672000,1749616253.751248,24.0,860.6220819950104,0:14:20.622082
684000,1749616269.1514137,24.0,876.0222477912903,0:14:36.022248
696000,1749616284.6766715,24.0,891.5475056171417,0:14:51.547506
708000,1749616299.941865,24.0,906.8126990795135,0:15:06.812699
720000,1749616315.3973951,24.0,922.2682292461395,0:15:22.268229
732000,1749616330.908731,24.0,937.7795650959015,0:15:37.779565
744000,1749616346.8369217,24.0,953.7077558040619,0:15:53.707756
756000,1749616362.725865,24.0,969.5966989994049,0:16:09.596699
768000,1749616378.211518,24.0,985.0823521614075,0:16:25.082352
780000,1749616392.350784,24.0,999.2216181755066,0:16:39.221618
792000,1749616407.0499957,24.0,1013.9208297729492,0:16:53.920830
804000,1749616422.4934914,24.0,1029.3643255233765,0:17:09.364326
816000,1749616437.8138835,24.0,1044.6847176551819,0:17:24.684718
828000,1749616453.263389,24.0,1060.1342232227325,0:17:40.134223
840000,1749616468.783248,24.0,1075.6540820598602,0:17:55.654082
852000,1749616484.3750532,24.0,1091.2458872795105,0:18:11.245887
864000,1749616500.2763164,24.0,1107.14715051651,0:18:27.147151
876000,1749616516.2370076,24.0,1123.1078417301178,0:18:43.107842
888000,1749616531.592897,24.0,1138.4637310504913,0:18:58.463731
900000,1749616546.48692,24.0,1153.3577542304993,0:19:13.357754
912000,1749616561.8863597,24.0,1168.7571938037872,0:19:28.757194
924000,1749616577.5410805,24.0,1184.4119145870209,0:19:44.411915
936000,1749616593.14859,24.0,1200.019424200058,0:20:00.019424
948000,1749616608.8267977,24.0,1215.6976318359375,0:20:15.697632
960000,1749616625.0146842,24.0,1231.8855183124542,0:20:31.885518
972000,1749616640.7682607,24.0,1247.6390948295593,0:20:47.639095
984000,1749616656.30791,24.0,1263.1787440776825,0:21:03.178744
996000,1749616671.6358812,24.0,1278.506715297699,0:21:18.506715
1008000,1749616686.9350433,24.0,1293.8058774471283,0:21:33.805877
1020000,1749616701.7015476,24.0,1308.572381734848,0:21:48.572382
1032000,1749616716.8921554,24.0,1323.7629895210266,0:22:03.762990
1044000,1749616732.0957305,24.0,1338.966564655304,0:22:18.966565
1056000,1749616747.0684123,24.0,1353.939246416092,0:22:33.939246
1068000,1749616762.8587043,24.0,1369.7295384407043,0:22:49.729538
1080000,1749616778.0298965,24.0,1384.9007306098938,0:23:04.900731
1092000,1749616793.1021593,24.0,1399.9729933738708,0:23:19.972993
1104000,1749616808.8386312,24.0,1415.709465265274,0:23:35.709465
1116000,1749616824.1337757,24.0,1431.004609823227,0:23:51.004610
1128000,1749616839.4778745,24.0,1446.3487086296082,0:24:06.348709
1140000,1749616854.4991713,24.0,1461.3700053691864,0:24:21.370005
1152000,1749616869.856061,24.0,1476.7268950939178,0:24:36.726895
1164000,1749616883.8200397,24.0,1490.6908738613129,0:24:50.690874
1176000,1749616899.1540825,24.0,1506.0249166488647,0:25:06.024917
1188000,1749616914.4213376,24.0,1521.29217171669,0:25:21.292172
1200000,1749616930.0892098,24.0,1536.9600439071655,0:25:36.960044
1212000,1749616945.8551188,24.0,1552.7259528636932,0:25:52.725953
1224000,1749616961.3507433,24.0,1568.2215774059296,0:26:08.221577
1236000,1749616976.492262,24.0,1583.363095998764,0:26:23.363096
1248000,1749616991.7415903,24.0,1598.6124243736267,0:26:38.612424
1260000,1749617007.0137784,24.0,1613.8846125602722,0:26:53.884613
1272000,1749617021.783457,24.0,1628.654291152954,0:27:08.654291
1284000,1749617036.9334233,24.0,1643.8042573928833,0:27:23.804257
1296000,1749617052.2974496,24.0,1659.168283700943,0:27:39.168284
1308000,1749617067.723809,24.0,1674.5946431159973,0:27:54.594643
1320000,1749617082.9780934,24.0,1689.8489274978638,0:28:09.848927
1332000,1749617098.0404031,24.0,1704.9112372398376,0:28:24.911237
1344000,1749617113.8310332,24.0,1720.7018673419952,0:28:40.701867
1356000,1749617129.0065594,24.0,1735.8773934841156,0:28:55.877393
1368000,1749617144.241209,24.0,1751.1120431423187,0:29:11.112043
1380000,1749617159.5263464,24.0,1766.397180557251,0:29:26.397181
