step,wall_time,train_policy_objective,relative_seconds,relative_time
24000,1749615407.6269996,0.031236236914992332,0.0,0:00:00
36000,1749615423.0394642,0.02638230100274086,15.412464618682861,0:00:15.412465
48000,1749615438.8859806,0.02806933782994747,31.258980989456177,0:00:31.258981
60000,1749615453.6638343,0.03463394194841385,46.036834716796875,0:00:46.036835
72000,1749615470.9950068,0.041827134788036346,63.36800718307495,0:01:03.368007
84000,1749615486.817627,0.04114292562007904,79.19062733650208,0:01:19.190627
96000,1749615502.690211,0.04966967925429344,95.06321144104004,0:01:35.063211
108000,1749615518.1808438,0.050861816853284836,110.55384421348572,0:01:50.553844
120000,1749615533.6731646,0.05979089438915253,126.04616498947144,0:02:06.046165
132000,1749615549.3732018,0.06516709178686142,141.7462022304535,0:02:21.746202
144000,1749615565.2776644,0.06411295384168625,157.65066480636597,0:02:37.650665
156000,1749615581.4125938,0.02710891142487526,173.7855942249298,0:02:53.785594
168000,1749615595.3934298,0.05831148102879524,187.76643013954163,0:03:07.766430
180000,1749615610.8820138,0.046725381165742874,203.25501418113708,0:03:23.255014
192000,1749615626.0015168,0.05886519327759743,218.37451720237732,0:03:38.374517
204000,1749615641.1154838,0.05056626349687576,233.48848414421082,0:03:53.488484
216000,1749615656.6087387,0.05920412018895149,248.98173904418945,0:04:08.981739
228000,1749615672.0005107,0.05380754545331001,264.3735110759735,0:04:24.373511
240000,1749615687.6546588,0.045707132667303085,280.02765917778015,0:04:40.027659
252000,1749615707.0385869,0.04480084776878357,299.41158723831177,0:04:59.411587
264000,1749615723.296607,0.05569402500987053,315.66960740089417,0:05:15.669607
276000,1749615738.903372,0.044690974056720734,331.27637243270874,0:05:31.276372
288000,1749615754.3650782,0.05550701916217804,346.73807859420776,0:05:46.738079
300000,1749615769.6791627,0.05109647288918495,362.0521631240845,0:06:02.052163
312000,1749615785.3207726,0.06052638590335846,377.69377303123474,0:06:17.693773
324000,1749615801.2606933,0.04622860252857208,393.63369369506836,0:06:33.633694
336000,1749615816.7273006,0.06230652704834938,409.100301027298,0:06:49.100301
348000,1749615832.722923,0.034731630235910416,425.0959234237671,0:07:05.095923
360000,1749615848.4540288,0.049893513321876526,440.82702922821045,0:07:20.827029
372000,1749615864.1782618,0.04460949823260307,456.55126214027405,0:07:36.551262
384000,1749615879.6843576,0.05003304407000542,472.0573580265045,0:07:52.057358
396000,1749615895.0394902,0.04140140488743782,487.412490606308,0:08:07.412491
408000,1749615910.677426,0.060084808617830276,503.0504264831543,0:08:23.050426
420000,1749615926.3743174,0.053179994225502014,518.7473177909851,0:08:38.747318
432000,1749615942.2748597,0.04534526169300079,534.6478600502014,0:08:54.647860
444000,1749615958.4131856,0.049331385642290115,550.7861859798431,0:09:10.786186
