step,wall_time,train_std,relative_seconds,relative_time
24000,1749615407.6270208,1.0071297883987427,0.0,0:00:00
36000,1749615423.0394783,1.0126333236694336,15.412457466125488,0:00:15.412457
48000,1749615438.8860006,1.0097054243087769,31.25897979736328,0:00:31.258980
60000,1749615453.6638553,0.9991716742515564,46.036834478378296,0:00:46.036834
72000,1749615470.9950316,0.9775623083114624,63.36801075935364,0:01:03.368011
84000,1749615486.8176637,0.9673185348510742,79.19064283370972,0:01:19.190643
96000,1749615502.6903253,0.9460328221321106,95.06330442428589,0:01:35.063304
108000,1749615518.1808572,0.911285936832428,110.55383634567261,0:01:50.553836
120000,1749615533.6731956,0.8851203918457031,126.04617476463318,0:02:06.046175
132000,1749615549.3732388,0.861224353313446,141.7462179660797,0:02:21.746218
144000,1749615565.2776847,0.8285894393920898,157.65066385269165,0:02:37.650664
156000,1749615581.4126139,0.8013051152229309,173.7855930328369,0:02:53.785593
168000,1749615595.3934498,0.821276843547821,187.76642894744873,0:03:07.766429
180000,1749615610.8820276,0.7934597730636597,203.25500679016113,0:03:23.255007
192000,1749615626.0015295,0.8178833723068237,218.37450861930847,0:03:38.374509
204000,1749615641.1154978,0.7870067358016968,233.48847699165344,0:03:53.488477
216000,1749615656.6087599,0.814606785774231,248.98173904418945,0:04:08.981739
228000,1749615672.0005333,0.7902002334594727,264.373512506485,0:04:24.373513
240000,1749615687.6546721,0.8062671422958374,280.02765130996704,0:04:40.027651
252000,1749615707.0386114,0.7818449139595032,299.4115905761719,0:04:59.411591
264000,1749615723.2966204,0.804074227809906,315.66959953308105,0:05:15.669600
276000,1749615738.9033923,0.7738422751426697,331.2763714790344,0:05:31.276371
288000,1749615754.365099,0.7921584248542786,346.7380781173706,0:05:46.738078
300000,1749615769.6791844,0.7648706436157227,362.05216360092163,0:06:02.052164
312000,1749615785.3207867,0.7906932234764099,377.69376587867737,0:06:17.693766
324000,1749615801.260712,0.7642742395401001,393.633691072464,0:06:33.633691
336000,1749615816.7273197,0.7907042503356934,409.10029888153076,0:06:49.100299
348000,1749615832.7229424,0.7674446105957031,425.09592151641846,0:07:05.095922
360000,1749615848.454048,0.7925786972045898,440.82702708244324,0:07:20.827027
372000,1749615864.1782823,0.7663573026657104,456.5512614250183,0:07:36.551261
384000,1749615879.6843712,0.7793123126029968,472.05735039711,0:07:52.057350
