step,wall_time,train_policy_gradient_loss,relative_seconds,relative_time
24000,1749731689.9140465,-0.0010296348482370377,0.0,0:00:00
36000,1749731709.937657,-0.0014576490502804518,20.023610591888428,0:00:20.023611
48000,1749731724.859187,-0.0019423881312832236,34.94514036178589,0:00:34.945140
60000,1749731739.694005,-0.0009827406611293554,49.77995848655701,0:00:49.779958
72000,1749731753.302028,-0.0012510414235293865,63.38798141479492,0:01:03.387981
84000,1749731767.0502045,-0.0014426782727241516,77.13615798950195,0:01:17.136158
96000,1749731780.8612347,-0.0012332460610195994,90.94718813896179,0:01:30.947188
108000,1749731794.5585523,-0.0017622193554416299,104.64450573921204,0:01:44.644506
120000,1749731808.5208344,-0.0013855481520295143,118.60678791999817,0:01:58.606788
132000,1749731822.3653188,-0.0017328161047771573,132.4512722492218,0:02:12.451272
144000,1749731836.1990576,-0.001284851343370974,146.28501105308533,0:02:26.285011
156000,1749731850.1127484,-0.002221927745267749,160.1987018585205,0:02:40.198702
168000,1749731863.923852,-0.0021553037222474813,174.0098054409027,0:02:54.009805
180000,1749731877.764608,-0.0019643588457256556,187.85056138038635,0:03:07.850561
192000,1749731891.4382243,-0.001908126287162304,201.5241777896881,0:03:21.524178
204000,1749731905.080821,-0.0021699981298297644,215.16677451133728,0:03:35.166775
216000,1749731918.8172238,-0.002544556511566043,228.90317726135254,0:03:48.903177
228000,1749731932.3841522,-0.003975875210016966,242.47010564804077,0:04:02.470106
240000,1749731945.830231,-0.002824710216373205,255.916184425354,0:04:15.916184
252000,1749731959.3278415,-0.002619880484417081,269.41379499435425,0:04:29.413795
264000,1749731972.9745836,-0.003161725588142872,283.06053709983826,0:04:43.060537
276000,1749731987.245154,-0.00462691206485033,297.331107378006,0:04:57.331107
288000,1749732000.8872373,-0.004187585785984993,310.97319078445435,0:05:10.973191
300000,1749732014.4752333,-0.00503994757309556,324.5611867904663,0:05:24.561187
312000,1749732028.1904435,-0.006376686040312052,338.2763969898224,0:05:38.276397
324000,1749732041.9089222,-0.005573198664933443,351.99487566947937,0:05:51.994876
336000,1749732055.4503782,-0.005978825967758894,365.53633165359497,0:06:05.536332
348000,1749732069.001676,-0.005266332067549229,379.0876295566559,0:06:19.087630
360000,1749732087.983135,-0.007993604056537151,398.0690884590149,0:06:38.069088
372000,1749732103.1806035,-0.00784862507134676,413.2665569782257,0:06:53.266557
384000,1749732116.8318772,-0.008337350562214851,426.9178307056427,0:07:06.917831
396000,1749732130.5932448,-0.008853168226778507,440.6791982650757,0:07:20.679198
408000,1749732144.1724424,-0.007244712673127651,454.25839591026306,0:07:34.258396
420000,1749732157.7569366,-0.011132572777569294,467.8428900241852,0:07:47.842890
432000,1749732171.3217628,-0.013193764723837376,481.4077162742615,0:08:01.407716
444000,1749732185.3907232,-0.012395546771585941,495.4766767024994,0:08:15.476677
456000,1749732199.0676308,-0.013151763007044792,509.15358424186707,0:08:29.153584
468000,1749732212.8550377,-0.015557842329144478,522.9409911632538,0:08:42.940991
480000,1749732227.8112695,-0.01762976124882698,537.897222995758,0:08:57.897223
492000,1749732241.4812112,-0.01800869032740593,551.5671646595001,0:09:11.567165
504000,1749732255.1880414,-0.017047178000211716,565.2739949226379,0:09:25.273995
516000,1749732268.7531817,-0.01833788864314556,578.8391351699829,0:09:38.839135
528000,1749732282.309058,-0.017738264054059982,592.3950114250183,0:09:52.395011
540000,1749732295.9259362,-0.01629837416112423,606.0118896961212,0:10:06.011890
552000,1749732309.6493359,-0.004584042355418205,619.7352893352509,0:10:19.735289
564000,1749732323.2914135,-0.0029105814173817635,633.3773670196533,0:10:33.377367
576000,1749732337.1268814,-0.002385323401540518,647.2128348350525,0:10:47.212835
588000,1749732351.1091769,-0.0011626872001215816,661.1951303482056,0:11:01.195130
600000,1749732365.3087747,-0.0030602687038481236,675.3947281837463,0:11:15.394728
612000,1749732379.625155,-0.002931469352915883,689.7111084461212,0:11:29.711108
624000,1749732393.8207767,-0.0006457151612266898,703.9067301750183,0:11:43.906730
636000,1749732407.6501718,-0.0019520838977769017,717.7361252307892,0:11:57.736125
648000,1749732421.2582192,-0.0008539981208741665,731.3441727161407,0:12:11.344173
660000,1749732434.809578,-0.0008122267900034785,744.8955314159393,0:12:24.895531
672000,1749732448.3570673,-0.0009188858093693852,758.4430208206177,0:12:38.443021
684000,1749732461.8518898,-0.0028073322027921677,771.9378433227539,0:12:51.937843
696000,1749732475.2598717,-0.0012798650423064828,785.3458251953125,0:13:05.345825
708000,1749732488.9388757,-0.0006387962494045496,799.0248291492462,0:13:19.024829
720000,1749732502.461262,-0.0023109810426831245,812.547215461731,0:13:32.547215
732000,1749732516.0220664,-0.0009948848746716976,826.1080198287964,0:13:46.108020
744000,1749732529.5251136,-0.002913024742156267,839.6110670566559,0:13:59.611067
756000,1749732543.0051217,-0.004057278390973806,853.0910751819611,0:14:13.091075
768000,1749732556.4576094,-0.000752181455027312,866.5435628890991,0:14:26.543563
780000,1749732569.9495978,-0.004287020303308964,880.0355513095856,0:14:40.035551
792000,1749732583.3195302,-0.0017489519668743014,893.4054837226868,0:14:53.405484
804000,1749732596.5789256,-0.0019846598152071238,906.6648790836334,0:15:06.664879
816000,1749732609.8572977,-0.001695183222182095,919.9432511329651,0:15:19.943251
828000,1749732623.263289,-0.003031928325071931,933.3492424488068,0:15:33.349242
840000,1749732636.747804,-0.0019237748347222805,946.8337574005127,0:15:46.833757
852000,1749732650.2317781,-0.002385635394603014,960.3177316188812,0:16:00.317732
864000,1749732663.8220987,-0.0029372968710958958,973.9080522060394,0:16:13.908052
876000,1749732677.4873495,-0.00417129835113883,987.5733029842377,0:16:27.573303
888000,1749732696.6268241,-0.002835601568222046,1006.7127776145935,0:16:46.712778
900000,1749732709.722655,-0.003094685962423682,1019.8086085319519,0:16:59.808609
912000,1749732723.057638,-0.004238775931298733,1033.1435914039612,0:17:13.143591
924000,1749732736.508998,-0.002293454483151436,1046.59495139122,0:17:26.594951
936000,1749732749.8331802,-0.0028403133619576693,1059.9191336631775,0:17:39.919134
948000,1749732763.3587334,-0.00335799646563828,1073.4446868896484,0:17:53.444687
960000,1749732776.8889234,-0.008578384295105934,1086.9748768806458,0:18:06.974877
972000,1749732790.3815298,-0.004335497971624136,1100.4674832820892,0:18:20.467483
984000,1749732803.8133738,-0.0021582990884780884,1113.8993272781372,0:18:33.899327
996000,1749732817.1184835,-0.002832333790138364,1127.2044370174408,0:18:47.204437
1008000,1749732830.3709593,-0.0030802360270172358,1140.4569127559662,0:19:00.456913
1020000,1749732843.6894789,-0.0028612881433218718,1153.7754323482513,0:19:13.775432
1032000,1749732857.032663,-0.0027592238038778305,1167.1186165809631,0:19:27.118617
1044000,1749732870.325754,-0.0027741421945393085,1180.4117074012756,0:19:40.411707
1056000,1749732883.7394056,-0.0040391357615590096,1193.8253591060638,0:19:53.825359
1068000,1749732897.0974188,-0.006484960205852985,1207.18337225914,0:20:07.183372
1080000,1749732910.4776075,-0.002300520893186331,1220.563560962677,0:20:20.563561
1092000,1749732923.8346608,-0.0032271500676870346,1233.9206142425537,0:20:33.920614
1104000,1749732937.096018,-0.004682505968958139,1247.1819715499878,0:20:47.181972
1116000,1749732950.7377512,-0.004113066475838423,1260.8237047195435,0:21:00.823705
1128000,1749732964.1961834,-0.00390597409568727,1274.2821369171143,0:21:14.282137
1140000,1749732977.6680121,-0.0029493882320821285,1287.7539656162262,0:21:27.753966
1152000,1749732991.1354094,-0.004479213617742062,1301.2213628292084,0:21:41.221363
1164000,1749733004.6648047,-0.002149400766938925,1314.7507581710815,0:21:54.750758
1176000,1749733018.2339976,-0.003963247407227755,1328.319951057434,0:22:08.319951
1188000,1749733031.8234248,-0.0040978635661304,1341.9093782901764,0:22:21.909378
1200000,1749733045.203152,-0.004708136897534132,1355.2891054153442,0:22:35.289105
1212000,1749733058.5917335,-0.003287774045020342,1368.6776869297028,0:22:48.677687
1224000,1749733071.9962728,-0.004863318521529436,1382.0822262763977,0:23:02.082226
1236000,1749733085.5393329,-0.00673506548628211,1395.6252863407135,0:23:15.625286
1248000,1749733099.0582347,-0.0035602510906755924,1409.1441881656647,0:23:29.144188
1260000,1749733112.398112,-0.0022221228573471308,1422.4840655326843,0:23:42.484066
1272000,1749733126.0016694,-0.005942370276898146,1436.0876228809357,0:23:56.087623
1284000,1749733139.3837714,-0.0033574295230209827,1449.46972489357,0:24:09.469725
1296000,1749733152.7750823,-0.001596495509147644,1462.861035823822,0:24:22.861036
1308000,1749733166.1218867,-0.0016813010443001986,1476.207840204239,0:24:36.207840
1320000,1749733179.5481265,-0.0033152271062135696,1489.6340799331665,0:24:49.634080
1332000,1749733193.0779445,-0.0035862033255398273,1503.1638979911804,0:25:03.163898
1344000,1749733206.3434463,-0.0034658811055123806,1516.429399728775,0:25:16.429400
1356000,1749733219.9962478,-0.0035745243076235056,1530.082201242447,0:25:30.082201
1368000,1749733233.6680183,-0.0023179035633802414,1543.7539718151093,0:25:43.753972
1380000,1749733247.3985279,-0.0016481855418533087,1557.4844813346863,0:25:57.484481
1392000,1749733261.0762253,-0.003921409137547016,1571.1621787548065,0:26:11.162179
1404000,1749733274.8831205,-0.0015327944420278072,1584.969074010849,0:26:24.969074
1416000,1749733288.587787,-0.002913826610893011,1598.673740386963,0:26:38.673740
1428000,1749733306.941193,-0.002645396627485752,1617.027146577835,0:26:57.027147
1440000,1749733320.4099405,-0.0036438070237636566,1630.4958939552307,0:27:10.495894
1452000,1749733334.3133092,-0.0027468837797641754,1644.3992626667023,0:27:24.399263
1464000,1749733348.1555502,-0.0023841301444917917,1658.2415037155151,0:27:38.241504
1476000,1749733362.0211134,-0.0006494648405350745,1672.1070668697357,0:27:52.107067
1488000,1749733375.9152777,-0.0020889360457658768,1686.0012311935425,0:28:06.001231
1500000,1749733389.8903673,-0.0035569528117775917,1699.9763207435608,0:28:19.976321
1512000,1749733403.8089015,-0.0035449161659926176,1713.8948550224304,0:28:33.894855
1524000,1749733417.738833,-0.004345072899013758,1727.8247864246368,0:28:47.824786
1536000,1749733431.6551967,-0.004283345304429531,1741.7411501407623,0:29:01.741150
1548000,1749733445.3150349,-0.0017003893153741956,1755.4009883403778,0:29:15.400988
1560000,1749733458.9338262,-0.002121377270668745,1769.0197796821594,0:29:29.019780
1572000,1749733472.4930987,-0.0013517043553292751,1782.5790522098541,0:29:42.579052
1584000,1749733486.116828,-0.0013282191939651966,1796.2027814388275,0:29:56.202781
1596000,1749733499.7659547,-0.003410958917811513,1809.8519082069397,0:30:09.851908
1608000,1749733514.1338568,-0.004952404648065567,1824.2198102474213,0:30:24.219810
1620000,1749733528.0534801,-0.0026076638605445623,1838.1394336223602,0:30:38.139434
1632000,1749733541.9023619,-0.0031994807068258524,1851.9883153438568,0:30:51.988315
1644000,1749733555.4009962,-0.0013432468986138701,1865.4869496822357,0:31:05.486950
1656000,1749733568.873486,-0.0016025403747335076,1878.9594395160675,0:31:18.959440
1668000,1749733582.289191,-0.002868195530027151,1892.375144481659,0:31:32.375144
1680000,1749733595.7416515,-0.0021517835557460785,1905.827605009079,0:31:45.827605
1692000,1749733609.2058263,-0.0001541882083984092,1919.291779756546,0:31:59.291780
1704000,1749733622.6836298,-0.0028756053652614355,1932.7695832252502,0:32:12.769583
1716000,1749733636.167739,-0.0016164722619578242,1946.2536923885345,0:32:26.253692
1728000,1749733649.49439,-0.004883461631834507,1959.5803434848785,0:32:39.580343
1740000,1749733662.956417,-0.0041291601955890656,1973.042370557785,0:32:53.042371
1752000,1749733676.5188568,0.00028455391293391585,1986.6048102378845,0:33:06.604810
1764000,1749733690.1651454,-0.0012317737564444542,2000.251098871231,0:33:20.251099
1776000,1749733703.8961055,-0.0021503574680536985,2013.9820590019226,0:33:33.982059
1788000,1749733717.6386182,-0.0028920036274939775,2027.7245717048645,0:33:47.724572
1800000,1749733731.6201553,-0.0031235520727932453,2041.7061088085175,0:34:01.706109
1812000,1749733745.5379817,-0.002437469083815813,2055.6239352226257,0:34:15.623935
1824000,1749733759.312914,-0.0019072821596637368,2069.398867368698,0:34:29.398867
1836000,1749733772.931431,-0.0033346572890877724,2083.0173845291138,0:34:43.017385
1848000,1749733786.750807,-0.003035253379493952,2096.836760520935,0:34:56.836761
1860000,1749733800.6499605,-0.003696474013850093,2110.735913991928,0:35:10.735914
1872000,1749733814.3628247,-0.0022499379701912403,2124.448778152466,0:35:24.448778
1884000,1749733827.864032,-0.004697534255683422,2137.9499855041504,0:35:37.949986
1896000,1749733841.3520298,-7.039982301648706e-05,2151.43798327446,0:35:51.437983
1908000,1749733855.1018894,-0.0008441649260930717,2165.1878428459167,0:36:05.187843
1920000,1749733868.6135821,-0.0008388031856156886,2178.6995356082916,0:36:18.699536
1932000,1749733882.152623,-9.534050332149491e-05,2192.238576412201,0:36:32.238576
1944000,1749733895.7200322,-0.0006804304430261254,2205.805985689163,0:36:45.805986
1956000,1749733909.4539626,-0.001212268485687673,2219.539916038513,0:36:59.539916
1968000,1749733928.3276463,-0.0020365656819194555,2238.413599729538,0:37:18.413600
1980000,1749733942.0012386,-0.003681169357150793,2252.0871920585632,0:37:32.087192
1992000,1749733955.7039123,-0.001055043889209628,2265.789865732193,0:37:45.789866
2004000,1749733969.4265985,-0.0005792674492113292,2279.512552022934,0:37:59.512552
2016000,1749733983.1002429,-0.00220466242171824,2293.1861963272095,0:38:13.186196
2028000,1749733996.8259418,-0.0020717738661915064,2306.911895275116,0:38:26.911895
2040000,1749734010.6022143,-0.0038664755411446095,2320.68816781044,0:38:40.688168
2052000,1749734024.3316398,-0.0025212790351361036,2334.417593240738,0:38:54.417593
2064000,1749734038.44158,0.00022593241010326892,2348.527533531189,0:39:08.527534
2076000,1749734052.114132,-0.0014512543566524982,2362.200085401535,0:39:22.200085
2088000,1749734065.634517,-0.001005931873805821,2375.720470428467,0:39:35.720470
2100000,1749734079.0799239,-0.0006718052318319678,2389.165877342224,0:39:49.165877
2112000,1749734092.749679,-0.0012845105957239866,2402.8356325626373,0:40:02.835633
2124000,1749734106.3491185,-0.002490420127287507,2416.4350719451904,0:40:16.435072
2136000,1749734119.98329,0.0005873105255886912,2430.0692434310913,0:40:30.069243
2148000,1749734133.7408419,-0.004965255036950111,2443.8267953395844,0:40:43.826795
2160000,1749734147.3034906,-0.0033695860765874386,2457.3894441127777,0:40:57.389444
2172000,1749734161.0700307,-0.000649763853289187,2471.1559841632843,0:41:11.155984
2184000,1749734174.7431536,-0.0010239938274025917,2484.8291070461273,0:41:24.829107
2196000,1749734188.270564,-0.00255086412653327,2498.3565175533295,0:41:38.356518
2208000,1749734201.7152512,-0.0013897839235141873,2511.8012046813965,0:41:51.801205
2220000,1749734215.1193533,-0.0040641105733811855,2525.2053067684174,0:42:05.205307
2232000,1749734228.4786043,0.0016965201357379556,2538.564557790756,0:42:18.564558
