step,wall_time,train_clip_fraction,relative_seconds,relative_time
24000,1749731689.9139664,0.0,0.0,0:00:00
36000,1749731709.9375403,0.0,20.023573875427246,0:00:20.023574
48000,1749731724.8590791,2.5000001187436283e-05,34.94511270523071,0:00:34.945113
60000,1749731739.6938913,0.0,49.77992486953735,0:00:49.779925
72000,1749731753.3017228,0.0,63.38775634765625,0:01:03.387756
84000,1749731767.0500886,0.0,77.13612222671509,0:01:17.136122
96000,1749731780.8611243,0.0,90.94715785980225,0:01:30.947158
108000,1749731794.55843,0.0,104.64446353912354,0:01:44.644464
120000,1749731808.5207212,0.0,118.60675477981567,0:01:58.606755
132000,1749731822.3652256,0.0,132.45125913619995,0:02:12.451259
144000,1749731836.1989415,8.333333425980527e-06,146.28497505187988,0:02:26.284975
156000,1749731850.1126218,0.00010000000474974513,160.19865536689758,0:02:40.198655
168000,1749731863.9237216,0.00010833333362825215,174.00975513458252,0:02:54.009755
180000,1749731877.764498,7.500000356230885e-05,187.85053157806396,0:03:07.850532
192000,1749731891.4381526,5.0000002374872565e-05,201.52418613433838,0:03:21.524186
204000,1749731905.0807483,0.00020000000949949026,215.16678190231323,0:03:35.166782
216000,1749731918.8171465,0.00020833333837799728,228.9031801223755,0:03:48.903180
228000,1749731932.384077,0.0035583332646638155,242.47011065483093,0:04:02.470111
240000,1749731945.8301418,0.0012750000460073352,255.916175365448,0:04:15.916175
252000,1749731959.3277304,0.0008916666847653687,269.41376399993896,0:04:29.413764
264000,1749731972.974478,0.0021416665986180305,283.0605115890503,0:04:43.060512
276000,1749731987.2450836,0.008633333258330822,297.3311171531677,0:04:57.331117
288000,1749732000.887162,0.007141666486859322,310.9731955528259,0:05:10.973196
300000,1749732014.4751258,0.012875000014901161,324.5611593723297,0:05:24.561159
312000,1749732028.1903703,0.022591667249798775,338.2764039039612,0:05:38.276404
324000,1749732041.9088414,0.01914166659116745,351.99487495422363,0:05:51.994875
336000,1749732055.4502587,0.02472499944269657,365.5362923145294,0:06:05.536292
348000,1749732069.0012195,0.020925000309944153,379.0872530937195,0:06:19.087253
360000,1749732087.9830627,0.04258333519101143,398.069096326828,0:06:38.069096
372000,1749732103.180445,0.0463416650891304,413.2664785385132,0:06:53.266479
384000,1749732116.8317978,0.04989166557788849,426.91783142089844,0:07:06.917831
396000,1749732130.5931513,0.05939166620373726,440.67918491363525,0:07:20.679185
408000,1749732144.1723707,0.049024999141693115,454.25840425491333,0:07:34.258404
420000,1749732157.7568064,0.08051666617393494,467.84283995628357,0:07:47.842840
432000,1749732171.3216896,0.09610000252723694,481.40772318840027,0:08:01.407723
444000,1749732185.39065,0.09696666896343231,495.4766836166382,0:08:15.476684
456000,1749732199.0675595,0.09942500293254852,509.1535930633545,0:08:29.153593
