step,wall_time,ep_len_mean,relative_seconds,relative_time
12000,1749659008.0560176,24.0,0.0,0:00:00
24000,1749659019.9193685,24.0,11.863350868225098,0:00:11.863351
36000,1749659031.8305686,24.0,23.774550914764404,0:00:23.774551
48000,1749659043.750851,24.0,35.694833278656006,0:00:35.694833
60000,1749659055.6058168,24.0,47.54979920387268,0:00:47.549799
72000,1749659067.4346685,24.0,59.37865090370178,0:00:59.378651
84000,1749659078.9330761,24.0,70.87705850601196,0:01:10.877059
96000,1749659090.3814394,24.0,82.32542181015015,0:01:22.325422
108000,1749659102.3095574,24.0,94.25353980064392,0:01:34.253540
120000,1749659114.1640894,24.0,106.10807180404663,0:01:46.108072
132000,1749659125.9898667,24.0,117.93384909629822,0:01:57.933849
144000,1749659137.9073126,24.0,129.85129499435425,0:02:09.851295
156000,1749659149.7945905,24.0,141.73857283592224,0:02:21.738573
168000,1749659161.682734,24.0,153.62671637535095,0:02:33.626716
180000,1749659172.9513054,24.0,164.8952877521515,0:02:44.895288
192000,1749659184.5824137,24.0,176.52639603614807,0:02:56.526396
204000,1749659196.5340514,24.0,188.47803378105164,0:03:08.478034
216000,1749659208.4391003,24.0,200.38308262825012,0:03:20.383083
228000,1749659220.3148222,24.0,212.25880455970764,0:03:32.258805
240000,1749659232.1224103,24.0,224.066392660141,0:03:44.066393
252000,1749659243.8640704,24.0,235.80805277824402,0:03:55.808053
264000,1749659257.1829116,24.0,249.12689399719238,0:04:09.126894
276000,1749659268.5025702,24.0,260.4465525150299,0:04:20.446553
288000,1749659280.0475097,24.0,271.99149203300476,0:04:31.991492
300000,1749659291.9360354,24.0,283.88001775741577,0:04:43.880018
312000,1749659303.9326196,24.0,295.876601934433,0:04:55.876602
324000,1749659315.871411,24.0,307.815393447876,0:05:07.815393
336000,1749659327.8517792,24.0,319.7957615852356,0:05:19.795762
348000,1749659339.7815654,24.0,331.72554779052734,0:05:31.725548
360000,1749659351.3663447,24.0,343.31032705307007,0:05:43.310327
372000,1749659362.676839,24.0,354.62082147598267,0:05:54.620821
384000,1749659374.454384,24.0,366.3983664512634,0:06:06.398366
396000,1749659386.3398595,24.0,378.2838418483734,0:06:18.283842
408000,1749659398.214369,24.0,390.1583514213562,0:06:30.158351
420000,1749659410.0002053,24.0,401.9441876411438,0:06:41.944188
432000,1749659421.7381687,24.0,413.68215107917786,0:06:53.682151
444000,1749659433.396331,24.0,425.34031343460083,0:07:05.340313
456000,1749659444.5249841,24.0,436.4689664840698,0:07:16.468966
468000,1749659456.125262,24.0,448.0692443847656,0:07:28.069244
480000,1749659467.8512638,24.0,459.7952461242676,0:07:39.795246
492000,1749659479.606426,24.0,471.5504083633423,0:07:51.550408
504000,1749659491.262811,24.0,483.20679330825806,0:08:03.206793
516000,1749659502.92377,24.0,494.8677523136139,0:08:14.867752
528000,1749659514.400838,24.0,506.3448202610016,0:08:26.344820
540000,1749659525.570289,24.0,517.5142712593079,0:08:37.514271
552000,1749659537.2517169,24.0,529.1956992149353,0:08:49.195699
564000,1749659548.899428,24.0,540.8434102535248,0:09:00.843410
576000,1749659560.5749478,24.0,552.5189301967621,0:09:12.518930
588000,1749659572.2074478,24.0,564.1514301300049,0:09:24.151430
600000,1749659583.8759136,24.0,575.8198959827423,0:09:35.819896
612000,1749659595.2294476,24.0,587.1734299659729,0:09:47.173430
624000,1749659606.4080682,24.0,598.3520505428314,0:09:58.352051
636000,1749659618.2728071,24.0,610.216789484024,0:10:10.216789
648000,1749659630.010248,24.0,621.9542303085327,0:10:21.954230
660000,1749659641.6648467,24.0,633.6088290214539,0:10:33.608829
672000,1749659653.3385682,24.0,645.282550573349,0:10:45.282551
684000,1749659665.018258,24.0,656.9622404575348,0:10:56.962240
696000,1749659676.3221517,24.0,668.2661340236664,0:11:08.266134
708000,1749659687.6650815,24.0,679.6090638637543,0:11:19.609064
720000,1749659699.4664998,24.0,691.4104821681976,0:11:31.410482
732000,1749659711.1775467,24.0,703.1215291023254,0:11:43.121529
744000,1749659722.8968556,24.0,714.8408379554749,0:11:54.840838
756000,1749659734.5904074,24.0,726.5343897342682,0:12:06.534390
768000,1749659746.3431053,24.0,738.2870876789093,0:12:18.287088
780000,1749659757.5269969,24.0,749.4709792137146,0:12:29.470979
792000,1749659768.9641566,24.0,760.9081389904022,0:12:40.908139
804000,1749659780.7238145,24.0,772.6677968502045,0:12:52.667797
816000,1749659792.4037821,24.0,784.3477644920349,0:13:04.347764
828000,1749659804.14113,24.0,796.0851123332977,0:13:16.085112
840000,1749659815.8488767,24.0,807.7928590774536,0:13:27.792859
852000,1749659827.535843,24.0,819.479825258255,0:13:39.479825
864000,1749659838.549315,24.0,830.4932973384857,0:13:50.493297
876000,1749659850.1176152,24.0,842.0615975856781,0:14:02.061598
888000,1749659861.8119564,24.0,853.7559387683868,0:14:13.755939
900000,1749659873.5022073,24.0,865.4461896419525,0:14:25.446190
912000,1749659885.2183795,24.0,877.1623618602753,0:14:37.162362
924000,1749659896.9294026,24.0,888.8733849525452,0:14:48.873385
