step,wall_time,train_entropy_loss,relative_seconds,relative_time
24000,1749659019.8042088,-9.932838439941406,0.0,0:00:00
36000,1749659031.7182384,-9.93376350402832,11.914029598236084,0:00:11.914030
48000,1749659043.6213746,-9.934385299682617,23.817165851593018,0:00:23.817166
60000,1749659055.4932613,-9.934436798095703,35.68905258178711,0:00:35.689053
72000,1749659067.312842,-9.934341430664062,47.50863313674927,0:00:47.508633
84000,1749659078.737509,-9.934165954589844,58.933300256729126,0:00:58.933300
96000,1749659090.1821766,-9.934144020080566,70.37796783447266,0:01:10.377968
108000,1749659102.195272,-9.932832717895508,82.39106321334839,0:01:22.391063
120000,1749659114.0537934,-9.931282043457031,94.2495846748352,0:01:34.249585
132000,1749659125.8779008,-9.931439399719238,106.07369208335876,0:01:46.073692
144000,1749659137.7930994,-9.932829856872559,117.98889064788818,0:01:57.988891
156000,1749659149.6804016,-9.93426513671875,129.87619280815125,0:02:09.876193
168000,1749659161.5380545,-9.934566497802734,141.7338457107544,0:02:21.733846
180000,1749659172.773557,-9.933588981628418,152.96934819221497,0:02:32.969348
192000,1749659184.485085,-9.930542945861816,164.6808762550354,0:02:44.680876
204000,1749659196.4394007,-9.9283447265625,176.63519191741943,0:02:56.635192
216000,1749659208.3272758,-9.926915168762207,188.52306699752808,0:03:08.523067
228000,1749659220.2020679,-9.925135612487793,200.3978590965271,0:03:20.397859
240000,1749659232.0103405,-9.924331665039062,212.20613169670105,0:03:32.206132
252000,1749659243.7444391,-9.922196388244629,223.94023036956787,0:03:43.940230
264000,1749659257.0661528,-9.917259216308594,237.26194405555725,0:03:57.261944
276000,1749659268.294334,-9.913118362426758,248.49012517929077,0:04:08.490125
288000,1749659279.9534543,-9.90878963470459,260.1492455005646,0:04:20.149246
300000,1749659291.8227878,-9.90481185913086,272.01857900619507,0:04:32.018579
312000,1749659303.8370893,-9.897881507873535,284.0328805446625,0:04:44.032881
324000,1749659315.7742827,-9.88640308380127,295.97007393836975,0:04:55.970074
336000,1749659327.7329001,-9.875420570373535,307.9286913871765,0:05:07.928691
348000,1749659339.6560209,-9.861262321472168,319.8518121242523,0:05:19.851812
360000,1749659351.192461,-9.846096992492676,331.3882522583008,0:05:31.388252
372000,1749659362.4913816,-9.831124305725098,342.6871728897095,0:05:42.687173
384000,1749659374.3594325,-9.81171703338623,354.5552237033844,0:05:54.555224
396000,1749659386.243559,-9.789531707763672,366.4393501281738,0:06:06.439350
408000,1749659398.1031766,-9.763456344604492,378.29896783828735,0:06:18.298968
420000,1749659409.903347,-9.733663558959961,390.0991382598877,0:06:30.099138
432000,1749659421.6428697,-9.699458122253418,401.8386609554291,0:06:41.838661
444000,1749659433.217866,-9.655385971069336,413.4136571884155,0:06:53.413657
