step,wall_time,train_loss,relative_seconds,relative_time
24000,1749659019.8042462,8347387.5,0.0,0:00:00
36000,1749659031.71832,7705592.5,11.914073705673218,0:00:11.914074
48000,1749659043.621412,7592606.5,23.817165851593018,0:00:23.817166
60000,1749659055.4933014,7198582.5,35.68905520439148,0:00:35.689055
72000,1749659067.3129046,6810761.5,47.50865840911865,0:00:47.508658
84000,1749659078.7375674,6871454.5,58.93332123756409,0:00:58.933321
96000,1749659090.182213,6200975.0,70.37796688079834,0:01:10.377967
108000,1749659102.1953099,6111466.0,82.39106369018555,0:01:22.391064
120000,1749659114.05383,5745742.0,94.24958372116089,0:01:34.249584
132000,1749659125.8779583,5513536.0,106.07371211051941,0:01:46.073712
144000,1749659137.793136,5417039.5,117.98888969421387,0:01:57.988890
156000,1749659149.6804376,5039066.0,129.87619137763977,0:02:09.876191
168000,1749659161.5381174,4647747.0,141.73387122154236,0:02:21.733871
180000,1749659172.7736106,4351574.0,152.96936440467834,0:02:32.969364
192000,1749659184.4851449,4297801.5,164.68089866638184,0:02:44.680899
204000,1749659196.4394593,3921085.5,176.63521313667297,0:02:56.635213
216000,1749659208.327315,3469762.0,188.5230689048767,0:03:08.523069
228000,1749659220.2021034,3376933.0,200.39785718917847,0:03:20.397857
240000,1749659232.0103767,2881068.75,212.20613050460815,0:03:32.206131
252000,1749659243.7444973,2556566.5,223.94025111198425,0:03:43.940251
264000,1749659257.0661888,2508406.75,237.26194262504578,0:03:57.261943
276000,1749659268.294392,2251694.75,248.49014592170715,0:04:08.490146
288000,1749659279.9535296,1929825.125,260.14928340911865,0:04:20.149283
300000,1749659291.8228478,1659974.875,272.0186016559601,0:04:32.018602
312000,1749659303.8371272,1518479.25,284.03288102149963,0:04:44.032881
324000,1749659315.7743437,1152337.25,295.9700975418091,0:04:55.970098
336000,1749659327.7329361,1044270.8125,307.92868995666504,0:05:07.928690
348000,1749659339.6560562,897191.0625,319.8518099784851,0:05:19.851810
360000,1749659351.1925404,691528.25,331.3882942199707,0:05:31.388294
372000,1749659362.4914346,526233.9375,342.6871883869171,0:05:42.687188
384000,1749659374.3594704,431937.0,354.55522418022156,0:05:54.555224
396000,1749659386.243599,312680.4375,366.4393527507782,0:06:06.439353
408000,1749659398.1032414,232592.09375,378.29899525642395,0:06:18.298995
420000,1749659409.9034119,179943.5,390.0991656780243,0:06:30.099166
432000,1749659421.6429288,107228.8828125,401.8386826515198,0:06:41.838683
444000,1749659433.2179234,71863.3515625,413.4136772155762,0:06:53.413677
456000,1749659444.3419929,44279.5390625,424.53774666786194,0:07:04.537747
468000,1749659456.03012,23693.47265625,436.225873708725,0:07:16.225874
480000,1749659467.7539065,12359.7177734375,447.9496603012085,0:07:27.949660
492000,1749659479.5090113,3870.999267578125,459.70476508140564,0:07:39.704765
504000,1749659491.1664464,1579.5213623046875,471.36220026016235,0:07:51.362200
516000,1749659502.8247402,814.9208984375,483.0204939842224,0:08:03.020494
528000,1749659514.2176752,966.6356811523438,494.4134290218353,0:08:14.413429
540000,1749659525.3918295,438.3429870605469,505.58758330345154,0:08:25.587583
552000,1749659537.155265,620.1561279296875,517.3510189056396,0:08:37.351019
564000,1749659548.8041675,512.8037719726562,528.9999213218689,0:08:48.999921
576000,1749659560.4630837,448.3581848144531,540.658837556839,0:09:00.658838
588000,1749659572.1095867,410.435791015625,552.3053405284882,0:09:12.305341
600000,1749659583.781282,334.5650939941406,563.9770357608795,0:09:23.977036
612000,1749659595.0456965,535.4931640625,575.2414503097534,0:09:35.241450
624000,1749659606.313333,491.863525390625,586.5090868473053,0:09:46.509087
636000,1749659618.1757755,392.3587341308594,598.371529340744,0:09:58.371529
648000,1749659629.9162757,880.9887084960938,610.1120295524597,0:10:10.112030
660000,1749659641.5707736,569.2907104492188,621.7665274143219,0:10:21.766527
672000,1749659653.2435641,349.3570251464844,633.4393179416656,0:10:33.439318
684000,1749659664.9213004,386.2369384765625,645.1170542240143,0:10:45.117054
696000,1749659676.1353054,418.15521240234375,656.331059217453,0:10:56.331059
708000,1749659687.5683897,556.6886596679688,667.7641434669495,0:11:07.764143
720000,1749659699.3724465,370.1686096191406,679.5682003498077,0:11:19.568200
732000,1749659711.0816278,435.8153991699219,691.2773816585541,0:11:31.277382
744000,1749659722.7988305,383.27850341796875,702.9945843219757,0:11:42.994584
