step,wall_time,train_value_loss,relative_seconds,relative_time
24000,1749628166.400481,17444580.0,0.0,0:00:00
36000,1749628179.7503638,14272198.0,13.34988284111023,0:00:13.349883
48000,1749628193.1049156,11254747.0,26.704434633255005,0:00:26.704435
60000,1749628206.9396703,8580696.0,40.53918933868408,0:00:40.539189
72000,1749628220.4474092,6028188.0,54.04692816734314,0:00:54.046928
84000,1749628234.0861256,3975477.5,67.68564462661743,0:01:07.685645
96000,1749628247.798561,2517352.75,81.39808011054993,0:01:21.398080
108000,1749628261.0615187,1474563.875,94.66103768348694,0:01:34.661038
120000,1749628274.5769715,812356.8125,108.17649054527283,0:01:48.176491
132000,1749628290.472318,349371.65625,124.07183694839478,0:02:04.071837
144000,1749628304.3013313,123542.0859375,137.9008502960205,0:02:17.900850
156000,1749628317.9342768,24742.033203125,151.53379583358765,0:02:31.533796
168000,1749628331.3997476,2813.22119140625,164.99926662445068,0:02:44.999267
180000,1749628344.838035,2503.93505859375,178.43755412101746,0:02:58.437554
192000,1749628358.3218381,2430.189453125,191.9213571548462,0:03:11.921357
204000,1749628372.094306,1746.6099853515625,205.69382500648499,0:03:25.693825
216000,1749628385.602601,2764.29345703125,219.2021200656891,0:03:39.202120
228000,1749628399.0710912,1912.030029296875,232.67061018943787,0:03:52.670610
240000,1749628412.352534,2397.75439453125,245.95205307006836,0:04:05.952053
252000,1749628425.6058748,1370.098388671875,259.20539379119873,0:04:19.205394
264000,1749628439.0323217,3534.094970703125,272.6318407058716,0:04:32.631841
276000,1749628452.5321493,1460.5006103515625,286.1316683292389,0:04:46.131668
288000,1749628466.0966341,3452.16748046875,299.6961531639099,0:04:59.696153
300000,1749628479.7062569,1438.5584716796875,313.3057758808136,0:05:13.305776
312000,1749628493.3516645,2488.130615234375,326.9511835575104,0:05:26.951184
324000,1749628506.8882864,1789.305908203125,340.4878053665161,0:05:40.487805
336000,1749628520.721665,2351.564453125,354.3211839199066,0:05:54.321184
348000,1749628534.406693,1419.7432861328125,368.0062119960785,0:06:08.006212
360000,1749628547.870577,2716.04345703125,381.4700961112976,0:06:21.470096
372000,1749628561.5348787,985.9855346679688,395.13439774513245,0:06:35.134398
384000,1749628574.9078407,2728.642333984375,408.5073597431183,0:06:48.507360
396000,1749628588.5298893,1148.1605224609375,422.1294083595276,0:07:02.129408
408000,1749628602.1165485,2441.231201171875,435.7160675525665,0:07:15.716068
420000,1749628616.0223646,867.3348388671875,449.62188363075256,0:07:29.621884
432000,1749628629.8894029,2765.4345703125,463.48892188072205,0:07:43.488922
444000,1749628643.2587745,1085.176513671875,476.8582935333252,0:07:56.858294
456000,1749628656.911812,2526.23681640625,490.5113310813904,0:08:10.511331
468000,1749628670.4165654,1126.50048828125,504.01608443260193,0:08:24.016084
480000,1749628683.742499,1578.8231201171875,517.3420181274414,0:08:37.342018
492000,1749628697.2053475,1143.6793212890625,530.8048665523529,0:08:50.804867
504000,1749628710.7032435,2049.02685546875,544.3027625083923,0:09:04.302763
516000,1749628724.048831,1058.559326171875,557.6483500003815,0:09:17.648350
528000,1749628737.686267,1288.0023193359375,571.2857859134674,0:09:31.285786
540000,1749628751.368432,730.8841552734375,584.9679510593414,0:09:44.967951
552000,1749628764.9313364,1006.9577026367188,598.5308554172516,0:09:58.530855
564000,1749628778.6032917,646.53466796875,612.2028107643127,0:10:12.202811
576000,1749628792.4758844,1347.0457763671875,626.0754034519196,0:10:26.075403
588000,1749628806.4598284,1015.5230712890625,640.0593473911285,0:10:40.059347
600000,1749628820.2093742,1014.4017333984375,653.8088932037354,0:10:53.808893
612000,1749628833.888071,837.0360107421875,667.4875900745392,0:11:07.487590
624000,1749628847.9388378,983.5239868164062,681.5383567810059,0:11:21.538357
636000,1749628861.7235317,502.3185729980469,695.323050737381,0:11:35.323051
648000,1749628875.3406715,900.5928955078125,708.9401905536652,0:11:48.940191
660000,1749628888.9198937,522.6444702148438,722.5194127559662,0:12:02.519413
672000,1749628905.768655,775.4872436523438,739.3681740760803,0:12:19.368174
684000,1749628919.3231192,453.18841552734375,752.9226381778717,0:12:32.922638
696000,1749628932.7602704,617.259765625,766.3597893714905,0:12:46.359789
708000,1749628946.3149235,383.5303039550781,779.9144425392151,0:12:59.914443
720000,1749628959.883886,638.1064453125,793.4834051132202,0:13:13.483405
732000,1749628973.6735857,359.11669921875,807.2731046676636,0:13:27.273105
744000,1749628987.2781742,383.6330871582031,820.8776931762695,0:13:40.877693
756000,1749629000.8131962,384.5925598144531,834.4127151966095,0:13:54.412715
768000,1749629014.0608077,407.583251953125,847.6603267192841,0:14:07.660327
780000,1749629027.3083446,352.47222900390625,860.9078636169434,0:14:20.907864
792000,1749629040.5031757,373.4598693847656,874.1026947498322,0:14:34.102695
804000,1749629053.972773,261.9484558105469,887.5722920894623,0:14:47.572292
816000,1749629067.391892,289.3030090332031,900.9914109706879,0:15:00.991411
828000,1749629080.7815626,230.67198181152344,914.3810815811157,0:15:14.381082
840000,1749629094.314439,245.47903442382812,927.9139580726624,0:15:27.913958
852000,1749629107.6937249,126.38988494873047,941.2932438850403,0:15:41.293244
864000,1749629121.0966291,152.5612335205078,954.6961481571198,0:15:54.696148
876000,1749629134.5551293,143.6713409423828,968.1546483039856,0:16:08.154648
888000,1749629147.8282015,116.58772277832031,981.4277205467224,0:16:21.427721
900000,1749629161.412995,138.2870635986328,995.0125141143799,0:16:35.012514
912000,1749629174.749906,122.5705795288086,1008.3494250774384,0:16:48.349425
924000,1749629188.5452793,119.39598846435547,1022.1447982788086,0:17:02.144798
936000,1749629201.860656,118.497802734375,1035.460175037384,0:17:15.460175
948000,1749629215.382429,119.30411529541016,1048.9819478988647,0:17:28.981948
960000,1749629228.9918792,109.11398315429688,1062.5913982391357,0:17:42.591398
972000,1749629242.0730474,118.94197845458984,1075.6725664138794,0:17:55.672566
984000,1749629254.9909117,125.941162109375,1088.5904307365417,0:18:08.590431
996000,1749629268.2686589,109.0720443725586,1101.8681778907776,0:18:21.868178
1008000,1749629281.999881,101.32579040527344,1115.5994000434875,0:18:35.599400
1020000,1749629295.5260613,111.8365249633789,1129.1255803108215,0:18:49.125580
1032000,1749629308.9609363,110.01130676269531,1142.5604553222656,0:19:02.560455
1044000,1749629322.532988,100.25276947021484,1156.1325070858002,0:19:16.132507
1056000,1749629335.6268492,95.52139282226562,1169.226368188858,0:19:29.226368
1068000,1749629348.9823272,99.42217254638672,1182.5818462371826,0:19:42.581846
1080000,1749629362.4811141,100.28453063964844,1196.0806331634521,0:19:56.080633
1092000,1749629375.8490486,103.88745880126953,1209.4485676288605,0:20:09.448568
1104000,1749629389.2395952,96.67338562011719,1222.839114189148,0:20:22.839114
1116000,1749629403.0963845,98.71927642822266,1236.6959035396576,0:20:36.695904
1128000,1749629416.6007318,99.82107543945312,1250.200250864029,0:20:50.200251
1140000,1749629429.9311469,98.41998291015625,1263.5306658744812,0:21:03.530666
1152000,1749629443.5084193,99.45645904541016,1277.1079382896423,0:21:17.107938
1164000,1749629457.0877721,98.92779541015625,1290.6872911453247,0:21:30.687291
1176000,1749629470.6209147,97.70890808105469,1304.2204337120056,0:21:44.220434
1188000,1749629483.939904,98.73243713378906,1317.5394229888916,0:21:57.539423
1200000,1749629497.491357,98.0953369140625,1331.0908761024475,0:22:11.090876
1212000,1749629513.8312218,98.34915924072266,1347.4307408332825,0:22:27.430741
1224000,1749629529.0947752,98.0816879272461,1362.6942942142487,0:22:42.694294
1236000,1749629544.142712,97.60332489013672,1377.7422311306,0:22:57.742231
1248000,1749629557.8340626,97.60482788085938,1391.4335815906525,0:23:11.433582
1260000,1749629571.1304364,97.41847229003906,1404.7299554347992,0:23:24.729955
1272000,1749629584.4391494,97.25067138671875,1418.0386683940887,0:23:38.038668
1284000,1749629597.8195932,96.98188018798828,1431.4191122055054,0:23:51.419112
1296000,1749629611.307155,94.61114501953125,1444.9066739082336,0:24:04.906674
1308000,1749629624.7868726,96.85269165039062,1458.3863916397095,0:24:18.386392
1320000,1749629638.2085443,96.35956573486328,1471.8080632686615,0:24:31.808063
1332000,1749629651.6088984,96.21034240722656,1485.208417415619,0:24:45.208417
1344000,1749629665.0008764,96.048095703125,1498.6003954410553,0:24:58.600395
1356000,1749629678.5577786,95.81584167480469,1512.1572976112366,0:25:12.157298
1368000,1749629691.9814084,95.69880676269531,1525.5809273719788,0:25:25.580927
1380000,1749629705.4581065,95.04363250732422,1539.0576255321503,0:25:39.057626
1392000,1749629718.9390516,95.22944641113281,1552.5385706424713,0:25:52.538571
1404000,1749629732.5640686,94.99574279785156,1566.1635875701904,0:26:06.163588
1416000,1749629746.064209,94.63780975341797,1579.6637279987335,0:26:19.663728
1428000,1749629759.4254117,94.54808044433594,1593.024930715561,0:26:33.024931
1440000,1749629772.788103,94.26141357421875,1606.3876221179962,0:26:46.387622
1452000,1749629786.3562589,94.02667999267578,1619.9557778835297,0:26:59.955778
1464000,1749629799.723509,93.77037811279297,1633.323028087616,0:27:13.323028
1476000,1749629813.3609612,93.57880401611328,1646.9604802131653,0:27:26.960480
1488000,1749629827.1263194,93.28980255126953,1660.7258384227753,0:27:40.725838
1500000,1749629840.5744302,93.10476684570312,1674.1739492416382,0:27:54.173949
1512000,1749629854.0780997,92.56349182128906,1687.6776187419891,0:28:07.677619
1524000,1749629867.2566738,92.57534790039062,1700.8561928272247,0:28:20.856193
1536000,1749629880.9370818,92.2159423828125,1714.5366008281708,0:28:34.536601
1548000,1749629894.391621,92.05940246582031,1727.991140127182,0:28:47.991140
1560000,1749629907.8745952,91.74699401855469,1741.4741141796112,0:29:01.474114
1572000,1749629921.4666176,91.26921081542969,1755.066136598587,0:29:15.066137
1584000,1749629934.8966265,91.310791015625,1768.4961454868317,0:29:28.496145
1596000,1749629948.1589897,90.95196533203125,1781.758508682251,0:29:41.758509
1608000,1749629961.3371894,90.7579345703125,1794.9367084503174,0:29:54.936708
1620000,1749629975.0218349,90.36289978027344,1808.6213538646698,0:30:08.621354
1632000,1749629988.491945,90.24546813964844,1822.0914640426636,0:30:22.091464
1644000,1749630002.0869203,89.79402160644531,1835.6864392757416,0:30:35.686439
1656000,1749630015.652888,89.73374938964844,1849.2524070739746,0:30:49.252407
1668000,1749630029.0954728,89.19822692871094,1862.694991827011,0:31:02.694992
1680000,1749630042.6987345,89.1543960571289,1876.2982535362244,0:31:16.298254
1692000,1749630056.7275274,88.90164947509766,1890.3270463943481,0:31:30.327046
1704000,1749630070.4011996,88.7003173828125,1904.0007185935974,0:31:44.000719
1716000,1749630083.9332652,88.4844741821289,1917.5327842235565,0:31:57.532784
1728000,1749630097.2418895,87.79273223876953,1930.8414084911346,0:32:10.841408
1740000,1749630110.627656,87.8494644165039,1944.2271749973297,0:32:24.227175
1752000,1749630124.1236885,87.66645050048828,1957.7232074737549,0:32:37.723207
1764000,1749630137.478722,87.06949615478516,1971.078241109848,0:32:51.078241
1776000,1749630150.985246,87.0048599243164,1984.584764957428,0:33:04.584765
