step,wall_time,ep_len_mean,relative_seconds,relative_time
12000,1749628153.6302514,24.0,0.0,0:00:00
24000,1749628166.5174532,24.0,12.88720178604126,0:00:12.887202
36000,1749628179.8603787,24.0,26.230127334594727,0:00:26.230127
48000,1749628193.2251534,24.0,39.59490203857422,0:00:39.594902
60000,1749628207.060384,24.0,53.43013262748718,0:00:53.430133
72000,1749628220.5665634,24.0,66.93631196022034,0:01:06.936312
84000,1749628234.2065516,24.0,80.57630014419556,0:01:20.576300
96000,1749628247.9007945,24.0,94.2705430984497,0:01:34.270543
108000,1749628261.1753688,24.0,107.54511737823486,0:01:47.545117
120000,1749628274.6741812,24.0,121.04392981529236,0:02:01.043930
132000,1749628290.5739272,24.0,136.94367575645447,0:02:16.943676
144000,1749628304.406702,24.0,150.77645063400269,0:02:30.776451
156000,1749628318.0301638,24.0,164.39991235733032,0:02:44.399912
168000,1749628331.4960315,24.0,177.86578011512756,0:02:57.865780
180000,1749628344.9362998,24.0,191.3060483932495,0:03:11.306048
192000,1749628358.4162393,24.0,204.7859878540039,0:03:24.785988
204000,1749628372.1924791,24.0,218.56222772598267,0:03:38.562228
216000,1749628385.6975696,24.0,232.06731820106506,0:03:52.067318
228000,1749628399.1667695,24.0,245.53651809692383,0:04:05.536518
240000,1749628412.4474254,24.0,258.8171739578247,0:04:18.817174
252000,1749628425.7014825,24.0,272.0712311267853,0:04:32.071231
264000,1749628439.1280797,24.0,285.49782824516296,0:04:45.497828
276000,1749628452.6331084,24.0,299.0028569698334,0:04:59.002857
288000,1749628466.1935356,24.0,312.56328415870667,0:05:12.563284
300000,1749628479.7995403,24.0,326.1692888736725,0:05:26.169289
312000,1749628493.448738,24.0,339.81848669052124,0:05:39.818487
324000,1749628506.9864554,24.0,353.35620403289795,0:05:53.356204
336000,1749628520.81951,24.0,367.18925857543945,0:06:07.189259
348000,1749628534.504279,24.0,380.87402749061584,0:06:20.874027
360000,1749628547.972929,24.0,394.3426775932312,0:06:34.342678
372000,1749628561.6336465,24.0,408.0033950805664,0:06:48.003395
384000,1749628575.021164,24.0,421.3909125328064,0:07:01.390913
396000,1749628588.6319098,24.0,435.00165843963623,0:07:15.001658
408000,1749628602.2131608,24.0,448.58290934562683,0:07:28.582909
420000,1749628616.142757,24.0,462.51250553131104,0:07:42.512506
432000,1749628629.9856033,24.0,476.35535192489624,0:07:56.355352
444000,1749628643.3579984,24.0,489.727746963501,0:08:09.727747
456000,1749628657.0057516,24.0,503.37550020217896,0:08:23.375500
468000,1749628670.5398006,24.0,516.9095492362976,0:08:36.909549
480000,1749628683.8351324,24.0,530.2048809528351,0:08:50.204881
492000,1749628697.3064857,24.0,543.6762342453003,0:09:03.676234
504000,1749628710.8163505,24.0,557.1860990524292,0:09:17.186099
516000,1749628724.145282,24.0,570.5150306224823,0:09:30.515031
528000,1749628737.7802725,24.0,584.1500210762024,0:09:44.150021
540000,1749628751.4695992,24.0,597.8393478393555,0:09:57.839348
552000,1749628765.0271733,24.0,611.3969218730927,0:10:11.396922
564000,1749628778.6996891,24.0,625.0694377422333,0:10:25.069438
576000,1749628792.5827823,24.0,638.9525308609009,0:10:38.952531
588000,1749628806.5595691,24.0,652.9293177127838,0:10:52.929318
600000,1749628820.326195,24.0,666.6959435939789,0:11:06.695944
612000,1749628833.9928346,24.0,680.3625831604004,0:11:20.362583
624000,1749628848.0540135,24.0,694.4237620830536,0:11:34.423762
636000,1749628861.8216417,24.0,708.1913902759552,0:11:48.191390
648000,1749628875.4365878,24.0,721.8063364028931,0:12:01.806336
660000,1749628889.0155973,24.0,735.3853459358215,0:12:15.385346
672000,1749628905.8635533,24.0,752.2333018779755,0:12:32.233302
684000,1749628919.4189377,24.0,765.7886862754822,0:12:45.788686
696000,1749628932.854889,24.0,779.2246375083923,0:12:59.224638
708000,1749628946.4284682,24.0,792.7982168197632,0:13:12.798217
720000,1749628959.9851403,24.0,806.3548889160156,0:13:26.354889
732000,1749628973.7739518,24.0,820.1437003612518,0:13:40.143700
744000,1749628987.3726974,24.0,833.7424459457397,0:13:53.742446
756000,1749629000.9098263,24.0,847.2795748710632,0:14:07.279575
768000,1749629014.156818,24.0,860.5265665054321,0:14:20.526567
780000,1749629027.4459064,24.0,873.8156549930573,0:14:33.815655
792000,1749629040.6044958,24.0,886.9742443561554,0:14:46.974244
804000,1749629054.0892916,24.0,900.4590401649475,0:15:00.459040
816000,1749629067.511526,24.0,913.8812747001648,0:15:13.881275
828000,1749629080.8971164,24.0,927.2668650150299,0:15:27.266865
840000,1749629094.4116893,24.0,940.7814378738403,0:15:40.781438
852000,1749629107.8138642,24.0,954.1836128234863,0:15:54.183613
864000,1749629121.294178,24.0,967.6639266014099,0:16:07.663927
876000,1749629134.7668304,24.0,981.1365790367126,0:16:21.136579
888000,1749629148.0027955,24.0,994.3725440502167,0:16:34.372544
900000,1749629161.604103,24.0,1007.9738516807556,0:16:47.973852
912000,1749629174.9234047,24.0,1021.2931532859802,0:17:01.293153
924000,1749629188.736595,24.0,1035.1063435077667,0:17:15.106344
936000,1749629202.0420992,24.0,1048.4118478298187,0:17:28.411848
948000,1749629215.5883615,24.0,1061.9581100940704,0:17:41.958110
960000,1749629229.1772828,24.0,1075.547031402588,0:17:55.547031
972000,1749629242.2456496,24.0,1088.6153981685638,0:18:08.615398
984000,1749629255.123124,24.0,1101.4928724765778,0:18:21.492872
996000,1749629268.3834696,24.0,1114.7532181739807,0:18:34.753218
1008000,1749629282.098878,24.0,1128.468626499176,0:18:48.468626
1020000,1749629295.6363726,24.0,1142.0061211585999,0:19:02.006121
1032000,1749629309.0590203,24.0,1155.4287688732147,0:19:15.428769
1044000,1749629322.6314313,24.0,1169.001179933548,0:19:29.001180
1056000,1749629335.7281718,24.0,1182.0979204177856,0:19:42.097920
1068000,1749629349.0782373,24.0,1195.4479858875275,0:19:55.447986
1080000,1749629362.5923693,24.0,1208.9621179103851,0:20:08.962118
1092000,1749629375.965145,24.0,1222.3348937034607,0:20:22.334894
1104000,1749629389.3353088,24.0,1235.7050573825836,0:20:35.705057
1116000,1749629403.1968627,24.0,1249.566611289978,0:20:49.566611
1128000,1749629416.6974437,24.0,1263.0671923160553,0:21:03.067192
1140000,1749629430.027049,24.0,1276.396797657013,0:21:16.396798
1152000,1749629443.605345,24.0,1289.9750936031342,0:21:29.975094
1164000,1749629457.1834319,24.0,1303.5531804561615,0:21:43.553180
1176000,1749629470.7168233,24.0,1317.086571931839,0:21:57.086572
1188000,1749629484.0368893,24.0,1330.4066379070282,0:22:10.406638
1200000,1749629497.5952206,24.0,1343.9649691581726,0:22:23.964969
1212000,1749629513.9299972,24.0,1360.299745798111,0:22:40.299746
1224000,1749629529.205216,24.0,1375.5749645233154,0:22:55.574965
1236000,1749629544.3287458,24.0,1390.6984944343567,0:23:10.698494
1248000,1749629558.015191,24.0,1404.3849396705627,0:23:24.384940
1260000,1749629571.2313035,24.0,1417.6010520458221,0:23:37.601052
1272000,1749629584.539576,24.0,1430.909324645996,0:23:50.909325
1284000,1749629597.9314835,24.0,1444.301232099533,0:24:04.301232
1296000,1749629611.4070349,24.0,1457.776783466339,0:24:17.776783
1308000,1749629624.8840394,24.0,1471.2537879943848,0:24:31.253788
1320000,1749629638.3020377,24.0,1484.6717863082886,0:24:44.671786
1332000,1749629651.7065184,24.0,1498.076267004013,0:24:58.076267
1344000,1749629665.0978918,24.0,1511.4676403999329,0:25:11.467640
1356000,1749629678.654626,24.0,1525.0243744850159,0:25:25.024374
1368000,1749629692.0772114,24.0,1538.4469599723816,0:25:38.446960
1380000,1749629705.5621016,24.0,1551.931850194931,0:25:51.931850
1392000,1749629719.0520759,24.0,1565.4218244552612,0:26:05.421824
1404000,1749629732.7123313,24.0,1579.0820798873901,0:26:19.082080
1416000,1749629746.1626081,24.0,1592.5323567390442,0:26:32.532357
1428000,1749629759.5230942,24.0,1605.8928427696228,0:26:45.892843
1440000,1749629772.8874474,24.0,1619.2571959495544,0:26:59.257196
1452000,1749629786.4685616,24.0,1632.8383102416992,0:27:12.838310
1464000,1749629799.8232944,24.0,1646.1930429935455,0:27:26.193043
1476000,1749629813.4789226,24.0,1659.8486711978912,0:27:39.848671
1488000,1749629827.2219515,24.0,1673.5917000770569,0:27:53.591700
1500000,1749629840.709287,24.0,1687.0790355205536,0:28:07.079036
