step,wall_time,train_explained_variance,relative_seconds,relative_time
24000,1749612119.9031782,3.331899642944336e-05,0.0,0:00:00
36000,1749612135.078093,-0.0001327991485595703,15.174914836883545,0:00:15.174915
48000,1749612149.8895652,-6.103515625e-05,29.986387014389038,0:00:29.986387
60000,1749612164.7707174,-2.7418136596679688e-06,44.867539167404175,0:00:44.867539
72000,1749612179.9157286,-5.245208740234375e-06,60.012550354003906,0:01:00.012550
84000,1749612194.1039307,-3.2186508178710938e-06,74.20075249671936,0:01:14.200752
96000,1749612209.4040864,-9.5367431640625e-07,89.5009081363678,0:01:29.500908
108000,1749612227.3863244,-1.5497207641601562e-06,107.48314619064331,0:01:47.483146
120000,1749612244.0534256,-1.6689300537109375e-06,124.15024733543396,0:02:04.150247
132000,1749612258.9755185,-2.1457672119140625e-06,139.07234025001526,0:02:19.072340
144000,1749612274.2722726,-3.5762786865234375e-06,154.36909437179565,0:02:34.369094
156000,1749612288.236477,-3.337860107421875e-06,168.3332986831665,0:02:48.333299
168000,1749612302.119311,-6.556510925292969e-06,182.2161328792572,0:03:02.216133
180000,1749612316.2396176,-5.125999450683594e-06,196.336439371109,0:03:16.336439
192000,1749612330.5740733,-1.9073486328125e-06,210.6708950996399,0:03:30.670895
204000,1749612345.9535258,-6.556510925292969e-06,226.05034756660461,0:03:46.050348
216000,1749612361.3125892,-1.0967254638671875e-05,241.40941095352173,0:04:01.409411
228000,1749612376.7497003,-5.841255187988281e-06,256.8465220928192,0:04:16.846522
240000,1749612392.0893598,-9.417533874511719e-06,272.18618154525757,0:04:32.186182
252000,1749612407.7938175,-2.9802322387695312e-06,287.89063930511475,0:04:47.890639
264000,1749612423.55686,-6.079673767089844e-06,303.6536817550659,0:05:03.653682
276000,1749612439.070507,-7.033348083496094e-06,319.1673288345337,0:05:19.167329
288000,1749612454.1187136,-3.337860107421875e-06,334.215535402298,0:05:34.215535
300000,1749612468.8170347,1.5497207641601562e-06,348.91385650634766,0:05:48.913857
312000,1749612483.8433883,-5.4836273193359375e-06,363.94021010398865,0:06:03.940210
324000,1749612498.0580666,-1.0251998901367188e-05,378.15488839149475,0:06:18.154888
336000,1749612512.9697294,-5.841255187988281e-06,393.0665512084961,0:06:33.066551
348000,1749612528.0441883,-8.344650268554688e-06,408.14101004600525,0:06:48.141010
360000,1749612542.9954932,-7.987022399902344e-06,423.0923149585724,0:07:03.092315
372000,1749612558.1532114,-4.887580871582031e-06,438.2500331401825,0:07:18.250033
384000,1749612573.5153782,-5.0067901611328125e-06,453.6122000217438,0:07:33.612200
396000,1749612589.306174,-2.0265579223632812e-06,469.40299582481384,0:07:49.402996
408000,1749612605.1149864,-1.4543533325195312e-05,485.2118082046509,0:08:05.211808
420000,1749612620.3428395,-1.4066696166992188e-05,500.43966126441956,0:08:20.439661
432000,1749612635.4243405,-1.3470649719238281e-05,515.5211622714996,0:08:35.521162
444000,1749612650.8046596,-8.344650268554688e-06,530.9014813899994,0:08:50.901481
456000,1749612666.0028226,-8.463859558105469e-06,546.0996444225311,0:09:06.099644
468000,1749612680.6801858,-3.933906555175781e-06,560.7770075798035,0:09:20.777008
480000,1749612695.6424117,-1.5497207641601562e-05,575.7392334938049,0:09:35.739233
492000,1749612710.7379518,-6.4373016357421875e-06,590.8347735404968,0:09:50.834774
504000,1749612726.1597476,-1.537799835205078e-05,606.2565693855286,0:10:06.256569
516000,1749612741.9955282,-1.0013580322265625e-05,622.0923500061035,0:10:22.092350
528000,1749612757.3816755,-1.3113021850585938e-05,637.4784972667694,0:10:37.478497
540000,1749612771.2670338,-4.887580871582031e-06,651.363855600357,0:10:51.363856
552000,1749612786.4446647,-1.4901161193847656e-05,666.5414865016937,0:11:06.541487
564000,1749612801.515948,-1.3232231140136719e-05,681.6127698421478,0:11:21.612770
576000,1749612816.0203476,-5.4836273193359375e-06,696.117169380188,0:11:36.117169
588000,1749612831.1310225,-5.245208740234375e-06,711.2278442382812,0:11:51.227844
600000,1749612850.2580316,-1.7881393432617188e-05,730.3548533916473,0:12:10.354853
612000,1749612865.266134,3.7550926208496094e-06,745.3629558086395,0:12:25.362956
624000,1749612880.6588557,-5.4836273193359375e-06,760.7556774616241,0:12:40.755677
636000,1749612896.4246273,-9.894371032714844e-06,776.5214490890503,0:12:56.521449
648000,1749612910.3599172,-1.1324882507324219e-05,790.456738948822,0:13:10.456739
660000,1749612925.199628,-1.2278556823730469e-05,805.2964498996735,0:13:25.296450
672000,1749612940.4291894,-1.5020370483398438e-05,820.5260112285614,0:13:40.526011
684000,1749612955.5811794,-1.5020370483398438e-05,835.67800116539,0:13:55.678001
696000,1749612970.4469655,-1.7762184143066406e-05,850.543787240982,0:14:10.543787
708000,1749612985.6792426,-8.940696716308594e-06,865.7760643959045,0:14:25.776064
720000,1749613000.3184223,-2.849102020263672e-05,880.415244102478,0:14:40.415244
732000,1749613015.595505,-6.67572021484375e-06,895.6923267841339,0:14:55.692327
744000,1749613030.9278593,-1.5139579772949219e-05,911.0246810913086,0:15:11.024681
756000,1749613046.1178572,-1.621246337890625e-05,926.2146790027618,0:15:26.214679
768000,1749613061.6806278,-1.0371208190917969e-05,941.7774496078491,0:15:41.777450
780000,1749613077.120268,-9.179115295410156e-06,957.2170898914337,0:15:57.217090
792000,1749613092.9963813,-2.7894973754882812e-05,973.0932030677795,0:16:13.093203
804000,1749613107.2195234,-2.5153160095214844e-05,987.3163452148438,0:16:27.316345
816000,1749613122.2957776,-3.5762786865234375e-07,1002.3925993442535,0:16:42.392599
828000,1749613137.631879,-1.8835067749023438e-05,1017.728700876236,0:16:57.728701
840000,1749613153.068758,-3.719329833984375e-05,1033.1655797958374,0:17:13.165580
852000,1749613168.1862135,-1.3113021850585938e-06,1048.2830352783203,0:17:28.283035
864000,1749613183.7108483,-1.7762184143066406e-05,1063.8076701164246,0:17:43.807670
876000,1749613197.7289264,-3.528594970703125e-05,1077.825748205185,0:17:57.825748
888000,1749613212.0080183,-3.921985626220703e-05,1092.104840040207,0:18:12.104840
900000,1749613227.6427484,-2.086162567138672e-05,1107.7395701408386,0:18:27.739570
912000,1749613243.372878,-5.2094459533691406e-05,1123.4696998596191,0:18:43.469700
924000,1749613259.431544,-3.5762786865234375e-05,1139.5283658504486,0:18:59.528366
936000,1749613274.0917966,-3.1828880310058594e-05,1154.1886184215546,0:19:14.188618
948000,1749613289.5546072,-3.6716461181640625e-05,1169.651428937912,0:19:29.651429
960000,1749613305.6204321,-2.562999725341797e-05,1185.7172539234161,0:19:45.717254
972000,1749613321.2053444,-1.5974044799804688e-05,1201.302166223526,0:20:01.302166
984000,1749613338.047993,-5.447864532470703e-05,1218.1448147296906,0:20:18.144815
996000,1749613353.7038598,-7.510185241699219e-06,1233.800681591034,0:20:33.800682
1008000,1749613369.575985,-5.6862831115722656e-05,1249.6728067398071,0:20:49.672807
1020000,1749613385.477094,-4.076957702636719e-05,1265.573915719986,0:21:05.573916
1032000,1749613400.9525518,-3.552436828613281e-05,1281.049373626709,0:21:21.049374
1044000,1749613416.2594438,-4.875659942626953e-05,1296.3562655448914,0:21:36.356266
1056000,1749613431.6351671,-4.1604042053222656e-05,1311.7319889068604,0:21:51.731989
1068000,1749613449.0614276,-7.534027099609375e-05,1329.1582493782043,0:22:09.158249
1080000,1749613465.268965,-3.0994415283203125e-05,1345.3657867908478,0:22:25.365787
1092000,1749613481.2879324,-3.3855438232421875e-05,1361.3847541809082,0:22:41.384754
1104000,1749613497.111776,-6.520748138427734e-05,1377.2085978984833,0:22:57.208598
1116000,1749613512.4702451,-6.663799285888672e-05,1392.5670669078827,0:23:12.567067
1128000,1749613527.4827628,-6.29425048828125e-05,1407.5795845985413,0:23:27.579585
1140000,1749613542.9432845,-0.00013899803161621094,1423.0401062965393,0:23:43.040106
1152000,1749613558.205256,-6.139278411865234e-05,1438.3020777702332,0:23:58.302078
1164000,1749613573.8338046,-0.0002580881118774414,1453.9306263923645,0:24:13.930626
1176000,1749613589.3141146,-0.0002397298812866211,1469.4109363555908,0:24:29.410936
1188000,1749613605.3733642,-0.00017571449279785156,1485.470185995102,0:24:45.470186
1200000,1749613621.380679,-0.00013172626495361328,1501.4775006771088,0:25:01.477501
1212000,1749613636.8309348,-0.00017964839935302734,1516.9277565479279,0:25:16.927757
1224000,1749613652.5074282,-0.00021326541900634766,1532.6042499542236,0:25:32.604250
1236000,1749613666.9794762,-6.914138793945312e-05,1547.0762979984283,0:25:47.076298
1248000,1749613681.120653,-8.225440979003906e-05,1561.2174746990204,0:26:01.217475
1260000,1749613696.8908045,-0.00035643577575683594,1576.9876263141632,0:26:16.987626
1272000,1749613712.4662673,-0.00038814544677734375,1592.563089132309,0:26:32.563089
1284000,1749613726.9360712,-0.0005835294723510742,1607.0328929424286,0:26:47.032893
1296000,1749613741.9524028,-0.0012385845184326172,1622.049224615097,0:27:02.049225
1308000,1749613758.0500894,-0.00032806396484375,1638.1469111442566,0:27:18.146911
