step,wall_time,train_learning_rate,relative_seconds,relative_time
24000,1749903324.8438694,9.999999747378752e-05,0.0,0:00:00
36000,1749903337.9015844,9.999999747378752e-05,13.057714939117432,0:00:13.057715
48000,1749903351.6546645,9.999999747378752e-05,26.810795068740845,0:00:26.810795
60000,1749903364.8156886,9.999999747378752e-05,39.971819162368774,0:00:39.971819
72000,1749903377.9059072,9.999999747378752e-05,53.06203770637512,0:00:53.062038
84000,1749903391.0735488,9.999999747378752e-05,66.2296793460846,0:01:06.229679
96000,1749903404.1747315,9.999999747378752e-05,79.33086204528809,0:01:19.330862
108000,1749903417.3813026,9.999999747378752e-05,92.53743314743042,0:01:32.537433
120000,1749903430.52858,9.999999747378752e-05,105.68471050262451,0:01:45.684711
132000,1749903443.7053967,9.999999747378752e-05,118.86152720451355,0:01:58.861527
144000,1749903456.7628074,9.999999747378752e-05,131.91893792152405,0:02:11.918938
156000,1749903469.720815,9.999999747378752e-05,144.87694549560547,0:02:24.876945
168000,1749903482.6329072,9.999999747378752e-05,157.78903770446777,0:02:37.789038
180000,1749903495.542415,9.999999747378752e-05,170.69854545593262,0:02:50.698545
192000,1749903508.610012,9.999999747378752e-05,183.76614260673523,0:03:03.766143
204000,1749903521.7845774,9.999999747378752e-05,196.9407079219818,0:03:16.940708
216000,1749903534.978423,9.999999747378752e-05,210.13455367088318,0:03:30.134554
228000,1749903548.2283037,9.999999747378752e-05,223.38443422317505,0:03:43.384434
240000,1749903561.2485158,9.999999747378752e-05,236.40464639663696,0:03:56.404646
252000,1749903574.1684299,9.999999747378752e-05,249.32456040382385,0:04:09.324560
264000,1749903587.1255977,9.999999747378752e-05,262.2817282676697,0:04:22.281728
276000,1749903600.103137,9.999999747378752e-05,275.25926756858826,0:04:35.259268
288000,1749903613.13579,9.999999747378752e-05,288.29192066192627,0:04:48.291921
300000,1749903626.1876094,9.999999747378752e-05,301.3437399864197,0:05:01.343740
312000,1749903639.2751346,9.999999747378752e-05,314.4312651157379,0:05:14.431265
324000,1749903652.3630996,9.999999747378752e-05,327.5192301273346,0:05:27.519230
336000,1749903665.5286562,9.999999747378752e-05,340.6847867965698,0:05:40.684787
348000,1749903678.6564019,9.999999747378752e-05,353.81253242492676,0:05:53.812532
360000,1749903691.7676153,9.999999747378752e-05,366.9237458705902,0:06:06.923746
372000,1749903704.657587,9.999999747378752e-05,379.8137176036835,0:06:19.813718
384000,1749903717.690416,9.999999747378752e-05,392.84654664993286,0:06:32.846547
396000,1749903730.8408191,9.999999747378752e-05,405.996949672699,0:06:45.996950
408000,1749903744.057772,9.999999747378752e-05,419.2139024734497,0:06:59.213902
420000,1749903757.2262971,9.999999747378752e-05,432.38242769241333,0:07:12.382428
432000,1749903770.5505564,9.999999747378752e-05,445.7066869735718,0:07:25.706687
444000,1749903783.7941027,9.999999747378752e-05,458.9502332210541,0:07:38.950233
456000,1749903796.8094597,9.999999747378752e-05,471.96559023857117,0:07:51.965590
468000,1749903809.7946393,9.999999747378752e-05,484.95076990127563,0:08:04.950770
480000,1749903822.7852528,9.999999747378752e-05,497.9413833618164,0:08:17.941383
492000,1749903835.8265054,9.999999747378752e-05,510.98263597488403,0:08:30.982636
504000,1749903848.725842,9.999999747378752e-05,523.8819725513458,0:08:43.881973
516000,1749903861.6168354,9.999999747378752e-05,536.7729659080505,0:08:56.772966
528000,1749903874.474014,9.999999747378752e-05,549.6301445960999,0:09:09.630145
540000,1749903887.346943,9.999999747378752e-05,562.5030734539032,0:09:22.503073
552000,1749903900.2549264,9.999999747378752e-05,575.4110569953918,0:09:35.411057
564000,1749903913.0489943,9.999999747378752e-05,588.2051248550415,0:09:48.205125
576000,1749903925.8760002,9.999999747378752e-05,601.0321307182312,0:10:01.032131
588000,1749903938.7158144,9.999999747378752e-05,613.8719449043274,0:10:13.871945
600000,1749903951.7256546,9.999999747378752e-05,626.8817851543427,0:10:26.881785
612000,1749903964.982859,9.999999747378752e-05,640.1389894485474,0:10:40.138989
624000,1749903978.021852,9.999999747378752e-05,653.1779825687408,0:10:53.177983
636000,1749903990.8981552,9.999999747378752e-05,666.0542857646942,0:11:06.054286
648000,1749904003.7220497,9.999999747378752e-05,678.8781802654266,0:11:18.878180
660000,1749904016.540733,9.999999747378752e-05,691.6968636512756,0:11:31.696864
672000,1749904029.4237723,9.999999747378752e-05,704.5799028873444,0:11:44.579903
684000,1749904042.1880205,9.999999747378752e-05,717.34415102005,0:11:57.344151
696000,1749904055.0514662,9.999999747378752e-05,730.2075967788696,0:12:10.207597
708000,1749904067.9221644,9.999999747378752e-05,743.0782949924469,0:12:23.078295
720000,1749904080.700194,9.999999747378752e-05,755.8563244342804,0:12:35.856324
732000,1749904093.4021883,9.999999747378752e-05,768.5583188533783,0:12:48.558319
744000,1749904106.100529,9.999999747378752e-05,781.2566595077515,0:13:01.256660
756000,1749904118.9595506,9.999999747378752e-05,794.1156811714172,0:13:14.115681
768000,1749904131.949353,9.999999747378752e-05,807.1054835319519,0:13:27.105484
780000,1749904145.067559,9.999999747378752e-05,820.2236895561218,0:13:40.223690
792000,1749904158.0321493,9.999999747378752e-05,833.1882798671722,0:13:53.188280
804000,1749904170.8424835,9.999999747378752e-05,845.9986140727997,0:14:05.998614
816000,1749904183.6362317,9.999999747378752e-05,858.7923622131348,0:14:18.792362
828000,1749904196.4599004,9.999999747378752e-05,871.6160309314728,0:14:31.616031
840000,1749904209.2968733,9.999999747378752e-05,884.4530038833618,0:14:44.453004
852000,1749904222.0762823,9.999999747378752e-05,897.232412815094,0:14:57.232413
864000,1749904234.8903356,9.999999747378752e-05,910.0464661121368,0:15:10.046466
876000,1749904247.774717,9.999999747378752e-05,922.9308476448059,0:15:22.930848
888000,1749904260.6524272,9.999999747378752e-05,935.8085577487946,0:15:35.808558
900000,1749904273.2778463,9.999999747378752e-05,948.4339768886566,0:15:48.433977
912000,1749904286.0521543,9.999999747378752e-05,961.2082848548889,0:16:01.208285
924000,1749904298.9775186,9.999999747378752e-05,974.1336491107941,0:16:14.133649
936000,1749904312.020571,9.999999747378752e-05,987.1767015457153,0:16:27.176702
948000,1749904325.1484866,9.999999747378752e-05,1000.3046171665192,0:16:40.304617
960000,1749904338.1030521,9.999999747378752e-05,1013.2591826915741,0:16:53.259183
972000,1749904350.9273734,9.999999747378752e-05,1026.083503961563,0:17:06.083504
984000,1749904363.7483876,9.999999747378752e-05,1038.9045181274414,0:17:18.904518
996000,1749904376.6409292,9.999999747378752e-05,1051.7970597743988,0:17:31.797060
1008000,1749904389.5041246,9.999999747378752e-05,1064.6602551937103,0:17:44.660255
1020000,1749904402.2995067,9.999999747378752e-05,1077.455637216568,0:17:57.455637
1032000,1749904415.1344738,9.999999747378752e-05,1090.290604352951,0:18:10.290604
1044000,1749904427.9421077,9.999999747378752e-05,1103.0982382297516,0:18:23.098238
1056000,1749904440.796189,9.999999747378752e-05,1115.9523196220398,0:18:35.952320
1068000,1749904453.3806233,9.999999747378752e-05,1128.5367538928986,0:18:48.536754
