step,wall_time,ep_len_mean,relative_seconds,relative_time
12000,1749903311.852977,24.0,0.0,0:00:00
24000,1749903324.9616022,24.0,13.108625173568726,0:00:13.108625
36000,1749903338.0286582,24.0,26.175681114196777,0:00:26.175681
48000,1749903351.7681258,24.0,39.91514873504639,0:00:39.915149
60000,1749903364.933148,24.0,53.08017086982727,0:00:53.080171
72000,1749903378.0183887,24.0,66.16541171073914,0:01:06.165412
84000,1749903391.2006161,24.0,79.3476390838623,0:01:19.347639
96000,1749903404.2909806,24.0,92.43800354003906,0:01:32.438004
108000,1749903417.5293028,24.0,105.67632579803467,0:01:45.676326
120000,1749903430.6402123,24.0,118.78723526000977,0:01:58.787235
132000,1749903443.8364835,24.0,131.98350644111633,0:02:11.983506
144000,1749903456.8768678,24.0,145.02389073371887,0:02:25.023891
156000,1749903469.832272,24.0,157.97929501533508,0:02:37.979295
168000,1749903482.847056,24.0,170.994078874588,0:02:50.994079
180000,1749903495.7567744,24.0,183.90379738807678,0:03:03.903797
192000,1749903508.8166544,24.0,196.96367740631104,0:03:16.963677
204000,1749903521.975856,24.0,210.1228790283203,0:03:30.122879
216000,1749903535.0732577,24.0,223.22028064727783,0:03:43.220281
228000,1749903548.3222578,24.0,236.46928071975708,0:03:56.469281
240000,1749903561.3414462,24.0,249.48846912384033,0:04:09.488469
252000,1749903574.2800865,24.0,262.4271094799042,0:04:22.427109
264000,1749903587.2369742,24.0,275.38399720191956,0:04:35.383997
276000,1749903600.230447,24.0,288.3774700164795,0:04:48.377470
288000,1749903613.2617292,24.0,301.40875220298767,0:05:01.408752
300000,1749903626.2989817,24.0,314.44600462913513,0:05:14.446005
312000,1749903639.3887296,24.0,327.53575253486633,0:05:27.535753
324000,1749903652.4757538,24.0,340.6227767467499,0:05:40.622777
336000,1749903665.6389177,24.0,353.78594064712524,0:05:53.785941
348000,1749903678.7792318,24.0,366.9262547492981,0:06:06.926255
360000,1749903691.8803859,24.0,380.0274088382721,0:06:20.027409
372000,1749903704.8783827,24.0,393.0254056453705,0:06:33.025406
384000,1749903717.8660865,24.0,406.0131094455719,0:06:46.013109
396000,1749903731.0172966,24.0,419.16431951522827,0:06:59.164320
408000,1749903744.2305028,24.0,432.377525806427,0:07:12.377526
420000,1749903757.3982472,24.0,445.54527020454407,0:07:25.545270
432000,1749903770.6495378,24.0,458.79656076431274,0:07:38.796561
444000,1749903783.8912206,24.0,472.0382435321808,0:07:52.038244
456000,1749903796.9069061,24.0,485.0539290904999,0:08:05.053929
468000,1749903809.890214,24.0,498.0372369289398,0:08:18.037237
480000,1749903822.8836057,24.0,511.03062868118286,0:08:31.030629
492000,1749903835.9256747,24.0,524.0726976394653,0:08:44.072698
504000,1749903848.819508,24.0,536.9665310382843,0:08:56.966531
516000,1749903861.7132201,24.0,549.8602430820465,0:09:09.860243
528000,1749903874.567488,24.0,562.7145109176636,0:09:22.714511
540000,1749903887.4398863,24.0,575.5869092941284,0:09:35.586909
552000,1749903900.3504422,24.0,588.497465133667,0:09:48.497465
