step,wall_time,train_approx_kl,relative_seconds,relative_time
24000,1749903324.8437946,0.0013306511100381613,0.0,0:00:00
36000,1749903337.9014244,0.001272301422432065,13.057629823684692,0:00:13.057630
48000,1749903351.6545963,0.0016048394609242678,26.81080174446106,0:00:26.810802
60000,1749903364.8155713,0.0007953845779411495,39.971776723861694,0:00:39.971777
72000,1749903377.9058,0.0009700914961285889,53.06200551986694,0:00:53.062006
84000,1749903391.0734699,0.0011471088510006666,66.22967529296875,0:01:06.229675
96000,1749903404.1746275,0.0010961699299514294,79.33083295822144,0:01:19.330833
108000,1749903417.3812244,0.0014900985406711698,92.53742980957031,0:01:32.537430
120000,1749903430.528509,0.0013529000570997596,105.68471431732178,0:01:45.684714
132000,1749903443.7052748,0.0015888211783021688,118.86148023605347,0:01:58.861480
144000,1749903456.7626941,0.0012755385832861066,131.9188995361328,0:02:11.918900
156000,1749903469.7207003,0.002546675270423293,144.87690567970276,0:02:24.876906
168000,1749903482.6328096,0.0026521654799580574,157.78901505470276,0:02:37.789015
180000,1749903495.5423162,0.0024641412310302258,170.6985216140747,0:02:50.698522
192000,1749903508.6099129,0.002357195131480694,183.76611828804016,0:03:03.766118
204000,1749903521.7844675,0.0027125882916152477,196.94067287445068,0:03:16.940673
216000,1749903534.97832,0.0036020830739289522,210.13452529907227,0:03:30.134525
228000,1749903548.2282083,0.0046591064892709255,223.38441371917725,0:03:43.384414
240000,1749903561.2484317,0.0037697814404964447,236.40463709831238,0:03:56.404637
252000,1749903574.168322,0.004180997144430876,249.32452750205994,0:04:09.324528
264000,1749903587.125519,0.004392026923596859,262.2817244529724,0:04:22.281724
276000,1749903600.1030424,0.006002312526106834,275.2592477798462,0:04:35.259248
288000,1749903613.135713,0.005246750544756651,288.29191851615906,0:04:48.291919
300000,1749903626.1875205,0.006344375666230917,301.3437259197235,0:05:01.343726
312000,1749903639.2750165,0.006598641164600849,314.4312219619751,0:05:14.431222
324000,1749903652.3629723,0.006466971244663,327.5191776752472,0:05:27.519178
336000,1749903665.5285861,0.006812568753957748,340.6847915649414,0:05:40.684792
348000,1749903678.6562896,0.0061613149009644985,353.81249499320984,0:05:53.812495
360000,1749903691.7674923,0.007362580858170986,366.92369771003723,0:06:06.923698
372000,1749903704.6574829,0.0069355592131614685,379.81368827819824,0:06:19.813688
384000,1749903717.6903155,0.007158686872571707,392.8465209007263,0:06:32.846521
396000,1749903730.8407145,0.006855804473161697,405.9969198703766,0:06:45.996920
408000,1749903744.057669,0.006641159299761057,419.2138743400574,0:06:59.213874
420000,1749903757.2262313,0.007922559976577759,432.38243675231934,0:07:12.382437
432000,1749903770.5504527,0.008556370623409748,445.7066581249237,0:07:25.706658
444000,1749903783.7939713,0.008198590949177742,458.95017671585083,0:07:38.950177
456000,1749903796.8093429,0.008220707066357136,471.96554827690125,0:07:51.965548
468000,1749903809.7945602,0.008640090003609657,484.9507656097412,0:08:04.950766
480000,1749903822.785171,0.010019985027611256,497.9413764476776,0:08:17.941376
492000,1749903835.8263996,0.008849544450640678,510.98260498046875,0:08:30.982605
504000,1749903848.7257676,0.010173141956329346,523.881973028183,0:08:43.881973
516000,1749903861.6167307,0.010751087218523026,536.7729361057281,0:08:56.772936
528000,1749903874.4739034,0.010073719546198845,549.630108833313,0:09:09.630109
540000,1749903887.346877,0.011795766651630402,562.5030825138092,0:09:22.503083
552000,1749903900.2548206,0.005710654892027378,575.4110260009766,0:09:35.411026
564000,1749903913.0488915,0.003944111987948418,588.2050969600677,0:09:48.205097
576000,1749903925.875835,0.004524716176092625,601.0320403575897,0:10:01.032040
588000,1749903938.715721,0.003072815714403987,613.8719263076782,0:10:13.871926
600000,1749903951.725548,0.0050909677520394325,626.8817534446716,0:10:26.881753
612000,1749903964.9827821,0.004032430239021778,640.1389875411987,0:10:40.138988
624000,1749903978.021754,0.004507001023739576,653.1779594421387,0:10:53.177959
636000,1749903990.8980832,0.004309563431888819,666.0542886257172,0:11:06.054289
648000,1749904003.7219558,0.003403589827939868,678.8781611919403,0:11:18.878161
660000,1749904016.5406582,0.0029353355057537556,691.6968636512756,0:11:31.696864
672000,1749904029.423695,0.0027230584528297186,704.5799005031586,0:11:44.579901
684000,1749904042.187949,0.005974000319838524,717.3441543579102,0:11:57.344154
696000,1749904055.0513961,0.004402202554047108,730.2076015472412,0:12:10.207602
708000,1749904067.9220083,0.0030800304375588894,743.0782136917114,0:12:23.078214
720000,1749904080.7000878,0.005036561284214258,755.8562932014465,0:12:35.856293
732000,1749904093.4020941,0.005417510401457548,768.5582995414734,0:12:48.558300
744000,1749904106.100426,0.00695465411990881,781.2566313743591,0:13:01.256631
756000,1749904118.9594543,0.005847414489835501,794.1156597137451,0:13:14.115660
768000,1749904131.949247,0.0030117162968963385,807.105452299118,0:13:27.105452
780000,1749904145.0674803,0.004885456990450621,820.2236857414246,0:13:40.223686
792000,1749904158.0320156,0.0050314017571508884,833.1882209777832,0:13:53.188221
804000,1749904170.8423858,0.00620277738198638,845.9985911846161,0:14:05.998591
816000,1749904183.6361177,0.0034294843208044767,858.7923231124878,0:14:18.792323
828000,1749904196.4597955,0.004275027196854353,871.6160008907318,0:14:31.616001
840000,1749904209.2967713,0.004225697834044695,884.4529767036438,0:14:44.452977
