step,wall_time,train_loss,relative_seconds,relative_time
24000,1749903324.8438811,10609518.0,0.0,0:00:00
36000,1749903337.9016027,9725277.0,13.057721614837646,0:00:13.057722
48000,1749903351.6546767,9583087.0,26.810795545578003,0:00:26.810796
60000,1749903364.8157108,9054301.0,39.971829652786255,0:00:39.971830
72000,1749903377.9059203,8571041.0,53.0620391368866,0:00:53.062039
84000,1749903391.0735612,8670554.0,66.22968006134033,0:01:06.229680
96000,1749903404.174752,7814933.5,79.33087086677551,0:01:19.330871
108000,1749903417.381321,7659490.0,92.53743982315063,0:01:32.537440
120000,1749903430.5285928,7211358.0,105.68471169471741,0:01:45.684712
132000,1749903443.7054162,6961034.5,118.86153507232666,0:01:58.861535
144000,1749903456.7628279,6850325.0,131.91894674301147,0:02:11.918947
156000,1749903469.7208347,6366104.5,144.87695360183716,0:02:24.876954
168000,1749903482.6329257,5871430.5,157.78904461860657,0:02:37.789045
180000,1749903495.5424335,5474419.5,170.6985523700714,0:02:50.698552
192000,1749903508.6100545,5325488.0,183.76617336273193,0:03:03.766173
204000,1749903521.7845955,4915437.5,196.94071435928345,0:03:16.940714
216000,1749903534.9784424,4369924.5,210.1345613002777,0:03:30.134561
228000,1749903548.2283156,4215603.0,223.38443446159363,0:03:43.384434
240000,1749903561.248529,3641130.75,236.40464782714844,0:03:56.404648
252000,1749903574.1684422,3275519.5,249.3245611190796,0:04:09.324561
264000,1749903587.1256094,3177850.75,262.2817282676697,0:04:22.281728
276000,1749903600.1031494,2874506.75,275.259268283844,0:04:35.259268
288000,1749903613.1358023,2490441.0,288.2919211387634,0:04:48.291921
300000,1749903626.1876216,2180613.0,301.34374046325684,0:05:01.343740
312000,1749903639.2751465,1990943.75,314.4312653541565,0:05:14.431265
324000,1749903652.3631203,1568360.75,327.5192391872406,0:05:27.519239
336000,1749903665.5286682,1449434.125,340.6847870349884,0:05:40.684787
348000,1749903678.6564248,1275473.75,353.8125436306,0:05:53.812544
360000,1749903691.7676399,1021188.5625,366.9237587451935,0:06:06.923759
372000,1749903704.6576061,824723.1875,379.8137249946594,0:06:19.813725
384000,1749903717.6904354,708706.4375,392.8465542793274,0:06:32.846554
396000,1749903730.84084,546761.625,405.99695897102356,0:06:45.996959
408000,1749903744.0577905,442157.1875,419.2139093875885,0:06:59.213909
420000,1749903757.226311,375283.0,432.38242983818054,0:07:12.382430
432000,1749903770.5505757,256908.96875,445.7066946029663,0:07:25.706695
444000,1749903783.794123,196955.859375,458.9502418041229,0:07:38.950242
456000,1749903796.8094807,143702.703125,471.96559953689575,0:07:51.965600
468000,1749903809.794651,102917.0546875,484.95076990127563,0:08:04.950770
480000,1749903822.7852652,72719.6796875,497.94138407707214,0:08:17.941384
492000,1749903835.8265333,37561.05859375,510.9826521873474,0:08:30.982652
504000,1749903848.7258542,18622.619140625,523.881973028183,0:08:43.881973
516000,1749903861.616854,9906.0078125,536.7729728221893,0:08:56.772973
528000,1749903874.474053,4880.65576171875,549.6301717758179,0:09:09.630172
540000,1749903887.3469546,1435.9161376953125,562.5030734539032,0:09:22.503073
552000,1749903900.2549453,901.595458984375,575.4110641479492,0:09:35.411064
564000,1749903913.0490127,715.5770263671875,588.2051315307617,0:09:48.205132
576000,1749903925.8760183,677.6278686523438,601.0321371555328,0:10:01.032137
588000,1749903938.7158315,628.2174072265625,613.8719503879547,0:10:13.871950
600000,1749903951.7256742,601.6195068359375,626.8817930221558,0:10:26.881793
612000,1749903964.9828775,878.2432861328125,640.1389963626862,0:10:40.138996
624000,1749903978.02187,645.0225219726562,653.1779887676239,0:10:53.177989
636000,1749903990.8981674,371.866943359375,666.0542862415314,0:11:06.054286
648000,1749904003.722072,778.5557250976562,678.8781907558441,0:11:18.878191
660000,1749904016.5407453,481.93560791015625,691.6968641281128,0:11:31.696864
672000,1749904029.4237845,293.8323059082031,704.5799033641815,0:11:44.579903
684000,1749904042.188061,384.19586181640625,717.3441798686981,0:11:57.344180
696000,1749904055.051478,322.56207275390625,730.2075967788696,0:12:10.207597
708000,1749904067.9221957,430.5528869628906,743.0783145427704,0:12:23.078315
720000,1749904080.7002122,283.54522705078125,755.8563311100006,0:12:35.856331
732000,1749904093.4022067,486.12567138671875,768.5583255290985,0:12:48.558326
744000,1749904106.100548,271.1683654785156,781.2566668987274,0:13:01.256667
756000,1749904118.9595692,383.8365478515625,794.115688085556,0:13:14.115688
768000,1749904131.949372,311.9557800292969,807.1054909229279,0:13:27.105491
780000,1749904145.067571,410.2112731933594,820.2236897945404,0:13:40.223690
792000,1749904158.0321696,321.58160400390625,833.1882884502411,0:13:53.188288
804000,1749904170.8424954,302.7978210449219,845.9986143112183,0:14:05.998614
816000,1749904183.6362524,277.5174560546875,858.7923712730408,0:14:18.792371
828000,1749904196.4599183,326.0967712402344,871.6160371303558,0:14:31.616037
840000,1749904209.2968931,263.3941345214844,884.4530119895935,0:14:44.453012
852000,1749904222.0763006,379.30413818359375,897.2324194908142,0:14:57.232419
864000,1749904234.8903563,311.7817077636719,910.0464751720428,0:15:10.046475
876000,1749904247.7747371,344.764404296875,922.9308559894562,0:15:22.930856
888000,1749904260.6524394,306.5669860839844,935.8085582256317,0:15:35.808558
900000,1749904273.2778678,209.30484008789062,948.4339866638184,0:15:48.433987
912000,1749904286.0521731,317.0035705566406,961.2082920074463,0:16:01.208292
924000,1749904298.9775367,212.19386291503906,974.1336555480957,0:16:14.133656
936000,1749904312.0205903,250.55459594726562,987.1767091751099,0:16:27.176709
948000,1749904325.1485078,434.0647277832031,1000.3046267032623,0:16:40.304627
960000,1749904338.1030753,216.25750732421875,1013.2591941356659,0:16:53.259194
972000,1749904350.9273937,290.1188049316406,1026.083512544632,0:17:06.083513
984000,1749904363.7484074,283.685546875,1038.904526233673,0:17:18.904526
996000,1749904376.6409502,176.33213806152344,1051.7970690727234,0:17:31.797069
1008000,1749904389.5041373,428.79876708984375,1064.6602561473846,0:17:44.660256
1020000,1749904402.2995262,291.192626953125,1077.455645084381,0:17:57.455645
1032000,1749904415.1344929,268.9416198730469,1090.290611743927,0:18:10.290612
1044000,1749904427.9421241,205.81533813476562,1103.0982429981232,0:18:23.098243
1056000,1749904440.7962017,212.6724090576172,1115.952320575714,0:18:35.952321
1068000,1749904453.380641,140.2897186279297,1128.536759853363,0:18:48.536760
1080000,1749904466.1704397,264.0973815917969,1141.3265585899353,0:19:01.326559
1092000,1749904479.2315211,210.58985900878906,1154.3876399993896,0:19:14.387640
1104000,1749904492.2022004,211.68922424316406,1167.3583192825317,0:19:27.358319
1116000,1749904505.2457626,253.37388610839844,1180.4018814563751,0:19:40.401881
1128000,1749904518.1541562,317.051513671875,1193.3102750778198,0:19:53.310275
1140000,1749904530.9934163,237.60214233398438,1206.1495351791382,0:20:06.149535
1152000,1749904543.7436273,227.16793823242188,1218.8997461795807,0:20:18.899746
1164000,1749904556.558771,225.7987060546875,1231.7148897647858,0:20:31.714890
1176000,1749904569.3636243,170.2824249267578,1244.5197432041168,0:20:44.519743
1188000,1749904582.1252923,243.67242431640625,1257.2814111709595,0:20:57.281411
1200000,1749904595.0158834,252.1730194091797,1270.1720023155212,0:21:10.172002
1212000,1749904607.8552747,179.51382446289062,1283.011393547058,0:21:23.011394
1224000,1749904620.7270627,218.11122131347656,1295.8831815719604,0:21:35.883182
1236000,1749904633.442763,234.06710815429688,1308.5988819599152,0:21:48.598882
1248000,1749904646.6575708,269.6293029785156,1321.8136897087097,0:22:01.813690
1260000,1749904660.0424871,221.3192138671875,1335.1986060142517,0:22:15.198606
1272000,1749904673.2987182,202.744384765625,1348.4548370838165,0:22:28.454837
1284000,1749904686.5806763,115.89673614501953,1361.7367951869965,0:22:41.736795
1296000,1749904699.629824,136.32733154296875,1374.7859427928925,0:22:54.785943
1308000,1749904712.586195,225.1143035888672,1387.742313861847,0:23:07.742314
1320000,1749904725.4632363,123.5226058959961,1400.6193552017212,0:23:20.619355
1332000,1749904738.4333742,106.48690795898438,1413.5894930362701,0:23:33.589493
1344000,1749904751.4006643,329.4673767089844,1426.5567831993103,0:23:46.556783
1356000,1749904764.2611928,181.79452514648438,1439.417311668396,0:23:59.417312
1368000,1749904777.1012404,174.2473602294922,1452.2573592662811,0:24:12.257359
1380000,1749904789.9912865,151.2075653076172,1465.147405385971,0:24:25.147405
1392000,1749904802.941856,186.6309814453125,1478.0979747772217,0:24:38.097975
1404000,1749904815.902111,131.14285278320312,1491.0582299232483,0:24:51.058230
1416000,1749904828.6939535,138.01678466796875,1503.8500723838806,0:25:03.850072
1428000,1749904841.6921134,161.4868927001953,1516.848232269287,0:25:16.848232
1440000,1749904855.0315185,194.2663116455078,1530.1876373291016,0:25:30.187637
1452000,1749904868.3177793,284.5108337402344,1543.4738981723785,0:25:43.473898
1464000,1749904881.5613909,121.15021514892578,1556.7175097465515,0:25:56.717510
1476000,1749904894.7819896,116.1914291381836,1569.9381084442139,0:26:09.938108
1488000,1749904908.1114938,121.27822875976562,1583.267612695694,0:26:23.267613
1500000,1749904921.3257935,143.63677978515625,1596.4819123744965,0:26:36.481912
1512000,1749904934.30015,92.60984802246094,1609.456268787384,0:26:49.456269
1524000,1749904947.2119157,182.5013427734375,1622.3680346012115,0:27:02.368035
1536000,1749904960.08475,231.9020233154297,1635.240868806839,0:27:15.240869
1548000,1749904972.9689357,150.9348907470703,1648.1250545978546,0:27:28.125055
1560000,1749904985.8813255,115.655029296875,1661.0374443531036,0:27:41.037444
1572000,1749904998.7562695,120.46392059326172,1673.9123883247375,0:27:53.912388
1584000,1749905011.6293204,149.9896240234375,1686.7854392528534,0:28:06.785439
1596000,1749905024.4810016,102.29181671142578,1699.6371204853058,0:28:19.637120
1608000,1749905037.3642504,116.97229766845703,1712.5203692913055,0:28:32.520369
1620000,1749905049.961957,152.9792022705078,1725.1180758476257,0:28:45.118076
1632000,1749905062.7775993,105.33232116699219,1737.9337182044983,0:28:57.933718
1644000,1749905075.9032402,153.23194885253906,1751.059359073639,0:29:11.059359
1656000,1749905088.9423418,119.00096130371094,1764.098460674286,0:29:24.098461
1668000,1749905102.1322613,189.963623046875,1777.2883801460266,0:29:37.288380
1680000,1749905115.2082338,156.7080078125,1790.3643527030945,0:29:50.364353
1692000,1749905128.2125108,124.0146713256836,1803.368629693985,0:30:03.368630
1704000,1749905141.0799305,137.0022430419922,1816.236049413681,0:30:16.236049
1716000,1749905153.8857722,128.32830810546875,1829.0418910980225,0:30:29.041891
1728000,1749905166.8385973,158.3269500732422,1841.99471616745,0:30:41.994716
1740000,1749905179.6856852,184.12232971191406,1854.8418040275574,0:30:54.841804
1752000,1749905192.6238065,157.18907165527344,1867.7799253463745,0:31:07.779925
1764000,1749905205.4297044,114.88987731933594,1880.5858232975006,0:31:20.585823
1776000,1749905218.3326201,117.59912109375,1893.4887390136719,0:31:33.488739
1788000,1749905231.3415637,114.72409057617188,1906.4976825714111,0:31:46.497683
1800000,1749905243.8948412,77.53955078125,1919.0509600639343,0:31:59.050960
1812000,1749905256.793126,74.38753509521484,1931.9492449760437,0:32:11.949245
1824000,1749905269.8591573,109.70572662353516,1945.0152761936188,0:32:25.015276
1836000,1749905283.054538,121.14929962158203,1958.2106568813324,0:32:38.210657
1848000,1749905296.2663195,118.2751693725586,1971.4224383831024,0:32:51.422438
1860000,1749905309.397179,98.08683013916016,1984.5532977581024,0:33:04.553298
1872000,1749905322.2836561,232.8109130859375,1997.4397749900818,0:33:17.439775
1884000,1749905335.138848,70.95523834228516,2010.2949669361115,0:33:30.294967
1896000,1749905348.050577,102.40597534179688,2023.2066957950592,0:33:43.206696
1908000,1749905360.8314521,98.74569702148438,2035.9875710010529,0:33:55.987571
1920000,1749905373.5886533,142.4639434814453,2048.744772195816,0:34:08.744772
1932000,1749905386.3200533,46.46659469604492,2061.476172208786,0:34:21.476172
1944000,1749905398.9930503,167.97793579101562,2074.1491692066193,0:34:34.149169
1956000,1749905411.667056,88.6358642578125,2086.8231749534607,0:34:46.823175
1968000,1749905423.916935,85.3572006225586,2099.0730538368225,0:34:59.073054
1980000,1749905436.6814828,71.51114654541016,2111.837601661682,0:35:11.837602
1992000,1749905449.6085472,86.52880859375,2124.764666080475,0:35:24.764666
2004000,1749905462.6821287,69.697021484375,2137.838247537613,0:35:37.838248
2016000,1749905475.5833218,106.20515441894531,2150.73944067955,0:35:50.739441
2028000,1749905488.2914803,99.0843505859375,2163.447599172592,0:36:03.447599
2040000,1749905501.063179,77.09117126464844,2176.219297885895,0:36:16.219298
2052000,1749905513.8152683,133.05206298828125,2188.9713871479034,0:36:28.971387
2064000,1749905526.59795,79.87460327148438,2201.754068851471,0:36:41.754069
2076000,1749905539.3896518,42.47663879394531,2214.5457706451416,0:36:54.545771
2088000,1749905552.2228887,50.272098541259766,2227.379007577896,0:37:07.379008
2100000,1749905564.948673,35.280033111572266,2240.104791879654,0:37:20.104792
2112000,1749905577.5945008,69.78368377685547,2252.750619649887,0:37:32.750620
2124000,1749905590.0345738,133.0325927734375,2265.1906926631927,0:37:45.190693
2136000,1749905602.777732,74.43550109863281,2277.9338507652283,0:37:57.933851
2148000,1749905615.5813494,92.123779296875,2290.7374682426453,0:38:10.737468
2160000,1749905628.6202843,34.51968765258789,2303.7764031887054,0:38:23.776403
2172000,1749905641.5045276,107.40126037597656,2316.6606464385986,0:38:36.660646
2184000,1749905654.256929,81.78386688232422,2329.4130477905273,0:38:49.413048
2196000,1749905666.940532,214.28433227539062,2342.096650838852,0:39:02.096651
2208000,1749905679.6390586,116.7428207397461,2354.795177459717,0:39:14.795177
2220000,1749905692.3227267,106.02214050292969,2367.4788455963135,0:39:27.478846
2232000,1749905704.9929507,56.458953857421875,2380.149069547653,0:39:40.149070
2244000,1749905717.6601114,38.53668212890625,2392.8162302970886,0:39:52.816230
2256000,1749905730.2896452,53.878211975097656,2405.445764064789,0:40:05.445764
2268000,1749905742.8701541,39.20576095581055,2418.0262730121613,0:40:18.026273
2280000,1749905755.469765,96.80438232421875,2430.6258838176727,0:40:30.625884
2292000,1749905768.24771,65.03845977783203,2443.403828859329,0:40:43.403829
2304000,1749905781.0163107,78.25656127929688,2456.172429561615,0:40:56.172430
2316000,1749905793.921946,108.85443878173828,2469.078064918518,0:41:09.078065
2328000,1749905806.6035867,30.719030380249023,2481.759705543518,0:41:21.759706
2340000,1749905819.2415137,37.63982391357422,2494.397632598877,0:41:34.397633
2352000,1749905831.968309,27.6601619720459,2507.12442779541,0:41:47.124428
2364000,1749905844.6951623,64.28929138183594,2519.8512811660767,0:41:59.851281
2376000,1749905857.4472704,70.91909790039062,2532.603389263153,0:42:12.603389
2388000,1749905870.1514552,82.29792785644531,2545.307574033737,0:42:25.307574
2400000,1749905882.8891387,56.1336784362793,2558.0452575683594,0:42:38.045258
2412000,1749905895.58457,26.241853713989258,2570.7406888008118,0:42:50.740689
2424000,1749905908.0281854,48.42100524902344,2583.1843042373657,0:43:03.184304
2436000,1749905920.7527554,70.96263885498047,2595.9088742733,0:43:15.908874
2448000,1749905933.6391935,48.643009185791016,2608.7953124046326,0:43:28.795312
2460000,1749905946.6732595,65.1462631225586,2621.8293783664703,0:43:41.829378
2472000,1749905959.6154447,19.972131729125977,2634.7715635299683,0:43:54.771564
2484000,1749905972.422281,41.336708068847656,2647.5783998966217,0:44:07.578400
2496000,1749905985.1143522,89.34956359863281,2660.270471096039,0:44:20.270471
2508000,1749905997.839491,34.76723861694336,2672.9956097602844,0:44:32.995610
2520000,1749906010.6057115,45.345584869384766,2685.761830329895,0:44:45.761830
2532000,1749906023.28368,47.4034309387207,2698.4397988319397,0:44:58.439799
2544000,1749906035.9864054,22.43035125732422,2711.142524242401,0:45:11.142524
2556000,1749906048.7466729,53.74919509887695,2723.90279173851,0:45:23.902792
2568000,1749906061.5522408,50.90214538574219,2736.7083597183228,0:45:36.708360
2580000,1749906074.219204,63.65219497680664,2749.375322818756,0:45:49.375323
2592000,1749906087.986918,46.702022552490234,2763.143036842346,0:46:03.143037
2604000,1749906100.7552958,77.06407928466797,2775.9114146232605,0:46:15.911415
2616000,1749906113.6698644,93.34082794189453,2788.825983285904,0:46:28.825983
2628000,1749906126.7385738,37.68547058105469,2801.894692659378,0:46:41.894693
2640000,1749906139.7230074,51.150779724121094,2814.8791263103485,0:46:54.879126
2652000,1749906152.6187751,47.2961311340332,2827.7748939990997,0:47:07.774894
2664000,1749906165.3826594,33.82538986206055,2840.5387783050537,0:47:20.538778
2676000,1749906178.187997,28.899749755859375,2853.344115972519,0:47:33.344116
2688000,1749906191.0939984,33.93819046020508,2866.250117301941,0:47:46.250117
2700000,1749906203.9041264,56.95267105102539,2879.0602452754974,0:47:59.060245
2712000,1749906216.7928848,49.0981330871582,2891.9490036964417,0:48:11.949004
2724000,1749906229.5712023,58.296104431152344,2904.7273211479187,0:48:24.727321
2736000,1749906242.3687127,39.782814025878906,2917.524831533432,0:48:37.524832
2748000,1749906255.202793,19.849943161010742,2930.358911752701,0:48:50.358912
2760000,1749906267.6098537,42.68798065185547,2942.7659726142883,0:49:02.765973
2772000,1749906280.3985834,37.88716506958008,2955.554702281952,0:49:15.554702
2784000,1749906293.2305307,29.51419448852539,2968.386649608612,0:49:28.386650
2796000,1749906306.3691387,20.474056243896484,2981.525257587433,0:49:41.525258
2808000,1749906319.3216605,19.18259620666504,2994.4777793884277,0:49:54.477779
