step,wall_time,ep_rew_mean,relative_seconds,relative_time
12000,1749903311.8530586,-6298.16796875,0.0,0:00:00
24000,1749903324.9616761,-6136.091796875,13.108617544174194,0:00:13.108618
36000,1749903338.0287244,-6064.55029296875,26.175665855407715,0:00:26.175666
48000,1749903351.768195,-5905.33251953125,39.91513633728027,0:00:39.915136
60000,1749903364.9332206,-5835.20263671875,53.080162048339844,0:00:53.080162
72000,1749903378.0184555,-5802.462890625,66.16539692878723,0:01:06.165397
84000,1749903391.2007222,-5558.78564453125,79.34766364097595,0:01:19.347664
96000,1749903404.291091,-5524.96240234375,92.43803238868713,0:01:32.438032
108000,1749903417.5293722,-5378.44580078125,105.67631363868713,0:01:45.676314
120000,1749903430.6402814,-5332.1728515625,118.78722286224365,0:01:58.787223
132000,1749903443.836551,-5117.4501953125,131.98349237442017,0:02:11.983492
144000,1749903456.876932,-5065.7958984375,145.0238733291626,0:02:25.023873
156000,1749903469.8323414,-4917.2353515625,157.97928285598755,0:02:37.979283
168000,1749903482.8471422,-4713.27734375,170.9940836429596,0:02:50.994084
180000,1749903495.7568476,-4564.34375,183.9037890434265,0:03:03.903789
192000,1749903508.8167372,-4305.88037109375,196.96367859840393,0:03:16.963679
204000,1749903521.9759696,-4190.17236328125,210.1229109764099,0:03:30.122911
216000,1749903535.0733411,-4008.336669921875,223.22028255462646,0:03:43.220283
228000,1749903548.3223295,-3799.821533203125,236.46927094459534,0:03:56.469271
240000,1749903561.3415096,-3642.448486328125,249.48845100402832,0:04:09.488451
252000,1749903574.2801535,-3437.833740234375,262.42709493637085,0:04:22.427095
264000,1749903587.2370646,-3373.4208984375,275.384006023407,0:04:35.384006
276000,1749903600.2305193,-3106.58837890625,288.3774607181549,0:04:48.377461
288000,1749903613.2617993,-2853.314208984375,301.4087407588959,0:05:01.408741
300000,1749903626.299066,-2682.405517578125,314.4460074901581,0:05:14.446007
312000,1749903639.3887975,-2457.89013671875,327.5357389450073,0:05:27.535739
324000,1749903652.4758239,-2326.482421875,340.6227653026581,0:05:40.622765
