step,wall_time,train_clip_fraction,relative_seconds,relative_time
24000,1749899489.0360422,1.6666666851961054e-05,0.0,0:00:00
36000,1749899502.2346892,1.6666666851961054e-05,13.198647022247314,0:00:13.198647
48000,1749899515.438865,5.833333489135839e-05,26.402822732925415,0:00:26.402823
60000,1749899528.910109,0.0,39.8740668296814,0:00:39.874067
72000,1749899542.295983,0.0,53.25994086265564,0:00:53.259941
84000,1749899555.7952652,0.0,66.75922298431396,0:01:06.759223
96000,1749899569.4379435,0.0,80.40190124511719,0:01:20.401901
108000,1749899583.0501003,8.333333425980527e-06,94.01405811309814,0:01:34.014058
120000,1749899596.583839,8.333333425980527e-06,107.5477967262268,0:01:47.547797
132000,1749899610.1012352,0.0,121.06519293785095,0:02:01.065193
144000,1749899623.5150099,1.6666666851961054e-05,134.47896766662598,0:02:14.478968
156000,1749899636.831685,0.0003416666586417705,147.7956428527832,0:02:27.795643
168000,1749899650.017129,0.00039166666101664305,160.98108673095703,0:02:40.981087
180000,1749899663.1401367,0.00023333333956543356,174.10409450531006,0:02:54.104095
192000,1749899676.3534405,0.00047500000800937414,187.31739830970764,0:03:07.317398
204000,1749899689.5728521,0.0004916666657663882,200.53680992126465,0:03:20.536810
216000,1749899702.7993133,0.0013083333615213633,213.76327109336853,0:03:33.763271
228000,1749899716.0266058,0.005233333446085453,226.99056363105774,0:03:46.990564
240000,1749899729.171318,0.0020583332516252995,240.13527584075928,0:04:00.135276
252000,1749899742.3675017,0.002916666679084301,253.33145952224731,0:04:13.331460
264000,1749899755.5580451,0.002675000112503767,266.52200293540955,0:04:26.522003
276000,1749899768.7752285,0.013016666285693645,279.73918628692627,0:04:39.739186
288000,1749899781.9100428,0.008241666480898857,292.8740005493164,0:04:52.874001
300000,1749899795.0988777,0.017083333805203438,306.0628354549408,0:05:06.062835
312000,1749899808.244541,0.02317499928176403,319.20849871635437,0:05:19.208499
324000,1749899821.2035463,0.01952500082552433,332.16750407218933,0:05:32.167504
336000,1749899834.4501176,0.02498333342373371,345.41407537460327,0:05:45.414075
348000,1749899847.58853,0.022175000980496407,358.5524878501892,0:05:58.552488
360000,1749899860.9472313,0.04360000044107437,371.91118907928467,0:06:11.911189
372000,1749899874.243121,0.03864166513085365,385.20707869529724,0:06:25.207079
384000,1749899887.7412755,0.04613333195447922,398.705233335495,0:06:38.705233
396000,1749899901.2321467,0.046283334493637085,412.1961045265198,0:06:52.196105
408000,1749899914.5850756,0.04009166732430458,425.5490334033966,0:07:05.549033
420000,1749899927.841433,0.06678333133459091,438.80539083480835,0:07:18.805391
432000,1749899941.0138102,0.08190833032131195,451.97776794433594,0:07:31.977768
444000,1749899954.1447113,0.07562500238418579,465.1086690425873,0:07:45.108669
456000,1749899967.2611737,0.07125833630561829,478.22513151168823,0:07:58.225132
468000,1749899980.3529534,0.09451666474342346,491.31691122055054,0:08:11.316911
480000,1749899993.5349584,0.10560833662748337,504.4989161491394,0:08:24.498916
492000,1749900006.7096195,0.10276667028665543,517.6735773086548,0:08:37.673577
504000,1749900019.975543,0.10454999655485153,530.9395008087158,0:08:50.939501
