step,wall_time,ep_len_mean,relative_seconds,relative_time
12000,1749899475.86999,24.0,0.0,0:00:00
24000,1749899489.153913,24.0,13.283922910690308,0:00:13.283923
36000,1749899502.4424136,24.0,26.572423458099365,0:00:26.572423
48000,1749899515.6526413,24.0,39.78265118598938,0:00:39.782651
60000,1749899529.1179981,24.0,53.248008012771606,0:00:53.248008
72000,1749899542.520656,24.0,66.65066599845886,0:01:06.650666
84000,1749899556.022006,24.0,80.15201592445374,0:01:20.152016
96000,1749899569.6368344,24.0,93.76684427261353,0:01:33.766844
108000,1749899583.2622778,24.0,107.39228773117065,0:01:47.392288
120000,1749899596.7942388,24.0,120.92424869537354,0:02:00.924249
132000,1749899610.2242448,24.0,134.35425472259521,0:02:14.354255
144000,1749899623.6284504,24.0,147.75846028327942,0:02:27.758460
156000,1749899636.9558506,24.0,161.08586049079895,0:02:41.085860
168000,1749899650.1367443,24.0,174.26675415039062,0:02:54.266754
180000,1749899663.2553906,24.0,187.38540053367615,0:03:07.385401
192000,1749899676.4687877,24.0,200.59879755973816,0:03:20.598798
204000,1749899689.6913319,24.0,213.82134175300598,0:03:33.821342
216000,1749899702.9338942,24.0,227.06390404701233,0:03:47.063904
228000,1749899716.1392958,24.0,240.26930570602417,0:04:00.269306
240000,1749899729.2953475,24.0,253.42535734176636,0:04:13.425357
252000,1749899742.4846978,24.0,266.61470770835876,0:04:26.614708
264000,1749899755.675661,24.0,279.8056709766388,0:04:39.805671
276000,1749899768.8956642,24.0,293.02567410469055,0:04:53.025674
288000,1749899782.0295045,24.0,306.15951442718506,0:05:06.159514
300000,1749899795.2130616,24.0,319.3430714607239,0:05:19.343071
312000,1749899808.4120624,24.0,332.5420722961426,0:05:32.542072
324000,1749899821.4050574,24.0,345.53506731987,0:05:45.535067
336000,1749899834.6369793,24.0,358.7669892311096,0:05:58.766989
348000,1749899847.7755837,24.0,371.90559363365173,0:06:11.905594
360000,1749899861.128766,24.0,385.25877594947815,0:06:25.258776
372000,1749899874.4302855,24.0,398.56029534339905,0:06:38.560295
384000,1749899887.8563638,24.0,411.9863736629486,0:06:51.986374
396000,1749899901.345401,24.0,425.47541093826294,0:07:05.475411
408000,1749899914.681947,24.0,438.8119568824768,0:07:18.811957
420000,1749899927.939437,24.0,452.0694468021393,0:07:32.069447
432000,1749899941.1089442,24.0,465.2389540672302,0:07:45.238954
444000,1749899954.2394993,24.0,478.3695092201233,0:07:58.369509
456000,1749899967.3566165,24.0,491.48662638664246,0:08:11.486626
468000,1749899980.448359,24.0,504.5783689022064,0:08:24.578369
480000,1749899993.6383104,24.0,517.7683203220367,0:08:37.768320
492000,1749900006.8107536,24.0,530.9407634735107,0:08:50.940763
504000,1749900020.0722022,24.0,544.2022120952606,0:09:04.202212
516000,1749900033.27562,24.0,557.4056298732758,0:09:17.405630
528000,1749900046.5644953,24.0,570.6945052146912,0:09:30.694505
540000,1749900059.7351716,24.0,583.8651814460754,0:09:43.865181
