step,wall_time,train_value_loss,relative_seconds,relative_time
24000,1749899489.0368717,21195320.0,0.0,0:00:00
36000,1749899502.2353067,20357032.0,13.198435068130493,0:00:13.198435
48000,1749899515.4405959,19785216.0,26.403724193572998,0:00:26.403724
60000,1749899528.9139085,19151622.0,39.877036809921265,0:00:39.877037
72000,1749899542.2978668,18456178.0,53.26099514961243,0:00:53.260995
84000,1749899555.7958753,18114722.0,66.75900363922119,0:01:06.759004
96000,1749899569.4388638,17191186.0,80.40199208259583,0:01:20.401992
108000,1749899583.0510247,16577056.0,94.01415300369263,0:01:34.014153
120000,1749899596.5845227,16032141.0,107.54765105247498,0:01:47.547651
132000,1749899610.1017923,15420577.0,121.06492066383362,0:02:01.064921
144000,1749899623.516076,14743355.0,134.47920441627502,0:02:14.479204
156000,1749899636.8324556,14032323.0,147.79558396339417,0:02:27.795584
168000,1749899650.0178916,13221664.0,160.98101997375488,0:02:40.981020
180000,1749899663.1409528,12459177.0,174.10408115386963,0:02:54.104081
192000,1749899676.3539336,11741993.0,187.31706190109253,0:03:07.317062
204000,1749899689.5737035,11051634.0,200.53683185577393,0:03:20.536832
216000,1749899702.7997944,10535214.0,213.76292276382446,0:03:33.762923
228000,1749899716.027346,9749823.0,226.99047422409058,0:03:46.990474
240000,1749899729.1723106,8864952.0,240.13543891906738,0:04:00.135439
252000,1749899742.36849,8460597.0,253.331618309021,0:04:13.331618
264000,1749899755.5589125,7573282.5,266.5220408439636,0:04:26.522041
276000,1749899768.776155,7043636.0,279.73928332328796,0:04:39.739283
288000,1749899781.9105556,6188469.0,292.87368392944336,0:04:52.873684
300000,1749899795.0996947,5603621.0,306.0628230571747,0:05:06.062823
312000,1749899808.2452095,4985025.5,319.2083377838135,0:05:19.208338
324000,1749899821.2041826,4334599.0,332.16731095314026,0:05:32.167311
336000,1749899834.4511003,3860847.5,345.41422867774963,0:05:45.414229
348000,1749899847.5898898,3358754.75,358.55301809310913,0:05:58.553018
360000,1749899860.9493692,2932796.75,371.9124975204468,0:06:11.912498
372000,1749899874.2436116,2466602.5,385.20673990249634,0:06:25.206740
