step,wall_time,train_explained_variance,relative_seconds,relative_time
24000,1749899489.0361052,1.1146068572998047e-05,0.0,0:00:00
36000,1749899502.2347455,3.5762786865234375e-07,13.1986403465271,0:00:13.198640
48000,1749899515.4389217,1.7881393432617188e-07,26.40281653404236,0:00:26.402817
60000,1749899528.9101648,5.960464477539063e-08,39.87405967712402,0:00:39.874060
72000,1749899542.296059,0.0,53.25995373725891,0:00:53.259954
84000,1749899555.7953222,0.0,66.75921702384949,0:01:06.759217
96000,1749899569.438,1.7881393432617188e-07,80.40189480781555,0:01:20.401895
108000,1749899583.0501618,-1.1920928955078125e-07,94.01405668258667,0:01:34.014057
120000,1749899596.583901,-2.384185791015625e-07,107.54779577255249,0:01:47.547796
132000,1749899610.101284,-1.1920928955078125e-07,121.06517887115479,0:02:01.065179
144000,1749899623.515095,0.0,134.47898983955383,0:02:14.478990
156000,1749899636.8317256,0.0,147.79562044143677,0:02:27.795620
168000,1749899650.0171738,1.1920928955078125e-07,160.98106861114502,0:02:40.981069
180000,1749899663.140202,0.0,174.10409688949585,0:02:54.104097
192000,1749899676.3534865,0.0,187.31738138198853,0:03:07.317381
204000,1749899689.572913,0.0,200.53680777549744,0:03:20.536808
216000,1749899702.7993574,0.0,213.76325225830078,0:03:33.763252
228000,1749899716.0266454,0.0,226.990540266037,0:03:46.990540
240000,1749899729.1713855,5.960464477539063e-08,240.13528037071228,0:04:00.135280
252000,1749899742.3675668,1.7881393432617188e-07,253.33146166801453,0:04:13.331462
264000,1749899755.5581057,0.0,266.52200055122375,0:04:26.522001
276000,1749899768.7752883,0.0,279.73918318748474,0:04:39.739183
288000,1749899781.9101071,0.0,292.8740019798279,0:04:52.874002
300000,1749899795.098926,1.7881393432617188e-07,306.06282091140747,0:05:06.062821
312000,1749899808.2446015,0.0,319.2084963321686,0:05:19.208496
324000,1749899821.203612,0.0,332.1675069332123,0:05:32.167507
336000,1749899834.4501746,0.0,345.4140694141388,0:05:45.414069
348000,1749899847.588604,0.0,358.55249881744385,0:05:58.552499
360000,1749899860.9472926,0.0,371.9111874103546,0:06:11.911187
372000,1749899874.2431598,0.0,385.20705461502075,0:06:25.207055
384000,1749899887.7413237,-1.1920928955078125e-07,398.7052185535431,0:06:38.705219
396000,1749899901.2322097,0.0,412.1961045265198,0:06:52.196105
408000,1749899914.5851269,-1.1920928955078125e-07,425.54902172088623,0:07:05.549022
420000,1749899927.841472,5.960464477539063e-08,438.80536675453186,0:07:18.805367
432000,1749899941.0138543,0.0,451.9777491092682,0:07:31.977749
444000,1749899954.144769,-1.1920928955078125e-07,465.10866379737854,0:07:45.108664
456000,1749899967.2612119,0.0,478.225106716156,0:07:58.225107
468000,1749899980.353009,1.1920928955078125e-07,491.3169038295746,0:08:11.316904
480000,1749899993.5350225,0.0,504.4989173412323,0:08:24.498917
492000,1749900006.7096581,-1.1920928955078125e-07,517.6735529899597,0:08:37.673553
504000,1749900019.9755814,-1.1920928955078125e-07,530.9394762516022,0:08:50.939476
516000,1749900033.1793027,0.0,544.1431975364685,0:09:04.143198
528000,1749900046.4681587,0.0,557.432053565979,0:09:17.432054
540000,1749900059.6203606,5.960464477539063e-08,570.5842554569244,0:09:30.584255
552000,1749900072.7858598,-1.1920928955078125e-07,583.7497546672821,0:09:43.749755
564000,1749900085.690397,0.0,596.6542918682098,0:09:56.654292
576000,1749900098.485298,1.1920928955078125e-07,609.4491927623749,0:10:09.449193
588000,1749900111.5360942,-1.1920928955078125e-07,622.4999890327454,0:10:22.499989
600000,1749900124.705201,0.0,635.6690957546234,0:10:35.669096
612000,1749900137.8658385,1.1920928955078125e-07,648.8297333717346,0:10:48.829733
624000,1749900151.1200097,1.7881393432617188e-07,662.083904504776,0:11:02.083905
636000,1749900164.2231436,0.0,675.1870384216309,0:11:15.187038
648000,1749900177.1873968,0.0,688.1512916088104,0:11:28.151292
660000,1749900190.1825118,0.0,701.1464066505432,0:11:41.146407
672000,1749900203.1645617,0.0,714.1284565925598,0:11:54.128457
684000,1749900216.2605567,0.0008187294006347656,727.2244515419006,0:12:07.224452
696000,1749900229.2656703,0.0063408613204956055,740.2295651435852,0:12:20.229565
708000,1749900242.2543755,0.01182776689529419,753.2182703018188,0:12:33.218270
720000,1749900255.2643378,0.013890683650970459,766.2282326221466,0:12:46.228233
732000,1749900268.2386498,0.023746132850646973,779.2025446891785,0:12:59.202545
744000,1749900281.343529,0.025786161422729492,792.3074238300323,0:13:12.307424
756000,1749900294.2411914,0.02764296531677246,805.2050862312317,0:13:25.205086
768000,1749900307.0368726,0.028456807136535645,818.0007674694061,0:13:38.000767
780000,1749900320.0398095,0.024528324604034424,831.0037043094635,0:13:51.003704
792000,1749900333.148899,0.025357365608215332,844.1127939224243,0:14:04.112794
804000,1749900346.3279955,0.02444666624069214,857.2918903827667,0:14:17.291890
816000,1749900359.4418068,0.030905306339263916,870.4057016372681,0:14:30.405702
828000,1749900372.5013943,0.028505444526672363,883.4652891159058,0:14:43.465289
840000,1749900385.3707027,0.019774436950683594,896.3345975875854,0:14:56.334598
